geoid,md_primary_care_count,do_primary_care_count,total_population,pcp_count,pcp_per_100k
13213,7.0,1.0,40472.0,8.0,19.766752322593398
13215,190.0,28.0,202616.0,218.0,107.5926876455956
13217,28.0,1.0,117621.0,29.0,24.6554611846524
13219,53.0,1.0,43588.0,54.0,123.88730843351382
13221,1.0,0.0,15469.0,1.0,6.464541987200207
13223,17.0,4.0,178421.0,21.0,11.769914976376098
13225,4.0,2.0,28562.0,6.0,21.006932287654926
13227,14.0,1.0,34826.0,15.0,43.07126859243094
13229,4.0,1.0,20168.0,5.0,24.79174930583102
13231,3.0,1.0,19990.0,4.0,20.010005002501252
13233,8.0,1.0,43709.0,9.0,20.590725022306618
13235,4.0,1.0,9984.0,5.0,50.0801282051282
13237,8.0,0.0,22984.0,8.0,34.80682213713888
13239,0.0,0.0,2249.0,0.0,0.0
13241,9.0,3.0,17206.0,12.0,69.74311286760432
13243,1.0,0.0,6116.0,1.0,16.350555918901243
13245,181.0,18.0,206640.0,199.0,96.30274874177314
13247,67.0,4.0,94984.0,71.0,74.74943148319717
13249,1.0,0.0,4496.0,1.0,22.241992882562275
13251,2.0,0.0,13977.0,2.0,14.309222293768334
13253,8.0,0.0,9127.0,8.0,87.65202147474527
13255,28.0,0.0,68919.0,28.0,40.627403183447235
13257,19.0,0.0,26767.0,19.0,70.98292673814773
13259,0.0,0.0,4648.0,0.0,0.0
13261,15.0,0.0,28877.0,15.0,51.94445406378779
13263,0.0,2.0,5747.0,2.0,34.80076561684357
13265,0.0,0.0,1600.0,0.0,0.0
13267,2.0,1.0,24064.0,3.0,12.466755319148936
13269,0.0,0.0,7737.0,0.0,0.0
13271,2.0,0.0,12354.0,2.0,16.18908855431439
13273,0.0,0.0,8754.0,0.0,0.0
13275,37.0,5.0,45561.0,42.0,92.18410482649635
13277,24.0,3.0,41412.0,27.0,65.1984931903796
13279,17.0,2.0,26837.0,19.0,70.79777918545291
13281,6.0,1.0,12972.0,7.0,53.96238051187173
13283,0.0,0.0,6365.0,0.0,0.0
13285,36.0,0.0,70191.0,36.0,51.28862674701885
13287,0.0,0.0,8842.0,0.0,0.0
13289,1.0,0.0,7680.0,1.0,13.020833333333334
13291,19.0,3.0,26388.0,22.0,83.37122934667273
13293,14.0,0.0,28086.0,14.0,49.846898810795416
13295,10.0,3.0,68915.0,13.0,18.86381774649931
13297,23.0,3.0,103065.0,26.0,25.226798622228692
13299,21.0,0.0,35614.0,21.0,58.9655753355422
13301,2.0,1.0,5155.0,3.0,58.195926285160034
13303,12.0,2.0,19738.0,14.0,70.92917215523356
13305,10.0,1.0,30896.0,11.0,35.60331434489902
13307,1.0,0.0,2328.0,1.0,42.955326460481096
13309,2.0,1.0,7314.0,3.0,41.01722723543889
13311,1.0,2.0,28806.0,3.0,10.414496979795876
13313,52.0,5.0,103132.0,57.0,55.2689756816507
13315,0.0,1.0,8761.0,1.0,11.41422212076247
13317,2.0,2.0,9599.0,4.0,41.67100739660381
13319,2.0,0.0,8681.0,2.0,23.038820412394884
13321,6.0,0.0,20424.0,6.0,29.37720329024677
15001,139.0,12.0,206315.0,151.0,73.18905557036571
15003,876.0,40.0,995638.0,916.0,92.00130971296797
15005,0.0,0.0,,0.0,
15007,51.0,4.0,73810.0,55.0,74.51564828614009
15009,117.0,11.0,164433.0,128.0,77.8432553076329
16001,407.0,70.0,518907.0,477.0,91.92398637906214
16003,1.0,0.0,4817.0,1.0,20.759809009757113
16005,42.0,22.0,89517.0,64.0,71.49479987041568
16007,5.0,0.0,6722.0,5.0,74.38262421898244
16009,4.0,0.0,10370.0,4.0,38.57280617164899
16011,6.0,8.0,49923.0,14.0,28.043186507221122
16013,20.0,1.0,24866.0,21.0,84.45266629132148
16015,0.0,0.0,8333.0,0.0,0.0
16017,22.0,1.0,51414.0,23.0,44.73489710973665
16019,33.0,21.0,129496.0,54.0,41.70012973373695
16021,5.0,0.0,13345.0,5.0,37.467216185837394
16023,0.0,0.0,2684.0,0.0,0.0
16025,0.0,0.0,1153.0,0.0,0.0
16027,66.0,15.0,251065.0,81.0,32.26256148806086
16029,2.0,2.0,7190.0,4.0,55.63282336578582
16031,14.0,7.0,25655.0,21.0,81.85538881309685
16033,0.0,0.0,806.0,0.0,0.0
16035,9.0,2.0,9015.0,11.0,122.01885745978923
16037,0.0,0.0,4506.0,0.0,0.0
16039,13.0,2.0,29403.0,15.0,51.015202530354046
16041,5.0,0.0,15189.0,5.0,32.91855948383699
16043,2.0,2.0,13978.0,4.0,28.616397195593077
16045,12.0,2.0,20418.0,14.0,68.56695072974826
16047,4.0,1.0,15715.0,5.0,31.81673560292714
16049,12.0,3.0,17593.0,15.0,85.26118342522594
16051,4.0,5.0,33428.0,9.0,26.923537154481277
16053,6.0,1.0,25311.0,7.0,27.65595985934969
16055,124.0,15.0,183578.0,139.0,75.71713386135593
16057,25.0,4.0,40978.0,29.0,70.7696812924008
16059,2.0,2.0,8240.0,4.0,48.543689320388346
16061,0.0,1.0,3763.0,1.0,26.574541589157587
16063,3.0,0.0,5329.0,3.0,56.2957402889848
16065,16.0,7.0,54976.0,23.0,41.83643771827707
16067,4.0,3.0,22194.0,7.0,31.540055870956117
16069,23.0,6.0,43004.0,29.0,67.4355873872198
16071,0.0,3.0,4712.0,3.0,63.6672325976231
16073,0.0,0.0,12613.0,0.0,0.0
16075,8.0,5.0,26956.0,13.0,48.22673987238463
16077,1.0,1.0,8068.0,2.0,24.789291026276647
16079,3.0,3.0,14012.0,6.0,42.820439623180135
16081,3.0,1.0,12544.0,4.0,31.887755102040813
16083,42.0,23.0,93696.0,65.0,69.37329234972678
16085,12.0,2.0,12464.0,14.0,112.32349165596919
16087,3.0,1.0,11087.0,4.0,36.078289889059256
17001,52.0,23.0,64725.0,75.0,115.87485515643105
17003,1.0,0.0,4858.0,1.0,20.58460271716756
17005,7.0,1.0,16566.0,8.0,48.291681757817216
17007,25.0,2.0,53154.0,27.0,50.79580088046055
17009,1.0,0.0,6330.0,1.0,15.79778830963665
17011,14.0,0.0,32828.0,14.0,42.64652126233703
17013,1.0,0.0,4360.0,1.0,22.93577981651376
17015,3.0,0.0,15529.0,3.0,19.318694056281796
17017,1.0,1.0,12657.0,2.0,15.801532748676621
17019,217.0,17.0,206542.0,234.0,113.29414840565116
17021,12.0,1.0,33436.0,13.0,38.88024883359253
17023,5.0,0.0,15229.0,5.0,32.83209665769256
17025,2.0,0.0,13047.0,2.0,15.329194450831608
17027,8.0,1.0,36909.0,9.0,24.384296513045598
17029,28.0,6.0,46334.0,34.0,73.38023913324989
17031,4575.0,356.0,5109292.0,4931.0,96.51043627962544
17033,6.0,2.0,18536.0,8.0,43.15925766076823
17035,0.0,0.0,10324.0,0.0,0.0
17037,17.0,10.0,100232.0,27.0,26.937504988426852
17039,3.0,1.0,15310.0,4.0,26.126714565643372
17041,6.0,0.0,19755.0,6.0,30.372057706909644
17043,1104.0,139.0,920901.0,1243.0,134.97650670376078
17045,5.0,0.0,16433.0,5.0,30.42658066086533
17047,0.0,0.0,6071.0,0.0,0.0
17049,29.0,2.0,34325.0,31.0,90.31318281136198
17051,4.0,0.0,21305.0,4.0,18.77493546115935
17053,7.0,0.0,13249.0,7.0,52.83417616423881
17055,10.0,0.0,37242.0,10.0,26.851404328446378
17057,11.0,1.0,33021.0,12.0,36.34051058417371
17059,0.0,0.0,4855.0,0.0,0.0
17061,1.0,1.0,11651.0,2.0,17.165908505707666
17063,15.0,4.0,53041.0,19.0,35.82134575139986
17065,4.0,0.0,7984.0,4.0,50.1002004008016
17067,3.0,2.0,17244.0,5.0,28.995592669914174
17069,3.0,0.0,3597.0,3.0,83.40283569641367
17071,1.0,0.0,6151.0,1.0,16.257519102584943
17073,9.0,1.0,48419.0,10.0,20.65304942274727
17075,9.0,0.0,26473.0,9.0,33.99690250443848
17077,77.0,9.0,52617.0,86.0,163.44527434099246
17079,1.0,0.0,9212.0,1.0,10.855405992184108
17081,14.0,3.0,36400.0,17.0,46.7032967032967
17083,10.0,1.0,21246.0,11.0,51.77445166148922
17085,7.0,3.0,21758.0,10.0,45.96010662744738
17087,1.0,0.0,13381.0,1.0,7.47328301322771
17089,176.0,34.0,514182.0,210.0,40.841569716559505
17091,33.0,6.0,106074.0,39.0,36.76678545166582
17093,31.0,9.0,137254.0,40.0,29.14304865431973
17095,19.0,3.0,48640.0,22.0,45.23026315789474
17097,687.0,76.0,709150.0,763.0,107.59359796939998
17099,36.0,5.0,108078.0,41.0,37.93556505486778
17101,3.0,0.0,14914.0,3.0,20.11532787984444
17103,26.0,1.0,33848.0,27.0,79.76837627038525
17105,14.0,2.0,35521.0,16.0,45.0437769206948
17107,8.0,0.0,27591.0,8.0,28.994962125330723
17109,11.0,2.0,26861.0,13.0,48.397304642418376
17111,130.0,10.0,311747.0,140.0,44.90821082480345
17113,91.0,13.0,171141.0,104.0,60.768606003237096
17115,93.0,4.0,101483.0,97.0,95.58251135658189
17117,12.0,1.0,44245.0,13.0,29.38185105661657
17119,119.0,5.0,263864.0,124.0,46.9939059515508
17121,14.0,0.0,36914.0,14.0,37.925990139242565
17123,1.0,1.0,11678.0,2.0,17.126220243192325
17125,5.0,0.0,12748.0,5.0,39.22183871979918
17127,5.0,0.0,13896.0,5.0,35.981577432354634
17129,4.0,0.0,12121.0,4.0,33.000577510106424
17131,2.0,0.0,15504.0,2.0,12.899896800825593
17133,11.0,3.0,35033.0,14.0,39.96232123997374
17135,12.0,0.0,28020.0,12.0,42.82655246252676
17137,14.0,0.0,32209.0,14.0,43.46611195628551
17139,3.0,0.0,14323.0,3.0,20.945332681700762
17141,27.0,3.0,51351.0,30.0,58.4214523573056
17143,242.0,20.0,178383.0,262.0,146.87498248151448
17145,12.0,0.0,20588.0,12.0,58.286380415776186
17147,7.0,3.0,16723.0,10.0,59.79788315493631
17149,9.0,0.0,14484.0,9.0,62.13753106876553
17151,0.0,0.0,3770.0,0.0,0.0
17153,0.0,0.0,4991.0,0.0,0.0
17155,1.0,0.0,5572.0,1.0,17.946877243359655
17157,13.0,1.0,30068.0,14.0,46.561128109618195
17159,7.0,2.0,15435.0,9.0,58.309037900874635
17161,69.0,5.0,141527.0,74.0,52.28684279324793
17163,130.0,25.0,252671.0,155.0,61.34459435392269
17165,16.0,1.0,23087.0,17.0,73.63451292935419
17167,245.0,11.0,194534.0,256.0,131.5965332538271
17169,0.0,0.0,6746.0,0.0,0.0
17171,0.0,0.0,4790.0,0.0,0.0
17173,4.0,1.0,20761.0,5.0,24.08361832281682
17175,0.0,0.0,5345.0,0.0,0.0
17177,19.0,0.0,43627.0,19.0,43.55101198798909
17179,49.0,9.0,129911.0,58.0,44.645949919560316
17181,12.0,0.0,16767.0,12.0,71.56915369475756
17183,26.0,2.0,72337.0,28.0,38.70771527710577
17185,2.0,1.0,11087.0,3.0,27.05871741679444
17187,8.0,1.0,16354.0,9.0,55.03240797358445
17189,1.0,2.0,13643.0,3.0,21.98929854137653
17191,7.0,1.0,15872.0,8.0,50.40322580645161
17193,3.0,1.0,13614.0,4.0,29.381519024533567
17195,23.0,3.0,54658.0,26.0,47.56851696000585
17197,324.0,58.0,696757.0,382.0,54.82542694224816
17199,46.0,4.0,66695.0,50.0,74.96813854112003
17201,198.0,7.0,282188.0,205.0,72.64660439139864
17203,17.0,1.0,38128.0,18.0,47.20939991607218
18001,11.0,2.0,36068.0,13.0,36.043029832538544
18003,255.0,40.0,391449.0,295.0,75.36103042797401
18005,68.0,2.0,83540.0,70.0,83.79219535551832
18007,2.0,0.0,8719.0,2.0,22.938410368161488
18009,7.0,0.0,11919.0,7.0,58.72975920798725
18011,151.0,9.0,74164.0,160.0,215.73809395393994
18013,3.0,0.0,15570.0,3.0,19.26782273603083
18015,2.0,0.0,20555.0,2.0,9.729992702505474
18017,14.0,1.0,37540.0,15.0,39.95737879595098
18019,41.0,5.0,124237.0,46.0,37.02600674517253
18021,9.0,3.0,26379.0,12.0,45.49073126350506
18023,5.0,1.0,32843.0,6.0,18.268733063362056
18025,0.0,0.0,10536.0,0.0,0.0
18027,9.0,6.0,33418.0,15.0,44.88598958645042
18029,23.0,1.0,51138.0,24.0,46.93183151472486
18031,14.0,1.0,26416.0,15.0,56.78376741368867
18033,17.0,6.0,43731.0,23.0,52.59426951133064
18035,122.0,13.0,112031.0,135.0,120.50236095366462
18037,28.0,3.0,43632.0,31.0,71.04877154382105
18039,92.0,13.0,206890.0,105.0,50.75160713422592
18041,8.0,2.0,23349.0,10.0,42.828386654674716
18043,45.0,1.0,80714.0,46.0,56.99135218177764
18045,3.0,0.0,16574.0,3.0,18.10063955593098
18047,17.0,1.0,23028.0,18.0,78.1657113079729
18049,10.0,3.0,20327.0,13.0,63.95434643577507
18051,7.0,5.0,32993.0,12.0,36.371351498802774
18053,25.0,5.0,66022.0,30.0,45.43939898821605
18055,6.0,2.0,31006.0,8.0,25.801457782364704
18057,487.0,23.0,364921.0,510.0,139.7562760159048
18059,67.0,6.0,83070.0,73.0,87.87769351149633
18061,19.0,0.0,39851.0,19.0,47.677599056485406
18063,82.0,8.0,182534.0,90.0,49.30588273965398
18065,18.0,0.0,48915.0,18.0,36.79852805887764
18067,47.0,3.0,83574.0,50.0,59.8272189915524
18069,15.0,5.0,36834.0,20.0,54.29765977086388
18071,26.0,2.0,46300.0,28.0,60.475161987041034
18073,6.0,2.0,33281.0,8.0,24.03773925062348
18075,5.0,1.0,20198.0,6.0,29.7059114763838
18077,19.0,0.0,32946.0,19.0,57.67012687427913
18079,10.0,1.0,27536.0,11.0,39.94770482277745
18081,127.0,11.0,165782.0,138.0,83.24184772773884
18083,22.0,5.0,35789.0,27.0,75.44217496996284
18085,30.0,6.0,80826.0,36.0,44.540123227674265
18087,10.0,0.0,40866.0,10.0,24.47021974257329
18089,228.0,33.0,499689.0,261.0,52.23248860791413
18091,30.0,10.0,111675.0,40.0,35.81822252070741
18093,15.0,2.0,45222.0,17.0,37.59232232099421
18095,57.0,5.0,131744.0,62.0,47.06096672334224
18097,713.0,51.0,969466.0,764.0,78.80627066859488
18099,20.0,2.0,46332.0,22.0,47.48338081671415
18101,2.0,0.0,9803.0,2.0,20.401917780271344
18103,7.0,0.0,35674.0,7.0,19.622133766889053
18105,73.0,8.0,139745.0,81.0,57.96271780743498
18107,10.0,0.0,38273.0,10.0,26.12807984741201
18109,27.0,4.0,72236.0,31.0,42.914890082507334
18111,1.0,0.0,13823.0,1.0,7.234319612240469
18113,14.0,1.0,47367.0,15.0,31.66761669516752
18115,1.0,0.0,6114.0,1.0,16.35590448151783
18117,5.0,1.0,19623.0,6.0,30.576364470264487
18119,4.0,0.0,21482.0,4.0,18.620240201098596
18121,3.0,1.0,16369.0,4.0,24.436434724173743
18123,10.0,0.0,19183.0,10.0,52.1294896522963
18125,3.0,2.0,12168.0,5.0,41.0913872452334
18127,83.0,13.0,174791.0,96.0,54.92273629649124
18129,6.0,2.0,25063.0,8.0,31.919562701990984
18131,4.0,0.0,12485.0,4.0,32.038446135362435
18133,9.0,1.0,37301.0,10.0,26.808932736387764
18135,4.0,0.0,24437.0,4.0,16.368621352866555
18137,1.0,0.0,29087.0,1.0,3.437961976140544
18139,6.0,0.0,16673.0,6.0,35.98632519642536
18141,224.0,22.0,272234.0,246.0,90.36343733699685
18143,9.0,0.0,24588.0,9.0,36.603221083455345
18145,15.0,2.0,44991.0,17.0,37.78533484474673
18147,6.0,0.0,19967.0,6.0,30.049581809986478
18149,3.0,0.0,23258.0,3.0,12.898787513973685
18151,11.0,1.0,34725.0,12.0,34.55723542116631
18153,8.0,0.0,20670.0,8.0,38.703434929850026
18155,0.0,0.0,10006.0,0.0,0.0
18157,124.0,12.0,188717.0,136.0,72.06557967750652
18159,4.0,0.0,15361.0,4.0,26.039971356031508
18161,1.0,0.0,6952.0,1.0,14.384349827387801
18163,126.0,18.0,179744.0,144.0,80.11393982552964
18165,8.0,1.0,15451.0,9.0,58.24865704485147
18167,74.0,6.0,106006.0,80.0,75.46742637209215
18169,9.0,4.0,30828.0,13.0,42.169456338393665
18171,0.0,0.0,8461.0,0.0,0.0
18173,88.0,15.0,65185.0,103.0,158.01181253355836
18175,6.0,0.0,28224.0,6.0,21.258503401360542
18177,32.0,10.0,66273.0,42.0,63.37422479742882
18179,12.0,1.0,28335.0,13.0,45.879654137991885
18181,9.0,0.0,24598.0,9.0,36.588340515489065
18183,14.0,4.0,34627.0,18.0,51.982556964218674
19001,2.0,1.0,7494.0,3.0,40.03202562049639
19003,2.0,0.0,3611.0,2.0,55.38631957906397
19005,7.0,2.0,13960.0,9.0,64.46991404011462
19007,5.0,3.0,12094.0,8.0,66.1485033901108
19009,0.0,2.0,5598.0,2.0,35.72704537334762
19011,1.0,4.0,25711.0,5.0,19.446929329858815
19013,103.0,25.0,130274.0,128.0,98.25444831662496
19015,10.0,3.0,26609.0,13.0,48.85565034386862
19017,7.0,4.0,25259.0,11.0,43.54883407894216
19019,4.0,4.0,20714.0,8.0,38.62122236168775
19021,7.0,3.0,20600.0,10.0,48.543689320388346
19023,2.0,0.0,14269.0,2.0,14.016399187048847
19025,2.0,4.0,9725.0,6.0,61.696658097686374
19027,12.0,6.0,20567.0,18.0,87.51884086157436
19029,4.0,3.0,13104.0,7.0,53.41880341880342
19031,2.0,1.0,18399.0,3.0,16.305233980107616
19033,49.0,23.0,42409.0,72.0,169.7752835483034
19035,2.0,3.0,11491.0,5.0,43.51231398485771
19037,2.0,2.0,11716.0,4.0,34.141345168999656
19039,3.0,4.0,9692.0,7.0,72.22451506397029
19041,6.0,5.0,16475.0,11.0,66.76783004552352
19043,3.0,1.0,17027.0,4.0,23.492100781112352
19045,16.0,5.0,46344.0,21.0,45.31330916623511
19047,4.0,1.0,16123.0,5.0,31.01159833777833
19049,15.0,30.0,108016.0,45.0,41.66049474151977
19051,1.0,2.0,9130.0,3.0,32.85870755750274
19053,0.0,1.0,7683.0,1.0,13.015749056358194
19055,8.0,1.0,17568.0,9.0,51.22950819672131
19057,26.0,5.0,38293.0,31.0,80.95474368683571
19059,7.0,5.0,18028.0,12.0,66.56312402928778
19061,63.0,11.0,98677.0,74.0,74.99214609280784
19063,4.0,0.0,9176.0,4.0,43.59197907585005
19065,3.0,3.0,19294.0,6.0,31.09775059604022
19067,6.0,0.0,15337.0,6.0,39.12107974180088
19069,1.0,1.0,9916.0,2.0,20.169423154497782
19071,0.0,1.0,6464.0,1.0,15.470297029702971
19073,5.0,2.0,8741.0,7.0,80.08237043816497
19075,2.0,2.0,12356.0,4.0,32.37293622531564
19077,3.0,0.0,10647.0,3.0,28.17695125387433
19079,4.0,0.0,14820.0,4.0,26.99055330634278
19081,1.0,0.0,10685.0,1.0,9.35891436593355
19083,4.0,3.0,16567.0,7.0,42.252670972415046
19085,4.0,0.0,14658.0,4.0,27.288852503752217
19087,8.0,4.0,20196.0,12.0,59.41770647653001
19089,4.0,1.0,9533.0,5.0,52.44938634217979
19091,1.0,0.0,9572.0,1.0,10.447137484329295
19093,1.0,0.0,6888.0,1.0,14.518002322880372
19095,8.0,2.0,16475.0,10.0,60.69802731411229
19097,5.0,3.0,19324.0,8.0,41.3992962119644
19099,10.0,5.0,37938.0,15.0,39.53819389530287
19101,10.0,2.0,15698.0,12.0,76.44285896292521
19103,277.0,19.0,156420.0,296.0,189.2341132847462
19105,7.0,0.0,20848.0,7.0,33.57636224098235
19107,1.0,0.0,9904.0,1.0,10.096930533117932
19109,4.0,3.0,14475.0,7.0,48.35924006908463
19111,17.0,6.0,32840.0,23.0,70.03654080389768
19113,133.0,20.0,229033.0,153.0,66.8026004986181
19115,0.0,0.0,10677.0,0.0,0.0
19117,3.0,4.0,8689.0,7.0,80.5616296466797
19119,3.0,1.0,12179.0,4.0,32.843418999917894
19121,1.0,8.0,17036.0,9.0,52.82930265320498
19123,11.0,4.0,21946.0,15.0,68.3495853458489
19125,14.0,18.0,33642.0,32.0,95.11919624279176
19127,11.0,4.0,39879.0,15.0,37.61378168961107
19129,7.0,1.0,14553.0,8.0,54.97148354291212
19131,2.0,1.0,10532.0,3.0,28.484618306114697
19133,5.0,3.0,8486.0,8.0,94.27292010370022
19135,1.0,3.0,7550.0,4.0,52.980132450331126
19137,4.0,0.0,10205.0,4.0,39.19647231749143
19139,10.0,3.0,42377.0,13.0,30.677018193831557
19141,7.0,0.0,14060.0,7.0,49.78662873399715
19143,1.0,2.0,6036.0,3.0,49.70178926441351
19145,7.0,2.0,15143.0,9.0,59.433401571683284
19147,2.0,2.0,8764.0,4.0,45.64125969876768
19149,11.0,3.0,25681.0,14.0,54.51501109769869
19151,1.0,1.0,7053.0,2.0,28.35672763363108
19153,275.0,208.0,501089.0,483.0,96.39006244399697
19155,40.0,3.0,93173.0,43.0,46.1507088963541
19157,13.0,3.0,18467.0,16.0,86.64103536037256
19159,1.0,4.0,4670.0,5.0,107.06638115631692
19161,5.0,1.0,9673.0,6.0,62.02832626899617
19163,144.0,37.0,173924.0,181.0,104.06844368804765
19165,4.0,2.0,11645.0,6.0,51.52425933877201
19167,25.0,6.0,36050.0,31.0,85.99167822468793
19169,52.0,20.0,99673.0,72.0,72.23621241459573
19171,2.0,1.0,16903.0,3.0,17.748328699047505
19173,2.0,0.0,5858.0,2.0,34.141345168999656
19175,5.0,8.0,11887.0,13.0,109.36316984941533
19177,3.0,2.0,7256.0,5.0,68.90848952590959
19179,15.0,6.0,35043.0,21.0,59.926376166424106
19181,16.0,18.0,54327.0,34.0,62.58398218197213
19183,14.0,3.0,22571.0,17.0,75.31788578264144
19185,2.0,3.0,6467.0,5.0,77.31560228854183
19187,12.0,5.0,36626.0,17.0,46.415114945667014
19189,2.0,1.0,10617.0,3.0,28.256569652444195
19191,14.0,6.0,19974.0,20.0,100.13016921998597
19193,55.0,14.0,105671.0,69.0,65.29700674735736
19195,0.0,1.0,7319.0,1.0,13.663068725235687
19197,4.0,1.0,12681.0,5.0,39.42906710827222
20001,6.0,3.0,12579.0,9.0,71.54781779155736
20003,2.0,0.0,7776.0,2.0,25.7201646090535
20005,7.0,2.0,16108.0,9.0,55.87285820710206
20007,1.0,1.0,4122.0,2.0,48.5201358563804
20009,13.0,2.0,25080.0,15.0,59.80861244019138
20011,4.0,1.0,14493.0,5.0,34.49941350997033
20013,8.0,1.0,9364.0,9.0,96.11277231952157
20015,47.0,6.0,68240.0,53.0,77.66705744431418
20017,0.0,0.0,2548.0,0.0,0.0
20019,0.0,0.0,3415.0,0.0,0.0
20021,1.0,3.0,19088.0,4.0,20.955574182732608
20023,0.0,0.0,2583.0,0.0,0.0
20025,4.0,2.0,1933.0,6.0,310.3983445421624
20027,11.0,0.0,8043.0,11.0,136.76488872311327
20029,3.0,1.0,8946.0,4.0,44.7127207690588
20031,6.0,0.0,8280.0,6.0,72.46376811594203
20033,2.0,0.0,1681.0,2.0,118.97679952409281
20035,12.0,3.0,34453.0,15.0,43.53757292543465
20037,20.0,5.0,39078.0,25.0,63.97461487281847
20039,1.0,0.0,2689.0,1.0,37.18854592785422
20041,7.0,2.0,18430.0,9.0,48.83342376559957
20043,4.0,0.0,7440.0,4.0,53.763440860215056
20045,89.0,16.0,119964.0,105.0,87.52625787736321
20047,0.0,0.0,2739.0,0.0,0.0
20049,0.0,0.0,2441.0,0.0,0.0
20051,14.0,2.0,28941.0,16.0,55.28488994851594
20053,1.0,1.0,6355.0,2.0,31.471282454760033
20055,13.0,6.0,37650.0,19.0,50.46480743691899
20057,17.0,1.0,33848.0,18.0,53.17891751359017
20059,11.0,0.0,25992.0,11.0,42.320714065866426
20061,15.0,1.0,35691.0,16.0,44.82922865708442
20063,6.0,0.0,2717.0,6.0,220.83179977916822
20065,2.0,0.0,2411.0,2.0,82.9531314807134
20067,2.0,1.0,7197.0,3.0,41.68403501458941
20069,1.0,0.0,5729.0,1.0,17.455053237912377
20071,1.0,1.0,1223.0,2.0,163.5322976287817
20073,1.0,1.0,5939.0,2.0,33.67570298029971
20075,1.0,0.0,2430.0,1.0,41.15226337448559
20077,0.0,2.0,5323.0,2.0,37.572797294758594
20079,23.0,3.0,33801.0,26.0,76.92080115972901
20081,0.0,0.0,3576.0,0.0,0.0
20083,0.0,0.0,1755.0,0.0,0.0
20085,9.0,0.0,13286.0,9.0,67.7404786993828
20087,4.0,4.0,18344.0,8.0,43.61098996947231
20089,0.0,0.0,2898.0,0.0,0.0
20091,643.0,88.0,619195.0,731.0,118.05650885423817
20093,5.0,0.0,3855.0,5.0,129.70168612191958
20095,1.0,1.0,7193.0,2.0,27.804810232170166
20097,2.0,0.0,2404.0,2.0,83.19467554076539
20099,8.0,3.0,19757.0,11.0,55.676469099559654
20101,0.0,0.0,1556.0,0.0,0.0
20103,30.0,9.0,82892.0,39.0,47.04917241712108
20105,2.0,0.0,2899.0,2.0,68.98930665746809
20107,1.0,0.0,9796.0,1.0,10.208248264597795
20109,1.0,2.0,2705.0,3.0,110.90573012939001
20111,16.0,3.0,31898.0,19.0,59.564863000815095
20113,17.0,3.0,30012.0,20.0,66.6400106624017
20115,4.0,2.0,11868.0,6.0,50.55611729019211
20117,4.0,1.0,9982.0,5.0,50.09016229212583
20119,0.0,0.0,3897.0,0.0,0.0
20121,17.0,1.0,34867.0,18.0,51.62474546132446
20123,4.0,1.0,5738.0,5.0,87.1383757406762
20125,5.0,2.0,30996.0,7.0,22.58355916892502
20127,4.0,0.0,5349.0,4.0,74.78033277248083
20129,1.0,0.0,2599.0,1.0,38.47633705271259
20131,11.0,2.0,10115.0,13.0,128.52199703410776
20133,9.0,1.0,15606.0,10.0,64.07791874919901
20135,1.0,0.0,2645.0,1.0,37.80718336483932
20137,2.0,1.0,5301.0,3.0,56.59309564233164
20139,1.0,0.0,15654.0,1.0,6.388143605468251
20141,0.0,1.0,3490.0,1.0,28.653295128939828
20143,2.0,1.0,5795.0,3.0,51.76876617773944
20145,4.0,1.0,6179.0,5.0,80.9192425958893
20147,1.0,0.0,4809.0,1.0,20.79434393844874
20149,15.0,2.0,26273.0,17.0,64.70521067255358
20151,7.0,1.0,9067.0,8.0,88.23205029226867
20153,1.0,0.0,2528.0,1.0,39.55696202531645
20155,31.0,4.0,61516.0,35.0,56.89576695493855
20157,5.0,0.0,4642.0,5.0,107.71219302024988
20159,5.0,1.0,9407.0,6.0,63.78228978420325
20161,43.0,7.0,71108.0,50.0,70.31557630646341
20163,4.0,1.0,4813.0,5.0,103.88531061707874
20165,1.0,0.0,2927.0,1.0,34.1646737273659
20167,3.0,0.0,6639.0,3.0,45.187528242205154
20169,42.0,14.0,53596.0,56.0,104.48540935890738
20171,4.0,1.0,5014.0,5.0,99.7207818109294
20173,370.0,100.0,525525.0,470.0,89.43437514866086
20175,8.0,0.0,21358.0,8.0,37.45669070137653
20177,108.0,29.0,177480.0,137.0,77.19179625873338
20179,2.0,0.0,2425.0,2.0,82.47422680412372
20181,2.0,0.0,5830.0,2.0,34.305317324185246
20183,5.0,0.0,3533.0,5.0,141.5227851684121
20185,0.0,1.0,3993.0,1.0,25.043826696719258
20187,0.0,0.0,1963.0,0.0,0.0
20189,1.0,0.0,5175.0,1.0,19.32367149758454
20191,3.0,4.0,22473.0,7.0,31.148489298269034
20193,3.0,1.0,7893.0,4.0,50.67781578613962
20195,2.0,0.0,2752.0,2.0,72.67441860465117
20197,2.0,0.0,7019.0,2.0,28.494087476848552
20199,0.0,0.0,1488.0,0.0,0.0
20201,3.0,1.0,5501.0,4.0,72.71405199054716
20203,1.0,0.0,2064.0,1.0,48.44961240310077
20205,4.0,1.0,8622.0,5.0,57.99118533982835
20207,0.0,0.0,3109.0,0.0,0.0
20209,98.0,10.0,165746.0,108.0,65.15994352804894
21001,3.0,0.0,19067.0,3.0,15.733990664498874
21003,3.0,0.0,21275.0,3.0,14.101057579318448
