geoid,uninsured_rate,uninsured_count,total_population
28155,0.14300000000000002,1154.0,8078.0
28157,0.128,701.0,5458.0
28159,0.139,1817.0,13052.0
28161,0.11800000000000001,1103.0,9325.0
28163,0.131,2265.0,17340.0
29001,0.10800000000000001,2031.0,18804.0
29003,0.094,1349.0,14398.0
29005,0.127,490.0,3846.0
29007,0.138,2628.0,19087.0
29009,0.142,3841.0,27118.0
29011,0.145,1338.0,9228.0
29013,0.134,1712.0,12794.0
29015,0.149,2069.0,13896.0
29017,0.145,1192.0,8236.0
29019,0.084,12823.0,152829.0
29021,0.121,7944.0,65749.0
29023,0.138,4615.0,33499.0
29025,0.131,919.0,7024.0
29027,0.098,3316.0,33752.0
29029,0.139,4257.0,30568.0
29031,0.098,6426.0,65362.0
29033,0.11699999999999999,761.0,6491.0
29035,0.132,551.0,4170.0
29037,0.08900000000000001,8072.0,90533.0
29039,0.147,1638.0,11119.0
29041,0.109,591.0,5444.0
29043,0.109,8460.0,77455.0
29045,0.129,681.0,5291.0
29047,0.077,16820.0,217379.0
29049,0.099,1715.0,17404.0
29051,0.09,5358.0,59211.0
29053,0.105,1360.0,12997.0
29055,0.152,2706.0,17819.0
29057,0.138,797.0,5757.0
29059,0.14800000000000002,2072.0,13958.0
29061,0.158,1025.0,6492.0
29063,0.10300000000000001,748.0,7232.0
29065,0.139,1560.0,11190.0
29067,0.122,1095.0,8948.0
29069,0.133,2913.0,21917.0
29071,0.102,8750.0,85536.0
29073,0.13,1467.0,11316.0
29075,0.15,761.0,5057.0
29077,0.111,27188.0,244882.0
29079,0.149,1125.0,7561.0
29081,0.106,668.0,6309.0
29083,0.11599999999999999,2018.0,17404.0
29085,0.131,763.0,5803.0
29087,0.106,336.0,3173.0
29089,0.106,783.0,7403.0
29091,0.13,4217.0,32354.0
29093,0.13,933.0,7159.0
29095,0.111,65719.0,593157.0
29097,0.14,14375.0,102436.0
29099,0.095,18105.0,191067.0
29101,0.105,4687.0,44657.0
29103,0.16699999999999998,487.0,2916.0
29105,0.11699999999999999,3455.0,29519.0
29107,0.11900000000000001,3136.0,26443.0
29109,0.151,4779.0,31610.0
29111,0.132,946.0,7140.0
29113,0.098,5238.0,53689.0
29115,0.113,1051.0,9310.0
29117,0.125,1307.0,10448.0
29119,0.18,3532.0,19667.0
29121,0.114,1334.0,11653.0
29123,0.10800000000000001,1082.0,10006.0
29125,0.13,857.0,6569.0
29127,0.105,2349.0,22468.0
29129,0.14800000000000002,390.0,2628.0
29131,0.125,2544.0,20274.0
29133,0.15,1311.0,8760.0
29135,0.177,2150.0,12124.0
29137,0.134,866.0,6455.0
29139,0.12,1086.0,9072.0
29141,0.214,3532.0,16474.0
29143,0.125,1547.0,12350.0
29145,0.134,6429.0,48139.0
29147,0.10300000000000001,1617.0,15734.0
29149,0.145,967.0,6683.0
29151,0.09,974.0,10814.0
29153,0.156,988.0,6339.0
29155,0.11900000000000001,1407.0,11830.0
29157,0.109,1640.0,14992.0
29159,0.14,4938.0,35282.0
29161,0.11699999999999999,4127.0,35214.0
29163,0.131,1708.0,13059.0
29165,0.07400000000000001,6839.0,92471.0
29167,0.131,3423.0,26066.0
29169,0.1,3867.0,38630.0
29171,0.106,372.0,3521.0
29173,0.10099999999999999,809.0,8032.0
29175,0.114,2128.0,18679.0
29177,0.12,2242.0,18656.0
29179,0.153,684.0,4479.0
29181,0.138,1180.0,8528.0
29183,0.062,21284.0,342020.0
29185,0.12300000000000001,858.0,6967.0
29186,0.10400000000000001,1476.0,14195.0
29187,0.136,6835.0,50192.0
29189,0.073,56786.0,783155.0
29195,0.111,1886.0,16935.0
29197,0.135,431.0,3191.0
29199,0.23,856.0,3722.0
29201,0.126,3840.0,30382.0
29203,0.126,698.0,5535.0
29205,0.128,585.0,4576.0
29207,0.139,3108.0,22355.0
29209,0.136,2957.0,21787.0
29211,0.12,546.0,4565.0
29213,0.14,5867.0,41926.0
29215,0.14,2562.0,18355.0
29217,0.122,1849.0,15159.0
29219,0.10800000000000001,3280.0,30404.0
29221,0.13699999999999998,2500.0,18272.0
29223,0.142,1144.0,8042.0
29225,0.126,4267.0,33736.0
29227,0.126,179.0,1417.0
29229,0.15,2276.0,15219.0
29510,0.096,22067.0,230635.0
30001,0.11900000000000001,853.0,7165.0
30003,0.124,1112.0,8962.0
30005,0.127,635.0,4981.0
30007,0.11599999999999999,691.0,5936.0
30009,0.10400000000000001,849.0,8148.0
30011,0.11900000000000001,120.0,1006.0
30013,0.11,7267.0,66361.0
30015,0.14,603.0,4294.0
30017,0.11699999999999999,1083.0,9270.0
30019,0.122,148.0,1210.0
30021,0.084,555.0,6631.0
30023,0.114,762.0,6698.0
30025,0.09300000000000001,227.0,2440.0
30027,0.113,975.0,8646.0
30029,0.115,10218.0,88835.0
30031,0.08,8451.0,105177.0
30033,0.11699999999999999,106.0,907.0
30035,0.127,1232.0,9738.0
30037,0.11800000000000001,66.0,557.0
30039,0.141,341.0,2416.0
30041,0.126,1553.0,12344.0
30043,0.09699999999999999,948.0,9803.0
30045,0.111,169.0,1519.0
30047,0.155,3683.0,23697.0
30049,0.095,5558.0,58305.0
30051,0.16699999999999998,252.0,1507.0
30053,0.152,2289.0,15013.0
30055,0.109,132.0,1208.0
30057,0.131,857.0,6559.0
30059,0.14800000000000002,201.0,1362.0
30061,0.11699999999999999,422.0,3618.0
30063,0.09,8901.0,98663.0
30065,0.11699999999999999,441.0,3773.0
30067,0.102,1383.0,13500.0
30069,0.063,23.0,366.0
30071,0.106,334.0,3160.0
30073,0.135,613.0,4535.0
30075,0.135,163.0,1205.0
30077,0.129,514.0,3977.0
30079,0.146,106.0,727.0
30081,0.11900000000000001,4105.0,34593.0
30083,0.098,919.0,9331.0
30085,0.134,1024.0,7617.0
30087,0.111,668.0,6014.0
30089,0.165,1478.0,8948.0
30091,0.124,328.0,2647.0
30093,0.09699999999999999,2782.0,28560.0
30095,0.09,627.0,6940.0
30097,0.1,268.0,2670.0
30099,0.115,564.0,4896.0
30101,0.124,429.0,3447.0
30103,0.125,66.0,529.0
30105,0.134,738.0,5505.0
30107,0.172,260.0,1508.0
30109,0.124,86.0,695.0
30111,0.092,12607.0,136850.0
31001,0.08,1932.0,24178.0
31003,0.084,395.0,4714.0
31005,0.065,22.0,337.0
31007,0.064,31.0,485.0
31009,0.073,26.0,354.0
31011,0.061,252.0,4106.0
31013,0.109,908.0,8334.0
31015,0.08800000000000001,104.0,1177.0
31017,0.1,215.0,2150.0
31019,0.079,3219.0,40559.0
31021,0.081,412.0,5074.0
31023,0.071,472.0,6643.0
31025,0.059000000000000004,1295.0,22045.0
31027,0.073,474.0,6469.0
31029,0.11199999999999999,325.0,2897.0
31031,0.078,330.0,4236.0
31033,0.076,560.0,7343.0
31035,0.087,413.0,4774.0
31037,0.147,1292.0,8812.0
31039,0.11199999999999999,776.0,6899.0
31041,0.073,584.0,8053.0
31043,0.105,1854.0,17636.0
31045,0.079,466.0,5919.0
31047,0.126,2440.0,19376.0
31049,0.071,99.0,1385.0
31051,0.102,429.0,4198.0
31053,0.086,2514.0,29327.0
31055,0.079,39276.0,494246.0
31057,0.098,114.0,1158.0
31059,0.067,280.0,4180.0
31061,0.071,147.0,2063.0
31063,0.078,144.0,1841.0
31065,0.085,287.0,3391.0
31067,0.07400000000000001,1242.0,16723.0
31069,0.084,109.0,1302.0
31071,0.064,81.0,1263.0
31073,0.087,121.0,1384.0
31075,0.08199999999999999,36.0,440.0
31077,0.091,152.0,1665.0
31079,0.10400000000000001,5354.0,51478.0
31081,0.061,459.0,7465.0
31083,0.09,195.0,2178.0
31085,0.083,51.0,617.0
31087,0.073,141.0,1937.0
31089,0.08900000000000001,680.0,7673.0
31091,0.091,44.0,486.0
31093,0.057,287.0,5040.0
31095,0.073,393.0,5383.0
31097,0.068,219.0,3238.0
31099,0.065,343.0,5295.0
31101,0.083,493.0,5942.0
31103,0.094,50.0,533.0
31105,0.121,294.0,2426.0
31107,0.09,543.0,6047.0
31109,0.073,19275.0,265340.0
31111,0.073,1904.0,26236.0
31113,0.071,37.0,520.0
31115,0.048,20.0,417.0
31117,0.055999999999999994,15.0,270.0
31119,0.092,2621.0,28500.0
31121,0.073,438.0,6000.0
31123,0.09,312.0,3471.0
31125,0.066,172.0,2598.0
31127,0.09699999999999999,511.0,5254.0
31129,0.09,262.0,2905.0
31131,0.073,936.0,12830.0
31133,0.09300000000000001,168.0,1799.0
31135,0.10800000000000001,232.0,2143.0
31137,0.07400000000000001,523.0,7098.0
31139,0.06,350.0,5867.0
31141,0.09,2499.0,27652.0
31143,0.08199999999999999,325.0,3959.0
31145,0.081,651.0,8052.0
31147,0.08,464.0,5773.0
31149,0.075,66.0,882.0
31151,0.115,1330.0,11525.0
31153,0.046,7916.0,171684.0
31155,0.053,1000.0,18801.0
31157,0.095,2629.0,27629.0
31159,0.067,901.0,13375.0
31161,0.109,392.0,3581.0
31163,0.077,166.0,2155.0
31165,0.062,48.0,777.0
31167,0.057,260.0,4523.0
31169,0.073,266.0,3646.0
31171,0.085,40.0,468.0
31173,0.073,353.0,4812.0
31175,0.09300000000000001,283.0,3027.0
31177,0.055,942.0,17192.0
31179,0.067,466.0,6961.0
31181,0.07,181.0,2569.0
31183,0.054000000000000006,30.0,551.0
31185,0.063,676.0,10646.0
32001,0.10300000000000001,2129.0,20661.0
32003,0.136,263702.0,1944574.0
32005,0.1,3373.0,33579.0
32007,0.102,4752.0,46364.0
32009,0.188,96.0,510.0
32011,0.069,105.0,1511.0
32013,0.12300000000000001,1768.0,14406.0
32015,0.113,541.0,4793.0
32017,0.11800000000000001,379.0,3224.0
32019,0.12300000000000001,5980.0,48430.0
32021,0.10800000000000001,342.0,3165.0
32023,0.10300000000000001,3790.0,36963.0
32027,0.10300000000000001,401.0,3890.0
32029,0.139,382.0,2758.0
32031,0.129,52211.0,406045.0
32033,0.08800000000000001,561.0,6370.0
32510,0.142,6210.0,43658.0
33001,0.069,3368.0,49078.0
33003,0.083,3008.0,36171.0
33005,0.059000000000000004,3412.0,57523.0
33007,0.077,1726.0,22491.0
33009,0.07,4611.0,65474.0
33011,0.066,23033.0,350220.0
33013,0.069,8227.0,119990.0
33015,0.049,12612.0,255910.0
33017,0.055999999999999994,5840.0,104093.0
33019,0.07,2348.0,33365.0
34001,0.087,18789.0,215788.0
34003,0.068,52500.0,771866.0
34005,0.05,18437.0,372285.0
34007,0.085,36563.0,432578.0
34009,0.077,5184.0,67019.0
34011,0.10300000000000001,12277.0,119069.0
34013,0.106,73992.0,695711.0
34015,0.05,12527.0,248598.0
34017,0.10400000000000001,62606.0,602433.0
34019,0.044000000000000004,4460.0,101257.0
34021,0.087,26336.0,301891.0
34023,0.073,50892.0,694547.0
34025,0.061,31531.0,517725.0
34027,0.053,22092.0,414066.0
34029,0.057999999999999996,28970.0,503770.0
34031,0.12300000000000001,52024.0,423184.0
34033,0.064,3363.0,52185.0
34035,0.053,14946.0,284384.0
34037,0.054000000000000006,6327.0,118195.0
34039,0.126,59908.0,475595.0
34041,0.06,5260.0,88356.0
35001,0.099,53218.0,539204.0
35003,0.075,161.0,2134.0
35005,0.11,5649.0,51545.0
35006,0.092,1610.0,17525.0
35007,0.102,829.0,8149.0
35009,0.111,4468.0,40191.0
35011,0.129,156.0,1208.0
35013,0.121,21864.0,180321.0
35015,0.107,5467.0,50907.0
35017,0.087,1635.0,18847.0
35019,0.086,239.0,2786.0
35021,0.106,40.0,377.0
35023,0.10800000000000001,322.0,2993.0
35025,0.133,8231.0,61735.0
35027,0.11800000000000001,1619.0,13718.0
35028,0.021,341.0,15866.0
35029,0.12300000000000001,2413.0,19632.0
35031,0.138,6598.0,47828.0
35033,0.064,181.0,2837.0
35035,0.09300000000000001,4854.0,52192.0
35037,0.102,624.0,6126.0
35039,0.091,2696.0,29688.0
35041,0.111,1665.0,15020.0
35043,0.079,9455.0,119431.0
35045,0.128,11337.0,88836.0
35047,0.086,1647.0,19098.0
35049,0.12,13318.0,110541.0
35051,0.091,650.0,7118.0
35053,0.10400000000000001,1196.0,11458.0
35055,0.113,2703.0,23848.0
35057,0.09,1039.0,11495.0
35059,0.121,319.0,2628.0
35061,0.10800000000000001,6668.0,61465.0
36001,0.045,11047.0,243516.0
36003,0.051,1640.0,32413.0
36005,0.073,83167.0,1137321.0
36007,0.052000000000000005,7719.0,147336.0
36009,0.066,3839.0,58312.0
36011,0.06,3427.0,56722.0
36013,0.057999999999999996,5530.0,95348.0
36015,0.048,3019.0,63063.0
36017,0.048,1708.0,35778.0
36019,0.051,3026.0,59250.0
36021,0.055,2457.0,44556.0
36023,0.047,1631.0,34863.0
36025,0.057,1778.0,31024.0
36027,0.047,10632.0,227881.0
36029,0.043,32293.0,743740.0
36031,0.054000000000000006,1417.0,26057.0
36033,0.061,2073.0,34194.0
36035,0.057999999999999996,2366.0,41052.0
36037,0.044000000000000004,1969.0,44827.0
36039,0.05,1738.0,34536.0
36041,0.086,289.0,3365.0
36043,0.047,2177.0,45870.0
36045,0.048,4441.0,92151.0
36047,0.065,138828.0,2142539.0
36049,0.054000000000000006,1128.0,21035.0
36051,0.043,1928.0,45309.0
36053,0.040999999999999995,2007.0,49190.0
36055,0.042,24517.0,589421.0
36057,0.05,1978.0,39673.0
36059,0.044000000000000004,48971.0,1112633.0
36061,0.047,59806.0,1263247.0
36063,0.044000000000000004,7329.0,164800.0
36065,0.045,7908.0,174716.0
36067,0.044000000000000004,16280.0,368324.0
36069,0.043,3659.0,85450.0
36071,0.055,18429.0,337079.0
36073,0.057,1725.0,30471.0
36075,0.05,4657.0,92236.0
36077,0.05,2033.0,40388.0
36079,0.044000000000000004,3487.0,78740.0
36081,0.087,159501.0,1830381.0
36083,0.044000000000000004,5486.0,125117.0
36085,0.05,19984.0,401968.0
36087,0.052000000000000005,14692.0,281474.0
36089,0.06,4682.0,77764.0
36091,0.037000000000000005,7101.0,189523.0
36093,0.045,5781.0,127183.0
36095,0.05,1085.0,21576.0
36097,0.055,744.0,13475.0
36099,0.06,1480.0,24505.0
36101,0.047,3428.0,72769.0
36103,0.057,69884.0,1231998.0
36105,0.061,3700.0,61109.0
36107,0.042,1538.0,36877.0
36109,0.047,3479.0,74134.0
36111,0.07,9607.0,137593.0
36113,0.049,2434.0,49293.0
36115,0.054000000000000006,2455.0,45633.0
36117,0.054000000000000006,3894.0,71907.0
36119,0.053,42115.0,793375.0
36121,0.046,1331.0,29012.0
36123,0.09699999999999999,1739.0,17985.0
37001,0.126,17569.0,139656.0
37003,0.11900000000000001,3317.0,27812.0
37005,0.17300000000000001,1356.0,7837.0
37007,0.125,1949.0,15633.0
37009,0.136,2648.0,19465.0
37011,0.157,1795.0,11434.0
37013,0.122,3974.0,32553.0
37015,0.11699999999999999,1307.0,11176.0
37017,0.14,3024.0,21644.0
37019,0.10300000000000001,10343.0,100898.0
37021,0.131,27643.0,210858.0
37023,0.135,8987.0,66694.0
37025,0.08800000000000001,17729.0,201606.0
37027,0.131,8211.0,62734.0
37029,0.094,875.0,9302.0
37031,0.12300000000000001,6159.0,50242.0
37033,0.125,1972.0,15803.0
37035,0.12,15622.0,130700.0
37037,0.115,6778.0,59177.0
37039,0.135,2696.0,20037.0
37041,0.115,1153.0,10064.0
37043,0.133,1024.0,7719.0
37045,0.11,8671.0,79106.0
37047,0.13699999999999998,5003.0,36435.0
37049,0.11,8447.0,76957.0
37051,0.106,29113.0,274252.0
37053,0.098,2536.0,25789.0
37055,0.11,3170.0,28757.0
37057,0.12300000000000001,16994.0,138043.0
37059,0.102,3510.0,34275.0
37061,0.157,6022.0,38443.0
37063,0.106,28260.0,266926.0
37065,0.111,4056.0,36539.0
37067,0.115,35601.0,309820.0
37069,0.127,7618.0,59799.0
37071,0.11199999999999999,21544.0,192128.0
37073,0.092,729.0,7943.0
37075,0.165,974.0,5918.0
37077,0.12,5654.0,47128.0
37079,0.179,2390.0,13356.0
37081,0.10099999999999999,43406.0,429895.0
37083,0.122,4247.0,34685.0
37085,0.11900000000000001,13834.0,116725.0
37087,0.122,5652.0,46492.0
37089,0.136,11712.0,86053.0
37091,0.11900000000000001,1581.0,13334.0
37093,0.11199999999999999,5138.0,46001.0
37095,0.18899999999999997,529.0,2802.0
37097,0.099,16078.0,162686.0
37099,0.157,4685.0,29852.0
37101,0.127,25321.0,199642.0
37103,0.136,935.0,6873.0
37105,0.138,7325.0,53193.0
37107,0.129,5330.0,41356.0
37109,0.10300000000000001,7737.0,74983.0
37111,0.136,4634.0,34130.0
37113,0.162,4332.0,26689.0
37115,0.10800000000000001,1720.0,15967.0
37117,0.126,1962.0,15518.0
37119,0.113,111337.0,983922.0
37121,0.114,1270.0,11188.0
37123,0.162,3133.0,19348.0
37125,0.102,8183.0,80293.0
37127,0.14,10421.0,74381.0
37129,0.109,20143.0,184903.0
37131,0.102,1161.0,11436.0
37133,0.095,15509.0,163928.0
37135,0.081,9489.0,116799.0
37137,0.125,973.0,7799.0
37139,0.099,3057.0,30908.0
37141,0.11699999999999999,6138.0,52584.0
37143,0.115,1075.0,9383.0
37145,0.109,3353.0,30713.0
37147,0.105,14810.0,141575.0
37149,0.12300000000000001,1657.0,13421.0
37151,0.134,15817.0,117915.0
37153,0.125,4139.0,33197.0
37155,0.152,12623.0,83061.0
37157,0.125,8942.0,71498.0
37159,0.114,13593.0,118744.0
37161,0.12300000000000001,6088.0,49590.0
37163,0.166,7772.0,46732.0
37165,0.111,2593.0,23406.0
37167,0.126,6340.0,50453.0
37169,0.10400000000000001,3605.0,34620.0
37171,0.134,7468.0,55847.0
37173,0.19399999999999998,2010.0,10351.0
37175,0.136,3008.0,22096.0
37177,0.157,379.0,2415.0
37179,0.105,22316.0,213498.0
37181,0.131,4265.0,32674.0
37183,0.085,86021.0,1006550.0
37185,0.15,1856.0,12345.0
37187,0.122,931.0,7618.0
37189,0.121,4626.0,38338.0
37191,0.136,12606.0,92458.0
37193,0.135,6720.0,49915.0
37195,0.129,7934.0,61466.0
37197,0.134,3938.0,29342.0
37199,0.128,1748.0,13693.0
38001,0.079,118.0,1493.0
38003,0.062,489.0,7843.0
38005,0.067,282.0,4240.0
38007,0.077,60.0,781.0
38009,0.079,366.0,4611.0
38011,0.095,207.0,2185.0
38013,0.075,124.0,1664.0
38015,0.059000000000000004,4597.0,78090.0
38017,0.07200000000000001,11535.0,160311.0
38019,0.059000000000000004,155.0,2606.0
38021,0.087,329.0,3781.0
38023,0.07400000000000001,120.0,1626.0
38025,0.10099999999999999,327.0,3230.0
38027,0.078,138.0,1761.0
38029,0.08199999999999999,189.0,2305.0
38031,0.079,202.0,2556.0
38033,0.07200000000000001,88.0,1220.0
38035,0.064,3774.0,58606.0
38037,0.06,92.0,1539.0
38039,0.062,96.0,1541.0
38041,0.079,139.0,1770.0
38043,0.075,132.0,1753.0
38045,0.099,293.0,2968.0
38047,0.062,84.0,1356.0
38049,0.055,222.0,4045.0
38051,0.08199999999999999,143.0,1741.0
38053,0.084,1036.0,12296.0
38055,0.073,521.0,7147.0
38057,0.066,426.0,6415.0
38059,0.067,1837.0,27547.0
38061,0.11800000000000001,887.0,7489.0
38063,0.068,147.0,2149.0
38065,0.055999999999999994,77.0,1374.0
38067,0.079,395.0,5015.0
38069,0.052000000000000005,150.0,2882.0
38071,0.076,658.0,8640.0
38073,0.073,321.0,4394.0
38075,0.07400000000000001,129.0,1751.0
38077,0.07200000000000001,897.0,12405.0
38079,0.10400000000000001,873.0,8366.0
38081,0.051,148.0,2904.0
38083,0.091,77.0,843.0
38085,0.07,192.0,2736.0
38087,0.062,29.0,471.0
38089,0.075,2088.0,27822.0
38091,0.057,75.0,1314.0
38093,0.067,1053.0,15739.0
38095,0.095,141.0,1484.0
38097,0.064,394.0,6118.0
38099,0.10800000000000001,870.0,8055.0
38101,0.065,3714.0,57457.0
38103,0.066,185.0,2807.0
38105,0.099,3350.0,33762.0
39001,0.08900000000000001,1973.0,22217.0
39003,0.068,5424.0,79576.0
39005,0.077,3140.0,40681.0
39007,0.094,7014.0,74952.0
39009,0.084,3821.0,45449.0
39011,0.054000000000000006,1989.0,36905.0
39013,0.073,3499.0,48231.0
39015,0.075,2647.0,35144.0
39017,0.066,20921.0,319316.0
39019,0.086,1777.0,20625.0
39021,0.066,2044.0,31162.0
39023,0.078,8268.0,106389.0
39025,0.062,10750.0,172083.0
39027,0.059000000000000004,1972.0,33258.0
39029,0.091,6927.0,75852.0
39031,0.099,2872.0,29079.0
39033,0.075,2435.0,32397.0
39035,0.07,68319.0,973794.0
39037,0.07400000000000001,3023.0,40791.0
39039,0.065,1975.0,30266.0
39041,0.04,7781.0,192491.0
39043,0.064,3625.0,56867.0
39045,0.061,8177.0,134039.0
39047,0.085,1991.0,23377.0
39049,0.08199999999999999,91985.0,1120170.0
39051,0.062,2110.0,33816.0
39053,0.083,1902.0,22840.0
39055,0.092,6820.0,74252.0
39057,0.053,7003.0,132536.0
39059,0.083,2509.0,30281.0
39061,0.062,41310.0,668066.0
39063,0.065,3870.0,59961.0
39065,0.085,2038.0,23844.0
39067,0.08800000000000001,972.0,11106.0
39069,0.06,1320.0,21986.0
39071,0.086,3012.0,34925.0
39073,0.085,1882.0,22247.0
39075,0.348,13088.0,37587.0
39077,0.08,3773.0,47341.0
39079,0.085,2259.0,26692.0
39081,0.065,3099.0,47925.0
39083,0.087,4177.0,48146.0
39085,0.062,11284.0,180557.0
39087,0.07,3165.0,45407.0
39089,0.06,8924.0,147748.0
39091,0.064,2366.0,37161.0
39093,0.073,18288.0,249305.0
39095,0.069,23855.0,344697.0
39097,0.071,2319.0,32537.0
39099,0.064,10858.0,170271.0
39101,0.068,3250.0,47779.0
39103,0.06,8908.0,147618.0
39105,0.08800000000000001,1518.0,17291.0
39107,0.066,2249.0,34005.0
39109,0.059000000000000004,5216.0,88933.0
39111,0.078,793.0,10121.0
39113,0.075,31932.0,423619.0
39115,0.08900000000000001,950.0,10728.0
39117,0.076,2177.0,28491.0
39119,0.068,4717.0,69416.0
39121,0.087,730.0,8435.0
39123,0.066,1923.0,28990.0
39125,0.08,1197.0,14992.0
39127,0.077,2220.0,28989.0
39129,0.067,3138.0,46824.0
39131,0.07200000000000001,1581.0,21985.0
39133,0.063,7959.0,127235.0
39135,0.06,1955.0,32328.0
39137,0.057999999999999996,1602.0,27827.0
39139,0.07200000000000001,6778.0,93680.0
39141,0.068,3953.0,58493.0
39143,0.061,2853.0,46647.0
39145,0.07400000000000001,4192.0,56324.0
39147,0.063,2673.0,42304.0
39149,0.069,2716.0,39087.0
39151,0.065,18934.0,293294.0
39153,0.066,28096.0,426672.0
39155,0.086,13193.0,153267.0
39157,0.086,6303.0,73042.0
39159,0.042,2368.0,55846.0
39161,0.06,1369.0,22879.0
39163,0.08900000000000001,899.0,10125.0
39165,0.044000000000000004,9229.0,208530.0
39167,0.075,3376.0,44828.0
39169,0.126,11549.0,91589.0
39171,0.068,1925.0,28443.0
39173,0.055,5804.0,106057.0
39175,0.059000000000000004,1014.0,17066.0
40001,0.162,2460.0,15166.0
40003,0.15,518.0,3461.0
40005,0.179,1770.0,9902.0
40007,0.2,807.0,4036.0
40009,0.155,2530.0,16320.0
40011,0.154,1027.0,6663.0
40013,0.174,6728.0,38609.0
40015,0.165,2927.0,17763.0
40017,0.10300000000000001,14841.0,144635.0
40019,0.16,6393.0,39936.0
40021,0.171,6194.0,36144.0
40023,0.154,1703.0,11058.0
40025,0.14800000000000002,251.0,1696.0
40027,0.11599999999999999,28519.0,245165.0
40029,0.192,794.0,4129.0
40031,0.127,12376.0,97497.0
40033,0.138,602.0,4355.0
40035,0.154,1609.0,10446.0
40037,0.13,7677.0,58948.0
40039,0.153,3473.0,22746.0
40041,0.175,5179.0,29536.0
40043,0.151,537.0,3564.0
40045,0.15,417.0,2772.0
40047,0.157,7957.0,50756.0
40049,0.163,3412.0,20920.0
40051,0.135,6165.0,45804.0
40053,0.139,445.0,3211.0
40055,0.124,471.0,3787.0
40057,0.17600000000000002,338.0,1918.0
40059,0.184,460.0,2502.0
40061,0.16399999999999998,1486.0,9039.0
40063,0.149,1355.0,9112.0
40065,0.141,2878.0,20367.0
40067,0.15,640.0,4267.0
40069,0.139,1105.0,7969.0
40071,0.141,4825.0,34224.0
40073,0.177,2242.0,12641.0
40075,0.139,915.0,6598.0
40077,0.145,1032.0,7140.0
40079,0.191,7298.0,38244.0
40081,0.155,4278.0,27595.0
40083,0.129,5415.0,41828.0
40085,0.163,1345.0,8236.0
40087,0.13699999999999998,5242.0,38218.0
40089,0.16399999999999998,4058.0,24751.0
40091,0.175,2463.0,14101.0
40093,0.16699999999999998,983.0,5902.0
40095,0.18600000000000003,2277.0,12240.0
40097,0.139,4329.0,31122.0
40099,0.16399999999999998,1719.0,10495.0
40101,0.152,7705.0,50734.0
40103,0.12300000000000001,1051.0,8538.0
40105,0.139,1043.0,7494.0
40107,0.151,1197.0,7942.0
40109,0.149,100497.0,675194.0
40111,0.15,4306.0,28721.0
40113,0.135,4632.0,34187.0
40115,0.161,3788.0,23555.0
40117,0.142,1763.0,12421.0
40119,0.14400000000000002,9119.0,63358.0
40121,0.155,5085.0,32704.0
40123,0.162,4937.0,30452.0
40125,0.141,8161.0,57773.0
40127,0.161,1285.0,7958.0
40129,0.131,333.0,2539.0
40131,0.126,10146.0,80704.0
40133,0.179,3267.0,18251.0
40135,0.165,5185.0,31349.0
40137,0.14400000000000002,4987.0,34573.0
40139,0.188,3296.0,17537.0
40141,0.175,964.0,5505.0
40143,0.142,80299.0,565843.0
40145,0.121,8662.0,71529.0
40147,0.125,5250.0,41941.0
40149,0.146,1262.0,8619.0
40151,0.126,781.0,6202.0
40153,0.16699999999999998,2584.0,15436.0
41001,0.073,865.0,11926.0
41003,0.057,4281.0,75002.0
41005,0.055999999999999994,19215.0,342104.0
41007,0.087,2704.0,31064.0
41009,0.069,2945.0,42828.0
41011,0.07400000000000001,3461.0,46484.0
41013,0.062,1210.0,19656.0
41015,0.081,1226.0,15089.0
41017,0.071,11563.0,163247.0
41019,0.069,5708.0,82363.0
41021,0.076,107.0,1402.0
41023,0.08199999999999999,402.0,4904.0
41025,0.078,426.0,5463.0
41027,0.115,2273.0,19722.0
41029,0.077,13038.0,169322.0
41031,0.081,1490.0,18466.0
41033,0.078,4948.0,63733.0
41035,0.08900000000000001,4795.0,53705.0
41037,0.1,578.0,5761.0
41039,0.079,23635.0,298310.0
41041,0.08800000000000001,2993.0,34179.0
41043,0.079,8318.0,104881.0
41045,0.1,2333.0,23388.0
41047,0.10300000000000001,28814.0,281031.0
41049,0.107,1078.0,10098.0
41051,0.071,47913.0,674195.0
41053,0.073,5199.0,71414.0
41055,0.071,103.0,1457.0
41057,0.08199999999999999,1591.0,19503.0
41059,0.08800000000000001,5517.0,62725.0
41061,0.073,1489.0,20299.0
41063,0.08,434.0,5397.0
41065,0.10300000000000001,2127.0,20561.0
41067,0.06,30965.0,512084.0
41069,0.092,82.0,895.0
41071,0.084,7061.0,83849.0
42001,0.07,5562.0,78976.0
42003,0.047,44941.0,955464.0
42005,0.055999999999999994,2746.0,49052.0
42007,0.049,6244.0,127289.0
42009,0.07400000000000001,2653.0,36018.0
42011,0.075,25740.0,343592.0
42013,0.063,5852.0,92574.0
42015,0.076,3500.0,46138.0
42017,0.053,26839.0,510580.0
42019,0.043,6471.0,151654.0
42021,0.051,4879.0,95616.0
42023,0.07200000000000001,224.0,3129.0
42025,0.068,3453.0,50451.0
42027,0.062,7130.0,114540.0
42029,0.057,25312.0,440356.0
42031,0.081,2249.0,27723.0
42033,0.064,3692.0,57492.0
42035,0.085,2451.0,28820.0
42037,0.06,2939.0,48767.0
42039,0.1,6146.0,61359.0
42041,0.053,10864.0,205123.0
