geoid,uninsured_pct,high_bp_pct,asthma_pct,no_check_up_pct,no_dental_visit_pct,diabetes_pct,high_cholesterol_pct
12037,14.4,39.65,9.95,77.05000000000001,51.45,13.25,36.650000000000006
12039,18.5,41.8,11.149999999999999,79.2,48.8,17.4,35.3
12041,14.35,33.599999999999994,10.25,75.6,52.25,11.5,37.75
12043,24.1,40.75,9.850000000000001,75.4,44.5,16.05,38.85
12045,13.5,37.25,9.8,75.85,53.900000000000006,12.5,36.55
12047,19.799999999999997,41.95,10.95,76.6,44.75,16.15,39.85
12049,26.35,35.75,9.7,74.25,42.7,15.0,36.6
12051,31.7,36.7,9.4,74.15,43.05,16.450000000000003,34.75
12053,15.149999999999999,34.55,9.850000000000001,76.9,55.3,13.05,37.65
12055,18.6,39.95,9.7,78.65,53.55,15.45,40.75
12057,16.200000000000003,33.55,9.4,76.15,57.349999999999994,12.0,37.95
12059,15.399999999999999,38.4,10.45,75.35,47.55,13.2,39.75
12061,12.8,34.25,9.25,78.9,59.9,11.9,37.05
12063,16.75,39.55,10.350000000000001,76.1,45.55,14.35,35.55
12065,14.6,42.349999999999994,10.350000000000001,77.4,53.05,14.25,38.95
12067,18.450000000000003,37.7,10.2,74.3,44.85,13.7,38.15
12069,14.75,34.95,9.65,77.75,55.45,12.7,36.5
12071,16.299999999999997,35.2,9.3,78.15,60.35,12.65,36.6
12073,11.35,33.7,10.45,76.25,58.900000000000006,10.95,34.35
12075,16.1,38.400000000000006,10.4,76.7,52.85,14.0,37.75
12077,18.05,38.3,10.1,74.75,47.25,13.65,36.05
12079,17.0,40.7,10.95,78.15,44.150000000000006,15.05,37.900000000000006
12081,14.0,34.95,9.2,78.05,57.5,12.05,38.1
12083,16.1,36.45,9.9,78.8,52.45,12.9,36.849999999999994
12085,12.85,31.85,9.3,77.05000000000001,62.05,11.5,39.5
12086,25.9,32.05,8.55,74.95,52.6,14.350000000000001,33.55
12087,14.05,34.0,8.95,77.1,61.55,11.45,36.7
12089,10.3,33.2,9.649999999999999,77.35,63.3,10.1,37.9
12091,11.8,31.5,9.6,75.44999999999999,60.400000000000006,10.2,32.55
12093,21.45,38.599999999999994,9.9,76.1,45.65,14.2,37.8
12095,16.200000000000003,31.85,9.1,76.15,57.150000000000006,11.6,34.7
12097,21.950000000000003,34.25,8.95,75.35,54.45,13.05,36.3
12099,15.0,32.849999999999994,9.3,78.0,59.35,12.149999999999999,34.5
12101,14.85,35.25,9.75,75.75,59.900000000000006,11.55,37.2
12103,11.9,33.4,9.6,77.35,56.8,11.45,37.65
12105,19.45,34.3,10.05,76.3,51.85,12.7,37.55
12107,18.6,39.599999999999994,10.9,76.45,45.5,15.45,37.75
12109,9.25,31.5,9.350000000000001,79.0,67.85,9.399999999999999,34.8
12111,16.45,36.349999999999994,10.0,76.1,55.45,12.85,36.45
12113,11.0,33.55,9.6,77.80000000000001,59.3,10.100000000000001,34.7
12115,10.9,35.1,9.3,79.3,65.0,10.7,38.35
12117,13.2,30.8,9.1,77.4,61.900000000000006,10.4,33.6
12119,11.45,38.95,9.05,81.95,63.5,12.55,42.849999999999994
12121,16.65,37.8,10.25,75.8,49.45,13.45,37.6
12123,16.1,41.349999999999994,10.55,75.69999999999999,50.05,14.350000000000001,37.25
12125,17.450000000000003,39.6,10.3,74.05,47.25,13.7,37.400000000000006
12127,14.350000000000001,35.5,10.05,77.4,59.15,11.9,36.7
12129,13.05,35.599999999999994,10.0,75.4,56.55,11.7,36.1
12131,11.8,33.349999999999994,9.5,75.4,59.8,11.0,36.6
12133,16.049999999999997,40.0,10.5,75.05,46.75,13.85,38.349999999999994
13001,18.299999999999997,41.15,10.8,76.15,52.599999999999994,16.0,38.6
13003,25.6,41.45,10.75,75.25,47.0,17.25,37.45
13005,15.9,38.65,10.7,76.30000000000001,50.75,13.95,37.150000000000006
13007,17.0,47.0,11.2,80.1,51.5,19.9,39.25
13009,14.0,39.85,10.8,78.65,53.2,14.9,35.9
13011,14.5,36.8,10.149999999999999,75.75,51.8,12.65,36.8
13013,14.8,35.1,9.850000000000001,76.05,59.5,11.899999999999999,35.7
13015,13.5,35.55,10.05,76.6,58.25,11.4,34.25
