locationid,measureid,data_value
06087,BPHIGH,27.7
08063,CHECKUP,71.9
12067,HIGHCHOL,35.5
08123,CASTHMA,10.7
13021,ACCESS2,14.8
06073,HIGHCHOL,30.7
12063,HIGHCHOL,32.6
09150,DENTAL,69.7
08017,DIABETES,11.3
12103,DIABETES,9.8
12005,CASTHMA,10.0
12035,ACCESS2,11.4
08105,ACCESS2,16.7
13159,BPHIGH,35.5
12079,HIGHCHOL,34.2
12013,HIGHCHOL,40.6
12023,ACCESS2,16.0
13157,ACCESS2,12.9
12027,ACCESS2,26.1
08089,CHECKUP,72.6
08121,ACCESS2,11.3
12086,CASTHMA,8.5
06079,DENTAL,67.3
08095,BPHIGH,34.1
06077,DIABETES,12.3
12089,CASTHMA,9.6
13007,CHECKUP,82.2
08097,CHECKUP,74.2
06079,BPHIGH,28.2
13115,CASTHMA,10.3
08011,DIABETES,14.7
12081,CHECKUP,75.6
13097,BPHIGH,37.4
13125,HIGHCHOL,34.2
06083,ACCESS2,12.1
08113,ACCESS2,7.6
12023,DIABETES,12.4
13121,CHECKUP,77.7
06101,BPHIGH,30.5
12041,DENTAL,52.2
13133,BPHIGH,44.9
13163,HIGHCHOL,34.2
08081,BPHIGH,28.6
06073,ACCESS2,8.7
08113,CASTHMA,10.5
08097,DIABETES,6.5
06083,DIABETES,10.3
13107,CASTHMA,11.1
13073,ACCESS2,10.1
13075,HIGHCHOL,39.3
13163,BPHIGH,42.4
13069,HIGHCHOL,38.5
12081,DENTAL,58.4
12005,DIABETES,10.0
06087,ACCESS2,8.7
08113,DIABETES,7.1
12091,DENTAL,60.6
13159,HIGHCHOL,40.1
09160,BPHIGH,26.6
12129,HIGHCHOL,33.6
08057,HIGHCHOL,38.8
13059,DIABETES,10.9
13129,CHECKUP,74.2
08091,DENTAL,67.2
13101,CASTHMA,9.7
13053,ACCESS2,15.7
12077,DENTAL,47.3
13123,DIABETES,10.8
08069,CHECKUP,69.0
12109,HIGHCHOL,38.2
12049,CASTHMA,9.7
08045,HIGHCHOL,32.0
13013,CASTHMA,9.8
08071,ACCESS2,17.9
08105,CASTHMA,10.6
13073,CHECKUP,78.1
06085,BPHIGH,27.0
08033,HIGHCHOL,29.1
13139,HIGHCHOL,34.6
13035,CASTHMA,10.4
13153,ACCESS2,11.3
12127,BPHIGH,31.9
12101,CASTHMA,9.7
12031,HIGHCHOL,34.1
08079,ACCESS2,7.6
06099,BPHIGH,31.8
12003,BPHIGH,34.2
13017,ACCESS2,17.9
08053,HIGHCHOL,38.3
13025,DIABETES,11.9
08083,DENTAL,58.4
09190,CASTHMA,10.0
13117,HIGHCHOL,33.9
12033,DIABETES,11.4
13149,BPHIGH,35.1
13065,HIGHCHOL,39.8
12019,HIGHCHOL,33.3
12013,DIABETES,12.8
09190,ACCESS2,9.9
12086,ACCESS2,25.6
13113,DENTAL,67.1
13155,CHECKUP,78.9
12019,DENTAL,60.4
09120,HIGHCHOL,33.7
13103,CASTHMA,10.0
09140,CASTHMA,11.1
06103,HIGHCHOL,36.5
13035,BPHIGH,37.5
09110,ACCESS2,10.3
13005,ACCESS2,15.7
06109,CASTHMA,10.3
13133,DIABETES,10.9
08045,CASTHMA,10.7
13087,CHECKUP,78.0
08093,CASTHMA,10.9
13039,ACCESS2,12.9
12011,DENTAL,56.4
13051,DENTAL,61.1
13125,DIABETES,14.5
06103,CASTHMA,10.7
13029,HIGHCHOL,34.3
12065,BPHIGH,38.4
08057,DIABETES,9.8
08041,CASTHMA,11.6
13051,BPHIGH,37.0
08021,CASTHMA,10.4
12125,HIGHCHOL,35.1
06091,DIABETES,15.3
06097,BPHIGH,26.4
09180,DENTAL,68.8
06087,DIABETES,10.2
08087,HIGHCHOL,33.5
12033,CHECKUP,77.1
12127,DENTAL,60.5
12069,DENTAL,54.6
09110,DENTAL,69.9
13073,DIABETES,11.9
12079,CHECKUP,79.7
08123,BPHIGH,27.8
12081,CASTHMA,9.3
08011,CHECKUP,67.4
12093,CHECKUP,77.6
08087,DENTAL,58.4
09180,CHECKUP,80.7
12095,CASTHMA,9.1
13063,CASTHMA,11.3
06077,ACCESS2,12.8
12097,DIABETES,13.4
13101,DENTAL,55.1
13153,DIABETES,13.1
06089,DENTAL,64.9
08021,HIGHCHOL,35.7
12121,BPHIGH,40.9
12015,CHECKUP,83.1
13125,CHECKUP,74.9
06077,HIGHCHOL,31.0
12003,DENTAL,51.1
13039,CASTHMA,10.1
08025,CASTHMA,10.1
12019,CASTHMA,10.0
12073,DENTAL,58.6
12071,DIABETES,14.5
13137,DIABETES,11.1
12067,CASTHMA,10.2
12053,DENTAL,55.0
08017,CHECKUP,69.5
08103,HIGHCHOL,33.5
13017,DIABETES,16.0
12001,HIGHCHOL,34.2
08059,CASTHMA,11.2
08037,CASTHMA,10.3
08025,BPHIGH,31.6
12097,ACCESS2,21.8
12087,DENTAL,61.1
12029,CASTHMA,10.5
09160,HIGHCHOL,33.5
13135,DENTAL,59.9
13165,DIABETES,16.3
06083,BPHIGH,29.4
13043,BPHIGH,42.7
08065,BPHIGH,25.2
08029,CASTHMA,11.4
13015,CHECKUP,77.2
12086,DIABETES,15.4
12039,CASTHMA,11.2
08033,CASTHMA,11.2
12011,CASTHMA,9.2
12085,DENTAL,60.8
13051,CASTHMA,10.2
08093,HIGHCHOL,37.0
12035,DENTAL,60.1
08105,DIABETES,9.6
08121,DENTAL,62.9
12057,CASTHMA,9.4
12013,BPHIGH,40.3
12009,DENTAL,60.5
13123,ACCESS2,13.6
08005,DENTAL,64.0
08014,CASTHMA,10.3
13053,BPHIGH,25.7
12053,BPHIGH,30.6
12037,CASTHMA,10.0
13023,CHECKUP,79.3
13081,CHECKUP,77.9
08123,CHECKUP,67.6
13083,BPHIGH,37.9
12131,DENTAL,59.0
13111,HIGHCHOL,34.6
13061,CHECKUP,83.7
13065,BPHIGH,39.7
12125,BPHIGH,41.0
06101,CASTHMA,10.0
13059,BPHIGH,36.5
13003,CHECKUP,75.8
12131,CASTHMA,9.5
06085,CHECKUP,70.4
08085,BPHIGH,34.1
13001,DENTAL,52.3
08001,DENTAL,57.7
08071,BPHIGH,35.5
12091,CASTHMA,9.6
08031,DENTAL,61.0
08029,HIGHCHOL,38.2
13085,DENTAL,65.8
13137,HIGHCHOL,39.5
08071,DENTAL,55.6
08051,CASTHMA,10.8
13111,ACCESS2,11.5
13163,DENTAL,45.7
06075,BPHIGH,27.0
13095,CHECKUP,80.8
09130,DENTAL,75.7
08017,CASTHMA,11.3
08077,DENTAL,63.1
12049,BPHIGH,34.6
08037,HIGHCHOL,31.4
08053,DIABETES,10.0
08047,DENTAL,66.9
12077,CASTHMA,10.1
13055,DENTAL,49.9
12001,CHECKUP,77.9
08115,CHECKUP,75.8
12087,CHECKUP,79.3
13087,HIGHCHOL,34.5
13043,DENTAL,48.1
12009,BPHIGH,31.5
08013,DENTAL,70.2
13015,HIGHCHOL,36.2
13117,BPHIGH,27.9
08009,DENTAL,51.5
13111,DIABETES,16.5
11001,CASTHMA,10.2
13025,HIGHCHOL,41.0
08013,CASTHMA,10.3
13019,CHECKUP,75.1
12123,CHECKUP,77.3
08113,DENTAL,66.3
12015,BPHIGH,45.1
13087,DIABETES,17.8
13037,DENTAL,41.8
12051,ACCESS2,31.5
13157,DIABETES,11.6
08097,DENTAL,71.6
13141,BPHIGH,53.0
12023,BPHIGH,41.5
13103,BPHIGH,33.2
06099,DENTAL,59.8
13001,CASTHMA,10.8
13151,ACCESS2,12.1
13091,ACCESS2,15.6
12051,CASTHMA,9.4
06105,HIGHCHOL,31.6
12007,HIGHCHOL,32.6
08079,DIABETES,7.3
08023,HIGHCHOL,29.7
08037,ACCESS2,11.8
13035,DIABETES,13.8
06081,CASTHMA,8.5
08039,HIGHCHOL,28.1
06093,HIGHCHOL,40.1
08037,DENTAL,65.7
12003,CHECKUP,74.8
13017,CHECKUP,79.6
12115,CASTHMA,9.1
13139,DENTAL,55.1
12095,HIGHCHOL,33.7
13125,ACCESS2,13.1
12051,HIGHCHOL,33.2
12081,DIABETES,14.0
12047,DENTAL,44.4
13133,DENTAL,60.4
12109,DENTAL,68.7
11001,DIABETES,8.5
12133,ACCESS2,15.7
12061,DIABETES,9.5
08014,DIABETES,6.5
08067,CASTHMA,11.1
13071,ACCESS2,19.9
08079,HIGHCHOL,37.5
08105,CHECKUP,73.5
13127,BPHIGH,37.5
13017,CASTHMA,11.4
13033,CHECKUP,77.7
12125,DENTAL,47.8
12119,CASTHMA,8.8
13109,HIGHCHOL,33.9
08041,BPHIGH,27.7
08071,DIABETES,10.4
13137,ACCESS2,15.8
12113,ACCESS2,10.8
06085,DENTAL,66.9
13033,BPHIGH,45.7
13089,CASTHMA,10.4
13139,BPHIGH,33.5
12047,HIGHCHOL,36.5
12071,ACCESS2,15.7
08033,DENTAL,61.4
08003,ACCESS2,18.0
06105,DIABETES,10.7
12023,CHECKUP,77.9
08023,DENTAL,49.6
08049,DENTAL,67.1
13037,ACCESS2,18.8
06101,CHECKUP,69.7
13103,DENTAL,62.0
12043,CHECKUP,77.2
09160,DIABETES,7.9
08075,CHECKUP,70.5
12033,BPHIGH,38.8
12027,HIGHCHOL,37.4
13131,BPHIGH,38.4
08053,DENTAL,69.0
13005,CASTHMA,10.7
13049,BPHIGH,41.2
08025,CHECKUP,66.9
12077,DIABETES,13.0
10003,BPHIGH,35.2
12007,CHECKUP,76.9
06105,ACCESS2,7.8
08097,ACCESS2,7.2
06089,CHECKUP,73.8
12051,DIABETES,16.8
09180,CASTHMA,11.7
13087,BPHIGH,44.8
08019,DENTAL,68.0
13115,DENTAL,53.2
06075,CHECKUP,72.8
12123,DIABETES,12.8
08015,DENTAL,62.2
13137,CHECKUP,77.5
13053,DENTAL,50.8
13113,DIABETES,10.0
11001,ACCESS2,6.5
08121,HIGHCHOL,35.7
13021,CHECKUP,81.0
13003,CASTHMA,10.7
13031,DIABETES,12.9
08033,CHECKUP,69.2
13027,BPHIGH,40.7
13101,ACCESS2,19.4
13089,DIABETES,13.0
13125,DENTAL,57.0
12037,HIGHCHOL,41.2
12119,HIGHCHOL,51.4
12029,BPHIGH,35.9
12045,ACCESS2,14.0
12103,ACCESS2,11.5
06089,DIABETES,9.4
06085,DENTAL,67.3
13139,BPHIGH,36.4
09180,DIABETES,8.8
12081,ACCESS2,13.4
09150,DENTAL,69.7
13133,CASTHMA,9.7
08019,BPHIGH,24.2
13039,DIABETES,12.3
13103,CHECKUP,76.1
13057,CASTHMA,9.5
13107,CHECKUP,76.6
08125,ACCESS2,16.3
12077,ACCESS2,18.0
08027,DENTAL,64.7
13135,CHECKUP,76.5
06115,BPHIGH,30.5
08109,HIGHCHOL,39.4
13065,BPHIGH,43.8
13075,DIABETES,16.5
08055,BPHIGH,27.1
06103,ACCESS2,11.3
08103,CASTHMA,11.2
08059,BPHIGH,24.9
13007,CASTHMA,11.3
08031,BPHIGH,23.2
08107,HIGHCHOL,28.5
13071,DENTAL,47.0
12011,CHECKUP,77.4
08049,ACCESS2,9.1
06103,DIABETES,10.6
13161,CHECKUP,76.5
11001,HIGHCHOL,32.8
12053,DIABETES,11.2
08115,HIGHCHOL,28.7
13099,DENTAL,50.4
13135,DIABETES,12.6
13069,CHECKUP,76.5
13091,BPHIGH,39.7
13103,BPHIGH,34.6
13025,HIGHCHOL,34.9
13157,DENTAL,57.7
12123,HIGHCHOL,40.8
08063,DIABETES,9.1
12086,DIABETES,13.3
08057,ACCESS2,14.3
13011,CHECKUP,76.9
08041,ACCESS2,9.5
08009,DENTAL,53.5
12019,CHECKUP,76.0
08077,CHECKUP,72.0
12117,DENTAL,61.7
12031,ACCESS2,13.6
09170,DENTAL,68.9
12029,CHECKUP,72.7
08113,HIGHCHOL,28.6
08043,CHECKUP,68.4
12037,CHECKUP,74.7
13073,DENTAL,61.3
13123,CASTHMA,9.7
08023,DENTAL,50.4
06097,DENTAL,69.5
08047,BPHIGH,25.1
06079,HIGHCHOL,29.4
12119,ACCESS2,10.4
13105,DENTAL,52.6
12005,DIABETES,11.9
12067,CHECKUP,73.3
12111,HIGHCHOL,32.6
12019,ACCESS2,11.7
12131,CHECKUP,77.1
12063,CHECKUP,74.8
08035,BPHIGH,23.7
12011,ACCESS2,16.7
08117,ACCESS2,9.2
13019,ACCESS2,15.9
08105,DENTAL,61.7
13083,CHECKUP,75.3
13019,HIGHCHOL,39.7
13141,DENTAL,45.5
13071,CHECKUP,77.8
12125,CASTHMA,10.3
08109,ACCESS2,17.4
08085,CHECKUP,73.3
13049,DIABETES,16.1
06085,CASTHMA,7.9
12041,ACCESS2,14.7
13127,CHECKUP,77.5
08099,CHECKUP,67.7
13089,ACCESS2,11.9
08101,ACCESS2,16.8
08093,CHECKUP,74.9
13163,CHECKUP,80.3
13085,ACCESS2,11.4
13059,DENTAL,57.1
12061,HIGHCHOL,42.6
06089,ACCESS2,7.4
09110,DIABETES,9.2
13129,CASTHMA,10.2
12129,CASTHMA,10.0
12049,BPHIGH,36.9
12131,DIABETES,9.7
13123,HIGHCHOL,34.5
13119,CASTHMA,10.7
08001,DIABETES,9.9
08009,DIABETES,10.0
09170,ACCESS2,10.1
13033,HIGHCHOL,39.7
06089,BPHIGH,35.9
13157,HIGHCHOL,36.8
13061,DENTAL,54.4
13011,DENTAL,51.1
12001,CASTHMA,10.1
09120,BPHIGH,28.3
12065,DENTAL,52.2
08109,DIABETES,10.7
13157,BPHIGH,32.3
12125,DIABETES,12.9
12109,CHECKUP,77.3
13147,DIABETES,11.9
13029,BPHIGH,32.8
13019,DENTAL,52.5
08125,DENTAL,57.2
13043,BPHIGH,38.3
08093,DIABETES,7.2
13071,CASTHMA,10.7
13141,CASTHMA,11.5
13045,BPHIGH,36.7
12099,HIGHCHOL,30.9
13005,HIGHCHOL,34.6
08079,DENTAL,64.6
06105,CASTHMA,11.0
13101,CASTHMA,9.8
13143,CASTHMA,10.3
12015,DENTAL,61.1
13069,DENTAL,50.1
12069,CASTHMA,9.8
12113,CHECKUP,76.9
06087,CHECKUP,69.3
12109,DIABETES,10.6
08123,CHECKUP,67.4
12123,ACCESS2,15.8
12017,BPHIGH,30.0
13101,BPHIGH,33.7
13049,CASTHMA,10.0
13091,DIABETES,13.9
08093,CASTHMA,10.9
09130,DENTAL,74.6
13039,ACCESS2,12.9
06089,DENTAL,65.2
13117,BPHIGH,30.2
12081,HIGHCHOL,33.5
12121,CHECKUP,77.5
13131,DIABETES,14.0
13133,CHECKUP,83.4
12061,DENTAL,58.5
13049,DENTAL,47.1
08005,ACCESS2,11.6
12035,BPHIGH,28.9
13065,HIGHCHOL,34.2
08009,ACCESS2,13.4
13153,DENTAL,61.4
09120,CASTHMA,10.5
12015,HIGHCHOL,33.2
13073,BPHIGH,34.1
08014,ACCESS2,7.8
11001,BPHIGH,28.5
13091,DENTAL,55.2
13159,BPHIGH,40.2
12047,CHECKUP,75.3
08075,CASTHMA,11.4
08019,CHECKUP,70.1
06093,ACCESS2,7.6
06099,DENTAL,59.5
06091,CHECKUP,69.5
12031,DIABETES,12.8
13153,HIGHCHOL,37.6
08071,DENTAL,53.9
12041,DIABETES,10.2
12115,CHECKUP,82.8
08033,DIABETES,8.8
12081,DENTAL,56.6
08117,CASTHMA,10.4
12033,HIGHCHOL,33.2
13025,CHECKUP,77.0
06095,HIGHCHOL,31.2
09120,ACCESS2,14.1
13105,ACCESS2,15.2
12003,ACCESS2,13.4
13131,DENTAL,51.9
13079,DIABETES,15.5
08049,DIABETES,7.2
12051,CHECKUP,73.9
08087,CASTHMA,11.1
08015,DIABETES,7.8
06101,CASTHMA,10.0
06097,HIGHCHOL,34.9
13123,DIABETES,15.2
08023,ACCESS2,19.6
08023,DIABETES,12.1
10003,HIGHCHOL,34.0
12077,DENTAL,47.2
12085,HIGHCHOL,34.2
13075,HIGHCHOL,34.3
13093,DIABETES,18.3
13093,ACCESS2,16.9
12059,ACCESS2,15.7
13055,CHECKUP,74.2
09110,CASTHMA,11.9
13009,CHECKUP,78.3
09190,DENTAL,74.7
06083,HIGHCHOL,32.4
13105,DIABETES,13.3
11001,CHECKUP,77.0
13145,CASTHMA,9.7
09180,ACCESS2,10.1
08053,CHECKUP,70.3
13071,DIABETES,14.8
13149,HIGHCHOL,39.5
13137,CASTHMA,10.0
09130,HIGHCHOL,38.9
08109,CASTHMA,11.1
09110,CHECKUP,81.8
08067,DENTAL,68.1
13047,DENTAL,64.1
08003,BPHIGH,29.1
08089,BPHIGH,30.2
13113,CASTHMA,9.4
08073,HIGHCHOL,29.1
09150,HIGHCHOL,37.8
13053,BPHIGH,38.6
13081,CHECKUP,80.4
08097,HIGHCHOL,28.2
12111,BPHIGH,39.9
13073,HIGHCHOL,37.2
12063,BPHIGH,41.9
06085,DIABETES,9.8
13135,ACCESS2,15.6
13069,CASTHMA,10.8
13005,DENTAL,50.4
13105,CASTHMA,10.8
09140,CASTHMA,11.2
13155,CASTHMA,10.8
08115,BPHIGH,28.0
12131,ACCESS2,12.2
09190,HIGHCHOL,33.0
12107,BPHIGH,43.4
13113,HIGHCHOL,31.6
08063,DENTAL,62.3
13065,DENTAL,45.0
06073,BPHIGH,28.7
13117,HIGHCHOL,37.3
08081,CASTHMA,11.4
13053,DIABETES,14.2
13147,ACCESS2,13.7
12093,HIGHCHOL,41.1
13143,DENTAL,56.7
08035,CHECKUP,73.2
08123,BPHIGH,27.4
06103,CASTHMA,10.7
06107,DENTAL,52.7
13059,ACCESS2,12.7
13145,BPHIGH,37.5
13021,CASTHMA,11.3
12059,BPHIGH,41.0
08011,HIGHCHOL,30.4
12005,DENTAL,59.2
13081,HIGHCHOL,40.1
08119,CHECKUP,75.5
12089,CASTHMA,9.7
13121,BPHIGH,33.4
08101,DIABETES,10.4
12105,CASTHMA,10.1
08111,CHECKUP,74.2
08049,HIGHCHOL,34.5
06091,BPHIGH,30.8
12111,ACCESS2,16.9
13007,DENTAL,51.2
13131,ACCESS2,17.8
08013,BPHIGH,21.0
08075,BPHIGH,30.5
08089,CASTHMA,11.3
13143,HIGHCHOL,33.2
08017,HIGHCHOL,29.4
08037,DIABETES,8.5
12031,BPHIGH,33.7
08099,BPHIGH,28.7
12015,CASTHMA,9.9
12021,DENTAL,62.9
06109,DIABETES,12.1
06099,HIGHCHOL,34.6
13149,BPHIGH,39.6
08097,CASTHMA,10.2
13125,BPHIGH,35.4
13093,CHECKUP,77.1
13031,ACCESS2,12.9
12033,CASTHMA,10.6
06099,ACCESS2,14.2
06109,HIGHCHOL,30.6
13117,DENTAL,69.7
12043,HIGHCHOL,42.6
08109,DENTAL,53.2
10001,HIGHCHOL,39.3
08083,CHECKUP,68.8
08077,ACCESS2,11.0
13049,CHECKUP,74.9
13023,BPHIGH,36.7
12069,ACCESS2,14.3
08007,CHECKUP,68.8
13145,DENTAL,63.9
12089,HIGHCHOL,42.0
08109,CHECKUP,75.0
12071,ACCESS2,16.9
08061,ACCESS2,10.1
08063,ACCESS2,13.9
08001,HIGHCHOL,29.9
06109,ACCESS2,7.0
12057,HIGHCHOL,39.6
06083,DENTAL,65.3
13005,DIABETES,14.9
12045,BPHIGH,40.5
13069,DIABETES,16.1
06087,CASTHMA,9.8
08053,ACCESS2,6.0
13027,CHECKUP,80.9
09120,CHECKUP,76.6
13129,ACCESS2,17.2
13083,CASTHMA,10.1
12039,BPHIGH,39.0
13051,BPHIGH,38.8
13029,CHECKUP,77.5
13159,HIGHCHOL,34.2
12077,HIGHCHOL,38.2
13125,HIGHCHOL,40.4
08105,BPHIGH,33.4
13127,DENTAL,62.4
06093,DENTAL,62.2
08001,CASTHMA,10.9
12095,BPHIGH,32.0
12097,BPHIGH,33.7
12031,DENTAL,54.9
12079,BPHIGH,43.9
08037,ACCESS2,11.3
12019,DIABETES,12.2
13025,ACCESS2,15.1
13057,CHECKUP,77.1
12086,ACCESS2,26.2
12073,CASTHMA,10.5
12059,DIABETES,11.9
12086,BPHIGH,30.3
13061,CASTHMA,11.6
09170,DIABETES,10.4
12065,ACCESS2,14.1
08101,CHECKUP,72.9
13039,CHECKUP,76.1
12101,DENTAL,59.1
12047,HIGHCHOL,43.2
06081,BPHIGH,29.2
12023,BPHIGH,36.3
12083,BPHIGH,32.0
06099,DIABETES,11.2
09190,CHECKUP,77.3
06113,HIGHCHOL,31.2
06111,BPHIGH,30.7
12071,DIABETES,10.8
12075,ACCESS2,16.7
08061,DENTAL,54.5
13067,CASTHMA,9.4
12101,BPHIGH,32.3
12091,BPHIGH,32.7
13079,ACCESS2,13.3
08041,CHECKUP,73.7
13161,CASTHMA,10.8
13101,DIABETES,12.3
13119,DENTAL,54.4
13111,BPHIGH,33.4
13071,ACCESS2,20.6
13159,DIABETES,14.6
13079,HIGHCHOL,33.5
06111,HIGHCHOL,31.4
12109,CASTHMA,9.4
06115,HIGHCHOL,33.5
06103,BPHIGH,35.9
12011,DIABETES,13.5
12113,BPHIGH,31.8
12069,BPHIGH,38.9
12073,HIGHCHOL,34.5
13163,BPHIGH,47.1
12105,HIGHCHOL,35.0
08059,CHECKUP,71.4
08093,ACCESS2,8.2
13045,HIGHCHOL,33.9
13095,HIGHCHOL,36.6
08105,BPHIGH,27.6
13001,CHECKUP,74.9
08071,CHECKUP,73.0
08057,DENTAL,56.5
12075,DIABETES,11.9
13121,DENTAL,65.2
12021,HIGHCHOL,31.8
12085,DIABETES,9.4
13025,BPHIGH,40.3
13099,BPHIGH,47.4
06107,DIABETES,13.1
13055,BPHIGH,37.5
08014,CASTHMA,10.3
12131,DENTAL,60.6
13131,DENTAL,51.1
12087,CHECKUP,74.9
13109,BPHIGH,43.2
09130,DIABETES,9.4
12123,DIABETES,15.9
08051,ACCESS2,7.4
06091,CASTHMA,10.6
13055,DIABETES,16.0
13033,CHECKUP,79.9
12077,CHECKUP,74.1
13155,DIABETES,16.2
10003,DENTAL,62.3
08067,HIGHCHOL,27.8
12023,CHECKUP,75.2
08055,DIABETES,13.9
12091,CHECKUP,74.8
12041,HIGHCHOL,34.4
08115,DENTAL,57.0
13033,DIABETES,15.2
08039,DIABETES,8.9
13137,BPHIGH,37.1
08035,DIABETES,6.8
13013,DENTAL,59.4
13055,HIGHCHOL,34.6
13137,DENTAL,56.5
13155,HIGHCHOL,40.4
13001,DENTAL,52.9
13125,CHECKUP,77.5
13141,HIGHCHOL,34.3
12015,CHECKUP,75.4
12017,CHECKUP,81.9
10003,BPHIGH,32.1
09150,CHECKUP,77.7
08017,CASTHMA,11.5
13095,CHECKUP,82.0
08085,ACCESS2,13.5
12013,DENTAL,48.5
13085,CHECKUP,75.8
12007,CHECKUP,74.8
08073,DIABETES,10.8
13049,ACCESS2,21.3
08047,ACCESS2,7.3
08115,CASTHMA,11.5
12103,CASTHMA,9.7
12073,BPHIGH,34.8
13113,DIABETES,12.6
12073,CHECKUP,76.5
13127,DIABETES,15.3
12069,DIABETES,10.9
08081,DIABETES,10.8
08089,BPHIGH,35.6
06087,DENTAL,65.7
13125,DENTAL,57.0
06109,DIABETES,8.9
06099,ACCESS2,14.0
12089,BPHIGH,29.5
13111,CASTHMA,10.0
13089,DIABETES,12.3
08115,DIABETES,9.0
13065,CASTHMA,11.2
12069,DENTAL,56.3
13063,CASTHMA,11.4
08043,ACCESS2,13.4
08047,DIABETES,9.6
06097,BPHIGH,31.6
12057,DIABETES,12.5
08021,CASTHMA,10.6
12099,CASTHMA,9.4
12081,CASTHMA,9.1
13009,HIGHCHOL,34.3
08031,DIABETES,7.1
12035,CHECKUP,81.4
12095,CASTHMA,9.1
08107,DENTAL,68.4
08027,DIABETES,12.4
13069,HIGHCHOL,34.8
12033,CHECKUP,75.6
06107,ACCESS2,18.2
08043,DIABETES,11.4
13155,ACCESS2,15.2
12073,DENTAL,59.2
12015,ACCESS2,11.4
08099,DENTAL,54.2
08051,DIABETES,7.1
09120,DENTAL,67.6
12095,HIGHCHOL,35.7
13031,BPHIGH,38.8
08014,DIABETES,7.1
13135,DENTAL,60.1
13081,DENTAL,51.0
13109,DIABETES,14.8
13001,BPHIGH,38.8
08069,DENTAL,69.1
13133,CHECKUP,78.4
12075,HIGHCHOL,33.3
12061,DIABETES,14.3
06093,HIGHCHOL,30.9
12087,DENTAL,62.0
06103,DENTAL,59.0
12085,DENTAL,63.3
12007,ACCESS2,15.8
13061,BPHIGH,52.1
13017,HIGHCHOL,34.8
12057,CASTHMA,9.4
08085,DENTAL,60.5
13077,HIGHCHOL,37.6
06093,DIABETES,9.9
13077,DENTAL,63.4
13163,HIGHCHOL,40.2
13011,BPHIGH,39.0
13055,DENTAL,51.1
12105,DENTAL,52.5
12019,DENTAL,59.5
08003,ACCESS2,18.5
13129,DIABETES,12.2
08085,HIGHCHOL,28.5
08055,ACCESS2,13.4
12113,CASTHMA,9.6
12091,CASTHMA,9.6
13147,DENTAL,58.2
13127,ACCESS2,12.5
08079,CASTHMA,10.7
12027,CHECKUP,76.6
12053,CASTHMA,9.8
06099,DIABETES,11.9
09160,DENTAL,70.5
13125,CASTHMA,10.5
13087,ACCESS2,17.0
08119,CHECKUP,69.8
08101,HIGHCHOL,27.2
06109,BPHIGH,28.8
11001,DENTAL,69.3
13051,DENTAL,61.5
08039,ACCESS2,7.9
06075,BPHIGH,25.1
08037,HIGHCHOL,27.8
12101,DENTAL,60.7
13087,CHECKUP,79.9
12133,ACCESS2,16.4
08089,DENTAL,49.7
12009,CHECKUP,79.7
09160,CASTHMA,11.0
06085,HIGHCHOL,31.5
13043,DENTAL,47.4
12011,DENTAL,56.1
08027,ACCESS2,7.6
13031,DIABETES,11.5
13151,CASTHMA,10.5
12105,HIGHCHOL,40.1
08071,CHECKUP,68.0
08031,ACCESS2,12.5
09110,CHECKUP,79.6
08041,CASTHMA,11.6
08035,ACCESS2,6.3
12009,BPHIGH,38.8
08079,BPHIGH,25.8
06105,DENTAL,57.8
13077,BPHIGH,32.6
08003,BPHIGH,29.0
13141,CHECKUP,78.5
06085,DIABETES,10.5
12061,CASTHMA,9.1
13139,CHECKUP,76.8
12061,BPHIGH,28.5
12057,BPHIGH,32.7
13017,DIABETES,19.1
13107,BPHIGH,41.2
13069,ACCESS2,19.0
13145,CHECKUP,77.2
13075,BPHIGH,42.6
08013,HIGHCHOL,27.6
06077,HIGHCHOL,33.7
13117,CHECKUP,79.2
12107,BPHIGH,35.8
06075,CASTHMA,8.4
12101,HIGHCHOL,40.5
12117,HIGHCHOL,31.7
13165,DIABETES,18.2
10005,BPHIGH,43.4
06093,DIABETES,13.9
06109,ACCESS2,7.5
08025,CASTHMA,10.1
08111,CHECKUP,70.0
12017,BPHIGH,42.6
08003,DENTAL,54.8
12035,BPHIGH,39.2
08025,DENTAL,48.0
13023,CHECKUP,77.5
08029,CASTHMA,11.6
08033,CASTHMA,11.4
13009,DIABETES,15.3
13095,BPHIGH,47.1
08037,CASTHMA,10.2
08007,DENTAL,67.3
12003,DENTAL,50.7
13027,DENTAL,46.4
12019,HIGHCHOL,38.5
12085,CASTHMA,9.4
08115,DIABETES,13.0
12043,ACCESS2,23.7
13021,ACCESS2,14.5
13027,HIGHCHOL,42.8
06087,CHECKUP,71.4
12093,ACCESS2,21.0
06089,HIGHCHOL,32.6
12097,CHECKUP,75.6
12121,ACCESS2,16.2
13139,DIABETES,11.8
06093,ACCESS2,8.2
08035,DENTAL,74.9
06107,CASTHMA,10.0
06115,DENTAL,57.0
12129,BPHIGH,33.8
10003,DIABETES,10.7
09150,BPHIGH,35.1
09120,ACCESS2,15.0
13007,HIGHCHOL,34.6
08013,BPHIGH,21.9
13003,HIGHCHOL,39.5
13037,CHECKUP,77.5
06091,CHECKUP,77.2
12055,DENTAL,54.7
13047,BPHIGH,36.3
09170,CASTHMA,10.9
06073,DENTAL,65.8
08014,CHECKUP,70.5
