NAME,B19013_001E,B27001_001E,B01003_001E,state,county
"Silver Bow County, Montana",61754,35080,35785,30,093
"Stillwater County, Montana",84732,9100,9182,30,095
"Sweet Grass County, Montana",77000,3688,3720,30,097
"Teton County, Montana",70430,6264,6353,30,099
"Toole County, Montana",57731,4542,5061,30,101
"Treasure County, Montana",67917,732,732,30,103
"Valley County, Montana",71695,7414,7519,30,105
"Wheatland County, Montana",49489,2029,2056,30,107
"Wibaux County, Montana",67462,1164,1193,30,109
"Yellowstone County, Montana",76570,166730,168957,30,111
"Adams County, Nebraska",68365,30847,31052,31,001
"Antelope County, Nebraska",66105,6251,6305,31,003
"Arthur County, Nebraska",76250,484,484,31,005
"Banner County, Nebraska",78839,742,742,31,007
"Blaine County, Nebraska",69583,422,422,31,009
"Boone County, Nebraska",74947,5268,5356,31,011
"Box Butte County, Nebraska",68892,10570,10714,31,013
"Boyd County, Nebraska",67045,1661,1688,31,015
"Brown County, Nebraska",54676,2843,2869,31,017
"Buffalo County, Nebraska",75911,49822,50579,31,019
"Burt County, Nebraska",63685,6653,6740,31,021
"Butler County, Nebraska",79268,8304,8424,31,023
"Cass County, Nebraska",91836,26847,27161,31,025
"Cedar County, Nebraska",73578,8196,8315,31,027
"Chase County, Nebraska",68173,3600,3671,31,029
"Cherry County, Nebraska",66270,5448,5498,31,031
"Cheyenne County, Nebraska",60348,9439,9533,31,033
"Clay County, Nebraska",78986,5993,6095,31,035
"Colfax County, Nebraska",82530,10577,10641,31,037
"Cuming County, Nebraska",71104,8890,8975,31,039
"Custer County, Nebraska",67906,10398,10518,31,041
"Dakota County, Nebraska",70329,21148,21354,31,043
"Dawes County, Nebraska",56280,8070,8140,31,045
"Dawson County, Nebraska",69880,24000,24202,31,047
"Deuel County, Nebraska",70096,1839,1847,31,049
"Dixon County, Nebraska",72454,5459,5545,31,051
"Dodge County, Nebraska",74329,36895,37351,31,053
"Douglas County, Nebraska",80391,584484,590736,31,055
"Dundy County, Nebraska",58922,1708,1736,31,057
"Fillmore County, Nebraska",76295,5387,5541,31,059
"Franklin County, Nebraska",60195,2796,2846,31,061
"Frontier County, Nebraska",70132,2550,2569,31,063
"Furnas County, Nebraska",61048,4491,4568,31,065
"Gage County, Nebraska",67247,21378,21629,31,067
"Garden County, Nebraska",41882,1735,1761,31,069
"Garfield County, Nebraska",62804,1656,1718,31,071
"Gosper County, Nebraska",77500,2011,2040,31,073
"Grant County, Nebraska",70147,626,626,31,075
"Greeley County, Nebraska",63929,2172,2202,31,077
"Hall County, Nebraska",69251,61878,62536,31,079
"Hamilton County, Nebraska",83994,9314,9464,31,081
"Harlan County, Nebraska",70625,2804,2847,31,083
"Hayes County, Nebraska",69250,843,843,31,085
"Hitchcock County, Nebraska",51567,2541,2569,31,087
"Holt County, Nebraska",68513,9992,10102,31,089
"Hooker County, Nebraska",49464,623,647,31,091
"Howard County, Nebraska",76767,6464,6534,31,093
"Jefferson County, Nebraska",59044,7060,7161,31,095
"Johnson County, Nebraska",57632,4287,5261,31,097
"Kearney County, Nebraska",78631,6651,6713,31,099
"Keith County, Nebraska",60645,8152,8219,31,101
"Keya Paha County, Nebraska",64000,822,822,31,103
"Kimball County, Nebraska",56712,3181,3248,31,105
"Knox County, Nebraska",64636,8216,8363,31,107
"Lancaster County, Nebraska",74793,321844,326696,31,109
"Lincoln County, Nebraska",65148,33428,33802,31,111
"Logan County, Nebraska",74271,773,773,31,113
"Loup County, Nebraska",71667,578,578,31,115
"McPherson County, Nebraska",58684,475,475,31,117
"Madison County, Nebraska",63128,34902,35532,31,119
"Merrick County, Nebraska",68354,7629,7724,31,121
"Morrill County, Nebraska",58500,4434,4534,31,123
"Nance County, Nebraska",65179,3253,3324,31,125
"Nemaha County, Nebraska",60924,6961,7046,31,127
"Nuckolls County, Nebraska",73976,4037,4087,31,129
"Otoe County, Nebraska",82188,16053,16241,31,131
"Pawnee County, Nebraska",62188,2494,2530,31,133
"Perkins County, Nebraska",72778,2790,2821,31,135
"Phelps County, Nebraska",68919,8808,9009,31,137
"Pierce County, Nebraska",72357,7220,7325,31,139
"Platte County, Nebraska",71552,34460,34716,31,141
"Polk County, Nebraska",69768,5145,5225,31,143
"Red Willow County, Nebraska",63697,10337,10557,31,145
"Richardson County, Nebraska",60108,7616,7751,31,147
"Rock County, Nebraska",58125,1294,1319,31,149
"Saline County, Nebraska",79910,14383,14650,31,151
"Sarpy County, Nebraska",103321,192799,197389,31,153
"Saunders County, Nebraska",94066,22750,23048,31,155
"Scotts Bluff County, Nebraska",63614,35216,35843,31,157
"Seward County, Nebraska",82444,17395,17641,31,159
"Sheridan County, Nebraska",60121,4885,5014,31,161
"Sherman County, Nebraska",63578,2916,2967,31,163
"Sioux County, Nebraska",53929,1171,1171,31,165
"Stanton County, Nebraska",80687,5733,5796,31,167
"Thayer County, Nebraska",66213,4803,4901,31,169
"Thomas County, Nebraska",65000,564,564,31,171
"Thurston County, Nebraska",69177,6534,6627,31,173
"Valley County, Nebraska",61852,4017,4066,31,175
"Washington County, Nebraska",94396,20918,21106,31,177
"Wayne County, Nebraska",66215,9800,9844,31,179
"Webster County, Nebraska",64347,3284,3360,31,181
"Wheeler County, Nebraska",70250,847,847,31,183
"York County, Nebraska",77757,13820,14286,31,185
"Churchill County, Nevada",79163,24494,25805,32,001
"Clark County, Nevada",76472,2304537,2329548,32,003
"Douglas County, Nevada",90754,49448,49623,32,005
"Elko County, Nevada",86487,53422,54047,32,007
"Esmeralda County, Nevada",41715,1022,1028,32,009
"Eureka County, Nevada",70473,1579,1585,32,011
"Humboldt County, Nevada",81073,17134,17289,32,013
"Lander County, Nevada",89014,5744,5770,32,015
"Lincoln County, Nevada",72307,4069,4405,32,017
"Lyon County, Nevada",80812,61224,61680,32,019
"Mineral County, Nevada",54855,4459,4542,32,021
"Nye County, Nevada",60714,53253,54344,32,023
"Pershing County, Nevada",66902,4748,6487,32,027
"Storey County, Nevada",93409,4119,4140,32,029
"Washoe County, Nevada",88096,493994,497200,32,031
"White Pine County, Nevada",72865,7390,8735,32,033
"Carson City, Nevada",72355,55580,58384,32,510
"Belknap County, New Hampshire",92783,63766,64659,33,001
"Carroll County, New Hampshire",86463,51403,51804,33,003
"Cheshire County, New Hampshire",83329,76652,77297,33,005
"Coos County, New Hampshire",57677,29338,31271,33,007
"Grafton County, New Hampshire",88261,91320,92120,33,009
"Hillsborough County, New Hampshire",103545,422365,426378,33,011
"Merrimack County, New Hampshire",97004,152732,155967,33,013
"Rockingham County, New Hampshire",118331,316897,319082,33,015
"Strafford County, New Hampshire",88570,130845,132575,33,017
"Sullivan County, New Hampshire",80858,43240,43715,33,019
"Atlantic County, New Jersey",78050,273245,276270,34,001
"Bergen County, New Jersey",124884,956403,962316,34,003
"Burlington County, New Jersey",108111,454327,467805,34,005
"Camden County, New Jersey",88755,522446,527257,34,007
"Cape May County, New Jersey",91128,93415,94941,34,009
"Cumberland County, New Jersey",67436,145378,153305,34,011
"Essex County, New Jersey",80789,852534,863002,34,013
"Gloucester County, New Jersey",105115,305642,306954,34,015
"Hudson County, New Jersey",91795,714287,718323,34,017
"Hunterdon County, New Jersey",141715,128144,130160,34,019
"Mercer County, New Jersey",100645,381448,385864,34,021
"Middlesex County, New Jersey",111549,863955,871290,34,023
"Monmouth County, New Jersey",124845,641457,645353,34,025
"Morris County, New Jersey",137326,510581,514528,34,027
"Ocean County, New Jersey",89863,649228,654362,34,029
"Passaic County, New Jersey",87522,518083,521012,34,031
"Salem County, New Jersey",79960,64191,65275,34,033
"Somerset County, New Jersey",140374,347251,349846,34,035
"Sussex County, New Jersey",116186,144850,145807,34,037
"Union County, New Jersey",103202,576507,579290,34,039
"Warren County, New Jersey",100869,110083,110849,34,041
"Bernalillo County, New Mexico",69473,665931,673930,35,001
"Catron County, New Mexico",49864,3737,3743,35,003
"Chaves County, New Mexico",52938,62929,64217,35,005
"Cibola County, New Mexico",50759,25412,26845,35,006
"Colfax County, New Mexico",53554,11674,12322,35,007
"Curry County, New Mexico",57309,43570,47638,35,009
"De Baca County, New Mexico",-666666666,1562,1576,35,011
"Doña Ana County, New Mexico",56848,220768,224266,35,013
"Eddy County, New Mexico",78426,60429,61105,35,015
"Grant County, New Mexico",44958,27324,27775,35,017
"Guadalupe County, New Mexico",42750,3978,4381,35,019
"Harding County, New Mexico",48553,738,741,35,021
"Hidalgo County, New Mexico",48882,3977,4041,35,023
"Lea County, New Mexico",68015,72049,73733,35,025
"Lincoln County, New Mexico",53303,20084,20224,35,027
"Los Alamos County, New Mexico",147139,19251,19435,35,028
"Luna County, New Mexico",36419,25272,25611,35,029
"McKinley County, New Mexico",47668,69824,70431,35,031
"Mora County, New Mexico",53663,4149,4149,35,033
"Otero County, New Mexico",55876,62198,68816,35,035
"Quay County, New Mexico",41946,8504,8564,35,037
"Rio Arriba County, New Mexico",57155,39990,40070,35,039
"Roosevelt County, New Mexico",52685,18434,18928,35,041
"Sandoval County, New Mexico",86636,152764,153604,35,043
"San Juan County, New Mexico",55872,119811,120942,35,045
"San Miguel County, New Mexico",49431,26446,26850,35,047
"Santa Fe County, New Mexico",79071,154592,156105,35,049
"Sierra County, New Mexico",41600,11281,11500,35,051
"Socorro County, New Mexico",36570,15948,16200,35,053
"Taos County, New Mexico",58950,34326,34543,35,055
"Torrance County, New Mexico",57842,15388,15490,35,057
"Union County, New Mexico",46694,3543,4013,35,059
"Valencia County, New Mexico",58933,76674,78458,35,061
"Albany County, New York",85333,313677,317018,36,001
"Allegany County, New York",62869,46647,47159,36,003
"Bronx County, New York",48676,1388686,1404779,36,005
"Broome County, New York",62616,194580,197378,36,007
"Cattaraugus County, New York",59540,75333,76145,36,009
"Cayuga County, New York",67904,72389,75102,36,011
"Chautauqua County, New York",58351,123750,125544,36,013
"Chemung County, New York",63716,79961,82147,36,015
"Chenango County, New York",62948,45813,46321,36,017
"Clinton County, New York",71224,75608,78493,36,019
"Columbia County, New York",81528,60040,61100,36,021
"Cortland County, New York",70418,45814,46246,36,023
"Delaware County, New York",63337,44053,44487,36,025
"Dutchess County, New York",99478,291933,298220,36,027
"Erie County, New York",72839,943063,950622,36,029
"Essex County, New York",71661,35360,36973,36,031
"Franklin County, New York",65151,44079,46696,36,033
"Fulton County, New York",66533,51723,52487,36,035
"Genesee County, New York",73314,57107,57787,36,037
"Greene County, New York",77945,45152,47409,36,039
"Hamilton County, New York",68835,5082,5089,36,041
"Herkimer County, New York",68515,59216,59757,36,043
"Jefferson County, New York",66301,103251,115040,36,045
"Kings County, New York",80263,2617419,2631580,36,047
"Lewis County, New York",68182,26322,26607,36,049
"Livingston County, New York",74001,60209,61498,36,051
"Madison County, New York",75499,66813,67328,36,053
"Monroe County, New York",76382,747081,753753,36,055
"Montgomery County, New York",64943,48809,49528,36,057
"Nassau County, New York",146202,1381085,1389591,36,059
"New York County, New York",103931,1621713,1629477,36,061
"Niagara County, New York",69633,209052,210721,36,063
"Oneida County, New York",70154,222862,229124,36,065
"Onondaga County, New York",76945,465865,471129,36,067
"Ontario County, New York",82324,111750,112625,36,069
"Orange County, New York",97178,399014,406616,36,071
"Orleans County, New York",65969,37904,39608,36,073
"Oswego County, New York",69183,117149,117953,36,075
"Otsego County, New York",68885,59585,60108,36,077
"Putnam County, New York",126257,97654,98107,36,079
"Queens County, New York",86136,2309688,2323052,36,081
"Rensselaer County, New York",87915,158872,160332,36,083
"Richmond County, New York",98333,491571,494956,36,085
"Rockland County, New York",109959,340119,341883,36,087
"St. Lawrence County, New York",62850,104814,107226,36,089
"Saratoga County, New York",100787,236913,238284,36,091
"Schenectady County, New York",79623,158892,160369,36,093
"Schoharie County, New York",70133,29945,30049,36,095
"Schuyler County, New York",67663,17448,17562,36,097
"Seneca County, New York",68089,31415,32920,36,099
"Steuben County, New York",65887,91684,92588,36,101
"Suffolk County, New York",130686,1520681,1530146,36,103
"Sullivan County, New York",72382,77508,79721,36,105
"Tioga County, New York",72739,47481,47864,36,107
"Tompkins County, New York",74024,103775,104537,36,109
"Ulster County, New York",86271,178973,182601,36,111
"Warren County, New York",78442,64873,65517,36,113
"Washington County, New York",73495,58080,60522,36,115
"Wayne County, New York",74506,90297,90929,36,117
"Westchester County, New York",118976,989303,999677,36,119
"Wyoming County, New York",69110,36663,39753,36,121
"Yates County, New York",69701,24228,24526,36,123
"Alamance County, North Carolina",65651,175945,176893,37,001
"Alexander County, North Carolina",65354,34909,36412,37,003
"Alleghany County, North Carolina",47172,11077,11174,37,005
"Anson County, North Carolina",47302,20645,22289,37,007
"Ashe County, North Carolina",56866,26651,26950,37,009
"Avery County, North Carolina",61428,16072,17680,37,011
"Beaufort County, North Carolina",58357,44141,44499,37,013
"Bertie County, North Carolina",48750,15697,17170,37,015
"Bladen County, North Carolina",42422,29287,29566,37,017
"Brunswick County, North Carolina",77024,151598,152568,37,019
"Buncombe County, North Carolina",74436,270658,274360,37,021
"Burke County, North Carolina",58592,85624,87795,37,023
"Cabarrus County, North Carolina",89005,234403,236133,37,025
"Caldwell County, North Carolina",56425,79793,80536,37,027
"Camden County, North Carolina",91078,10818,10927,37,029
"Carteret County, North Carolina",72322,67663,69148,37,031
"Caswell County, North Carolina",59755,21269,22404,37,033
"Catawba County, North Carolina",67864,162089,163573,37,035
"Chatham County, North Carolina",94317,79421,80151,37,037
"Cherokee County, North Carolina",53628,29279,29562,37,039
"Chowan County, North Carolina",53864,13615,13836,37,041
"Clay County, North Carolina",56971,11502,11610,37,043
"Cleveland County, North Carolina",58534,100301,100991,37,045
"Columbus County, North Carolina",49442,47979,50140,37,047
"Craven County, North Carolina",65873,95704,102612,37,049
"Cumberland County, North Carolina",61291,302412,338545,37,051
"Currituck County, North Carolina",93511,29967,30601,37,053
"Dare County, North Carolina",88994,37628,37875,37,055
"Davidson County, North Carolina",64172,171362,172954,37,057
"Davie County, North Carolina",75057,43733,44122,37,059
"Duplin County, North Carolina",55148,48914,49335,37,061
"Durham County, North Carolina",82316,328093,332353,37,063
"Edgecombe County, North Carolina",51265,48122,48736,37,065
"Forsyth County, North Carolina",67165,386919,389977,37,067
"Franklin County, North Carolina",74240,73363,74386,37,069
"Gaston County, North Carolina",67478,232768,234881,37,071
"Gates County, North Carolina",66333,10274,10376,37,073
"Graham County, North Carolina",49684,7929,8072,37,075
"Granville County, North Carolina",71111,56981,60877,37,077
"Greene County, North Carolina",53244,18029,20486,37,079
"Guilford County, North Carolina",68642,543718,547940,37,081
"Halifax County, North Carolina",45590,46573,47675,37,083
"Harnett County, North Carolina",71287,133025,139150,37,085
"Haywood County, North Carolina",61912,62109,62662,37,087
"Henderson County, North Carolina",68187,117443,118484,37,089
"Hertford County, North Carolina",45537,19205,19908,37,091
"Hoke County, North Carolina",64912,50252,53835,37,093
"Hyde County, North Carolina",53713,3909,4592,37,095
"Iredell County, North Carolina",81419,195135,196544,37,097
"Jackson County, North Carolina",55815,43532,43771,37,099
"Johnston County, North Carolina",83384,232500,234263,37,101
"Jones County, North Carolina",59641,9152,9302,37,103
"Lee County, North Carolina",65387,64823,65816,37,105
"Lenoir County, North Carolina",45143,54034,54919,37,107
"Lincoln County, North Carolina",80016,92127,92716,37,109
"McDowell County, North Carolina",57168,43645,44817,37,111
"Macon County, North Carolina",59061,37722,37941,37,113
"Madison County, North Carolina",58531,21625,21867,37,115
"Martin County, North Carolina",48578,21496,21644,37,117
"Mecklenburg County, North Carolina",87005,1148645,1154681,37,119
"Mitchell County, North Carolina",57602,14914,14992,37,121
"Montgomery County, North Carolina",57766,25352,26007,37,123
"Moore County, North Carolina",86080,100110,104876,37,125
"Nash County, North Carolina",62426,95171,96216,37,127
"New Hanover County, North Carolina",75166,233153,235229,37,129
"Northampton County, North Carolina",50086,16470,16931,37,131
"Onslow County, North Carolina",68148,167775,207906,37,133
"Orange County, North Carolina",90089,148842,149678,37,135
"Pamlico County, North Carolina",59717,11628,12390,37,137
"Pasquotank County, North Carolina",66589,39304,40834,37,139
"Pender County, North Carolina",80396,63795,65550,37,141
"Perquimans County, North Carolina",67917,13211,13244,37,143
"Person County, North Carolina",63300,39262,39542,37,145
"Pitt County, North Carolina",58188,175326,177193,37,147
"Polk County, North Carolina",67758,19582,19891,37,149
"Randolph County, North Carolina",61022,145194,146348,37,151
"Richmond County, North Carolina",44883,41370,42344,37,153
"Robeson County, North Carolina",41978,115143,116902,37,155
"Rockingham County, North Carolina",57053,91241,92131,37,157
"Rowan County, North Carolina",65725,147555,149875,37,159
"Rutherford County, North Carolina",51410,63916,64930,37,161
"Sampson County, North Carolina",52432,58429,59470,37,163
"Scotland County, North Carolina",45730,31725,33590,37,165
"Stanly County, North Carolina",60704,63337,64651,37,167
"Stokes County, North Carolina",62969,44635,45139,37,169
"Surry County, North Carolina",55656,70585,71425,37,171
"Swain County, North Carolina",52349,13776,14013,37,173
"Transylvania County, North Carolina",66184,33338,33691,37,175
"Tyrrell County, North Carolina",41685,3004,3423,37,177
"Union County, North Carolina",102900,249881,250958,37,179
"Vance County, North Carolina",50465,41951,42322,37,181
"Wake County, North Carolina",105768,1171095,1178653,37,183
"Warren County, North Carolina",50638,18157,18795,37,185
"Washington County, North Carolina",41813,10631,10812,37,187
"Watauga County, North Carolina",51693,54888,55123,37,189
"Wayne County, North Carolina",59733,113618,118652,37,191
"Wilkes County, North Carolina",51721,64969,65935,37,193
"Wilson County, North Carolina",56423,78268,79290,37,195
"Yadkin County, North Carolina",62932,37140,37574,37,197
"Yancey County, North Carolina",58709,18687,18797,37,199
"Adams County, North Dakota",62500,2083,2145,38,001
"Barnes County, North Dakota",68038,10521,10773,38,003
"Benson County, North Dakota",64033,5787,5808,38,005
"Billings County, North Dakota",86806,1024,1024,38,007
"Bottineau County, North Dakota",85000,6245,6378,38,009
"Bowman County, North Dakota",72109,2850,2906,38,011
"Burke County, North Dakota",91591,2154,2156,38,013
"Burleigh County, North Dakota",86851,98326,100600,38,015
"Cass County, North Dakota",75555,191156,193400,38,017
"Cavalier County, North Dakota",69531,3560,3633,38,019
"Dickey County, North Dakota",68654,4822,4935,38,021
"Divide County, North Dakota",91852,2097,2167,38,023
"Dunn County, North Dakota",97689,3974,4040,38,025
"Eddy County, North Dakota",50850,2237,2307,38,027
"Emmons County, North Dakota",66538,3175,3254,38,029
"Foster County, North Dakota",87831,3276,3358,38,031
"Golden Valley County, North Dakota",68021,1640,1653,38,033
"Grand Forks County, North Dakota",68075,70789,72923,38,035
"Grant County, North Dakota",57875,2225,2269,38,037
"Griggs County, North Dakota",61711,2164,2245,38,039
"Hettinger County, North Dakota",73026,2298,2432,38,041
"Kidder County, North Dakota",65610,2377,2377,38,043
"LaMoure County, North Dakota",80664,4052,4118,38,045
"Logan County, North Dakota",62750,1754,1819,38,047
"McHenry County, North Dakota",80733,5141,5207,38,049
"McIntosh County, North Dakota",64419,2387,2497,38,051
"McKenzie County, North Dakota",93404,14220,14321,38,053
"McLean County, North Dakota",83583,9656,9823,38,055
"Mercer County, North Dakota",80946,8163,8337,38,057
"Morton County, North Dakota",79382,33098,33777,38,059
"Mountrail County, North Dakota",80717,9419,9507,38,061
"Nelson County, North Dakota",67193,2899,3016,38,063
"Oliver County, North Dakota",77240,1835,1839,38,065
"Pembina County, North Dakota",68393,6549,6727,38,067
"Pierce County, North Dakota",59365,3763,3928,38,069
"Ramsey County, North Dakota",61006,11135,11556,38,071
"Ransom County, North Dakota",75736,5417,5643,38,073
"Renville County, North Dakota",74301,2183,2304,38,075
"Richland County, North Dakota",75432,16418,16584,38,077
"Rolette County, North Dakota",59517,11838,11924,38,079
"Sargent County, North Dakota",77946,3744,3804,38,081
"Sheridan County, North Dakota",62639,1292,1303,38,083
"Sioux County, North Dakota",42083,3709,3740,38,085
"Slope County, North Dakota",71250,766,766,38,087
"Stark County, North Dakota",84449,32975,33302,38,089
"Steele County, North Dakota",77500,1804,1804,38,091
"Stutsman County, North Dakota",61856,20661,21549,38,093
"Towner County, North Dakota",67350,2047,2079,38,095
"Traill County, North Dakota",87004,7752,7970,38,097
"Walsh County, North Dakota",71944,10144,10396,38,099
"Ward County, North Dakota",78238,64033,68973,38,101
"Wells County, North Dakota",66114,3804,3890,38,103
"Williams County, North Dakota",85595,39242,39555,38,105
"Adams County, Ohio",50264,27323,27540,39,001
"Allen County, Ohio",64038,99176,101348,39,003
"Ashland County, Ohio",69860,51603,52256,39,005
"Ashtabula County, Ohio",57728,94107,97167,39,007
"Athens County, Ohio",56001,61189,61737,39,009
"Auglaize County, Ohio",78660,45627,46125,39,011
"Belmont County, Ohio",57017,62045,65473,39,013
"Brown County, Ohio",71270,43339,43845,39,015
"Butler County, Ohio",81590,388892,392876,39,017
"Carroll County, Ohio",64835,26434,26659,39,019
"Champaign County, Ohio",75556,38368,38804,39,021
"Clark County, Ohio",63132,133446,135158,39,023
"Clermont County, Ohio",85510,209534,211181,39,025
"Clinton County, Ohio",70407,41722,42012,39,027
"Columbiana County, Ohio",58180,97705,100704,39,029
"Coshocton County, Ohio",55577,36452,36744,39,031
"Crawford County, Ohio",58044,41216,41711,39,033
"Cuyahoga County, Ohio",64468,1231319,1245873,39,035
"Darke County, Ohio",64486,51055,51594,39,037
"Defiance County, Ohio",73064,38014,38343,39,039
"Delaware County, Ohio",133540,225867,226834,39,041
"Erie County, Ohio",71993,73326,74581,39,043
"Fairfield County, Ohio",90966,159985,163453,39,045
"Fayette County, Ohio",63275,28554,28876,39,047
"Franklin County, Ohio",75176,1324603,1333048,39,049
"Fulton County, Ohio",72864,41868,42240,39,051
"Gallia County, Ohio",56830,28698,29068,39,053
"Geauga County, Ohio",107860,94629,95481,39,055
"Greene County, Ohio",87309,165898,169688,39,057
"Guernsey County, Ohio",58478,37879,38223,39,059
"Hamilton County, Ohio",72470,820957,830774,39,061
"Hancock County, Ohio",73141,74180,74866,39,063
"Hardin County, Ohio",62484,30307,30475,39,065
"Harrison County, Ohio",54414,14022,14306,39,067
"Henry County, Ohio",80099,27229,27567,39,069
"Highland County, Ohio",65785,43096,43517,39,071
"Hocking County, Ohio",62960,27620,27799,39,073
"Holmes County, Ohio",76140,43669,44418,39,075
"Huron County, Ohio",67878,57811,58319,39,077
"Jackson County, Ohio",57106,32345,32650,39,079
"Jefferson County, Ohio",59055,63728,64518,39,081
"Knox County, Ohio",73878,62418,63142,39,083
"Lake County, Ohio",80925,230196,232216,39,085
"Lawrence County, Ohio",58325,56271,56819,39,087
"Licking County, Ohio",84426,180563,181837,39,089
"Logan County, Ohio",71551,45764,46089,39,091
"Lorain County, Ohio",73347,311613,317129,39,093
"Lucas County, Ohio",62224,423265,428018,39,095
"Madison County, Ohio",87045,40059,44423,39,097
"Mahoning County, Ohio",56942,222198,226491,39,099
"Marion County, Ohio",59371,59706,65020,39,101
"Medina County, Ohio",94968,182374,183660,39,103
"Meigs County, Ohio",46873,21711,21896,39,105
"Mercer County, Ohio",76782,42028,42484,39,107
"Miami County, Ohio",76817,109282,110296,39,109
"Monroe County, Ohio",60134,13138,13227,39,111
"Montgomery County, Ohio",66139,527084,536096,39,113
"Morgan County, Ohio",59351,13495,13651,39,115
"Morrow County, Ohio",75283,35051,35404,39,117
"Muskingum County, Ohio",60780,85636,86411,39,119
"Noble County, Ohio",56098,11859,14282,39,121
"Ottawa County, Ohio",76101,39552,39994,39,123
"Paulding County, Ohio",67731,18707,18791,39,125
"Perry County, Ohio",67460,35301,35535,39,127
"Pickaway County, Ohio",74040,56319,60131,39,129
"Pike County, Ohio",52736,26833,27044,39,131
"Portage County, Ohio",75766,160832,161956,39,133
"Preble County, Ohio",69223,40510,40765,39,135
"Putnam County, Ohio",84928,34038,34314,39,137
"Richland County, Ohio",59509,118652,125099,39,139
"Ross County, Ohio",61303,71403,76492,39,141
"Sandusky County, Ohio",62295,57933,58778,39,143
"Scioto County, Ohio",50609,69968,72627,39,145
"Seneca County, Ohio",66025,54016,54770,39,147
"Shelby County, Ohio",73978,47580,47929,39,149
"Stark County, Ohio",67934,369523,373713,39,151
"Summit County, Ohio",71622,532351,537864,39,153
"Trumbull County, Ohio",56435,197172,200929,39,155
"Tuscarawas County, Ohio",65044,91482,92385,39,157
"Union County, Ohio",112322,64774,67324,39,159
"Van Wert County, Ohio",67917,28511,28826,39,161
"Vinton County, Ohio",55336,12567,12630,39,163
"Warren County, Ohio",110132,244442,250008,39,165
"Washington County, Ohio",63603,58422,58978,39,167
"Wayne County, Ohio",73574,115443,116588,39,169
"Williams County, Ohio",61048,35802,36719,39,171
"Wood County, Ohio",74216,130825,132064,39,173
"Wyandot County, Ohio",69768,21354,21598,39,175
"Adair County, Oklahoma",48041,19293,19575,40,001
"Alfalfa County, Oklahoma",64615,4453,5696,40,003
"Atoka County, Oklahoma",54785,12891,14379,40,005
"Beaver County, Oklahoma",64276,4944,5028,40,007
"Beckham County, Oklahoma",53328,19217,22148,40,009
"Blaine County, Oklahoma",61642,8000,8570,40,011
"Bryan County, Oklahoma",57225,47661,48253,40,013
"Caddo County, Oklahoma",55353,25029,26447,40,015
"Canadian County, Oklahoma",87751,166415,168985,40,017
"Carter County, Oklahoma",60723,47812,48555,40,019
"Cherokee County, Oklahoma",53218,47501,47942,40,021
"Choctaw County, Oklahoma",44081,14125,14297,40,023
"Cimarron County, Oklahoma",62188,2204,2218,40,025
"Cleveland County, Oklahoma",77068,293219,300047,40,027
"Coal County, Oklahoma",50423,5272,5320,40,029
"Comanche County, Oklahoma",60761,107815,121825,40,031
"Cotton County, Oklahoma",58425,5390,5485,40,033
"Craig County, Oklahoma",51922,13422,14302,40,035
"Creek County, Oklahoma",62338,72020,72830,40,037
"Custer County, Oklahoma",59738,27734,28259,40,039
"Delaware County, Oklahoma",56676,40864,41279,40,041
"Dewey County, Oklahoma",62569,4282,4360,40,043
"Ellis County, Oklahoma",61016,3616,3683,40,045
"Garfield County, Oklahoma",66182,59857,62146,40,047
"Garvin County, Oklahoma",58556,25634,25860,40,049
"Grady County, Oklahoma",75419,56132,56606,40,051
"Grant County, Oklahoma",60758,4061,4131,40,053
"Greer County, Oklahoma",59406,4455,5489,40,055
"Harmon County, Oklahoma",43333,2329,2406,40,057
"Harper County, Oklahoma",64053,3147,3203,40,059
"Haskell County, Oklahoma",49806,11615,11683,40,061
"Hughes County, Oklahoma",51581,11722,13389,40,063
"Jackson County, Oklahoma",62799,23194,24678,40,065
"Jefferson County, Oklahoma",48668,5253,5380,40,067
"Johnston County, Oklahoma",52688,10222,10278,40,069
"Kay County, Oklahoma",58423,42687,43625,40,071
"Kingfisher County, Oklahoma",71975,15184,15430,40,073
"Kiowa County, Oklahoma",44962,8213,8383,40,075
"Latimer County, Oklahoma",41405,9339,9518,40,077
"Le Flore County, Oklahoma",51565,47623,49053,40,079
"Lincoln County, Oklahoma",62216,33796,34219,40,081
"Logan County, Oklahoma",83899,51487,51938,40,083
"Love County, Oklahoma",66580,10171,10261,40,085
"McClain County, Oklahoma",84552,44881,45273,40,087
"McCurtain County, Oklahoma",51929,30577,30863,40,089
"McIntosh County, Oklahoma",46281,19129,19400,40,091
"Major County, Oklahoma",71266,7532,7628,40,093
"Marshall County, Oklahoma",57245,15642,15792,40,095
"Mayes County, Oklahoma",60305,39309,39604,40,097
"Murray County, Oklahoma",66322,13314,13753,40,099
"Muskogee County, Oklahoma",53619,63357,66444,40,101
"Noble County, Oklahoma",66365,10615,10897,40,103
"Nowata County, Oklahoma",54333,9342,9435,40,105
"Okfuskee County, Oklahoma",48363,10182,11278,40,107
"Oklahoma County, Oklahoma",66679,793730,806199,40,109
"Okmulgee County, Oklahoma",54029,36238,36899,40,111
"Osage County, Oklahoma",62847,44350,45997,40,113
"Ottawa County, Oklahoma",49947,29963,30341,40,115
"Pawnee County, Oklahoma",58738,15601,15795,40,117
