,geoid,uninsured_rate,uninsured_count,total_population
1431,28057,0.134,2477.0,18532.0
1432,28059,0.125,14870.0,118620.0
1433,28061,0.118,1445.0,12233.0
1434,28063,0.147,757.0,5149.0
1435,28065,0.1369999999999999,1111.0,8084.0
1436,28067,0.132,6909.0,52338.0
1437,28069,0.13,741.0,5693.0
1438,28071,0.139,6099.0,43730.0
1439,28073,0.131,7190.0,54950.0
1440,28075,0.132,7157.0,54210.0
1441,28077,0.133,1237.0,9277.0
1442,28079,0.157,2571.0,16327.0
1443,28081,0.13,8957.0,68882.0
1444,28083,0.124,2596.0,20959.0
1445,28085,0.139,3896.0,27982.0
1446,28087,0.113,5114.0,45441.0
1447,28089,0.0969999999999999,8899.0,91747.0
1448,28091,0.143,2682.0,18786.0
1449,28093,0.139,3526.0,25311.0
1450,28095,0.1369999999999999,3588.0,26268.0
1451,28097,0.159,1137.0,7171.0
1452,28099,0.152,3422.0,22449.0
1453,28101,0.132,2139.0,16161.0
1454,28103,0.158,1229.0,7769.0
1455,28105,0.131,5094.0,38841.0
1456,28107,0.143,3718.0,26011.0
1457,28109,0.152,6850.0,45181.0
1458,28111,0.132,1204.0,9120.0
1459,28113,0.145,4491.0,30891.0
1460,28115,0.15,3953.0,26329.0
1461,28117,0.13,2486.0,19109.0
1462,28119,0.152,668.0,4396.0
1463,28121,0.109,13924.0,127433.0
1464,28123,0.153,3472.0,22667.0
1465,28125,0.136,358.0,2626.0
1466,28127,0.142,2857.0,20125.0
1467,28129,0.138,1519.0,10971.0
1468,28131,0.152,2173.0,14257.0
1469,28133,0.133,2193.0,16456.0
1470,28135,0.141,1138.0,8097.0
1471,28137,0.134,2977.0,22181.0
1472,28139,0.1689999999999999,2896.0,17157.0
1473,28141,0.166,2422.0,14592.0
1474,28143,0.121,934.0,7723.0
1475,28145,0.134,3111.0,23265.0
1476,28147,0.165,1756.0,10645.0
1477,28149,0.1169999999999999,3946.0,33615.0
1478,28151,0.141,4648.0,32919.0
1479,28153,0.163,2564.0,15691.0
1480,28155,0.143,1154.0,8078.0
1481,28157,0.128,701.0,5458.0
1482,28159,0.139,1817.0,13052.0
1483,28161,0.118,1103.0,9325.0
1484,28163,0.131,2265.0,17340.0
1485,29001,0.108,2031.0,18804.0
1486,29003,0.094,1349.0,14398.0
1487,29005,0.127,490.0,3846.0
1488,29007,0.138,2628.0,19087.0
1489,29009,0.142,3841.0,27118.0
1490,29011,0.145,1338.0,9228.0
1491,29013,0.134,1712.0,12794.0
1492,29015,0.149,2069.0,13896.0
1493,29017,0.145,1192.0,8236.0
1494,29019,0.084,12823.0,152829.0
1495,29021,0.121,7944.0,65749.0
1496,29023,0.138,4615.0,33499.0
1497,29025,0.131,919.0,7024.0
1498,29027,0.098,3316.0,33752.0
1499,29029,0.139,4257.0,30568.0
1500,29031,0.098,6426.0,65362.0
1501,29033,0.1169999999999999,761.0,6491.0
1502,29035,0.132,551.0,4170.0
1503,29037,0.089,8072.0,90533.0
1504,29039,0.147,1638.0,11119.0
1505,29041,0.109,591.0,5444.0
1506,29043,0.109,8460.0,77455.0
1507,29045,0.129,681.0,5291.0
1508,29047,0.077,16820.0,217379.0
1509,29049,0.099,1715.0,17404.0
1510,29051,0.09,5358.0,59211.0
1511,29053,0.105,1360.0,12997.0
1512,29055,0.152,2706.0,17819.0
1513,29057,0.138,797.0,5757.0
1514,29059,0.148,2072.0,13958.0
1515,29061,0.158,1025.0,6492.0
1516,29063,0.103,748.0,7232.0
1517,29065,0.139,1560.0,11190.0
1518,29067,0.122,1095.0,8948.0
1519,29069,0.133,2913.0,21917.0
1520,29071,0.102,8750.0,85536.0
1521,29073,0.13,1467.0,11316.0
1522,29075,0.15,761.0,5057.0
1523,29077,0.111,27188.0,244882.0
1524,29079,0.149,1125.0,7561.0
1525,29081,0.106,668.0,6309.0
1526,29083,0.1159999999999999,2018.0,17404.0
1527,29085,0.131,763.0,5803.0
1528,29087,0.106,336.0,3173.0
1529,29089,0.106,783.0,7403.0
1530,29091,0.13,4217.0,32354.0
1531,29093,0.13,933.0,7159.0
1532,29095,0.111,65719.0,593157.0
1533,29097,0.14,14375.0,102436.0
1534,29099,0.095,18105.0,191067.0
1535,29101,0.105,4687.0,44657.0
1536,29103,0.1669999999999999,487.0,2916.0
1537,29105,0.1169999999999999,3455.0,29519.0
1538,29107,0.119,3136.0,26443.0
1539,29109,0.151,4779.0,31610.0
1540,29111,0.132,946.0,7140.0
1541,29113,0.098,5238.0,53689.0
1542,29115,0.113,1051.0,9310.0
1543,29117,0.125,1307.0,10448.0
1544,29119,0.18,3532.0,19667.0
1545,29121,0.114,1334.0,11653.0
1546,29123,0.108,1082.0,10006.0
1547,29125,0.13,857.0,6569.0
1548,29127,0.105,2349.0,22468.0
1549,29129,0.148,390.0,2628.0
1550,29131,0.125,2544.0,20274.0
1551,29133,0.15,1311.0,8760.0
1552,29135,0.177,2150.0,12124.0
1553,29137,0.134,866.0,6455.0
1554,29139,0.12,1086.0,9072.0
1555,29141,0.214,3532.0,16474.0
1556,29143,0.125,1547.0,12350.0
1557,29145,0.134,6429.0,48139.0
1558,29147,0.103,1617.0,15734.0
1559,29149,0.145,967.0,6683.0
1560,29151,0.09,974.0,10814.0
1561,29153,0.156,988.0,6339.0
1562,29155,0.119,1407.0,11830.0
1563,29157,0.109,1640.0,14992.0
1564,29159,0.14,4938.0,35282.0
1565,29161,0.1169999999999999,4127.0,35214.0
1566,29163,0.131,1708.0,13059.0
1567,29165,0.074,6839.0,92471.0
1568,29167,0.131,3423.0,26066.0
1569,29169,0.1,3867.0,38630.0
1570,29171,0.106,372.0,3521.0
1571,29173,0.1009999999999999,809.0,8032.0
1572,29175,0.114,2128.0,18679.0
1573,29177,0.12,2242.0,18656.0
1574,29179,0.153,684.0,4479.0
1575,29181,0.138,1180.0,8528.0
1576,29183,0.062,21284.0,342020.0
1577,29185,0.123,858.0,6967.0
1578,29186,0.104,1476.0,14195.0
1579,29187,0.136,6835.0,50192.0
1580,29189,0.073,56786.0,783155.0
1581,29195,0.111,1886.0,16935.0
1582,29197,0.135,431.0,3191.0
1583,29199,0.23,856.0,3722.0
1584,29201,0.126,3840.0,30382.0
1585,29203,0.126,698.0,5535.0
1586,29205,0.128,585.0,4576.0
1587,29207,0.139,3108.0,22355.0
1588,29209,0.136,2957.0,21787.0
1589,29211,0.12,546.0,4565.0
1590,29213,0.14,5867.0,41926.0
1591,29215,0.14,2562.0,18355.0
1592,29217,0.122,1849.0,15159.0
1593,29219,0.108,3280.0,30404.0
1594,29221,0.1369999999999999,2500.0,18272.0
1595,29223,0.142,1144.0,8042.0
1596,29225,0.126,4267.0,33736.0
1597,29227,0.126,179.0,1417.0
1598,29229,0.15,2276.0,15219.0
1599,29510,0.096,22067.0,230635.0
1600,30001,0.119,853.0,7165.0
1601,30003,0.124,1112.0,8962.0
1602,30005,0.127,635.0,4981.0
1603,30007,0.1159999999999999,691.0,5936.0
1604,30009,0.104,849.0,8148.0
1605,30011,0.119,120.0,1006.0
1606,30013,0.11,7267.0,66361.0
1607,30015,0.14,603.0,4294.0
1608,30017,0.1169999999999999,1083.0,9270.0
1609,30019,0.122,148.0,1210.0
1610,30021,0.084,555.0,6631.0
1611,30023,0.114,762.0,6698.0
1612,30025,0.093,227.0,2440.0
1613,30027,0.113,975.0,8646.0
1614,30029,0.115,10218.0,88835.0
1615,30031,0.08,8451.0,105177.0
1616,30033,0.1169999999999999,106.0,907.0
1617,30035,0.127,1232.0,9738.0
1618,30037,0.118,66.0,557.0
1619,30039,0.141,341.0,2416.0
1620,30041,0.126,1553.0,12344.0
1621,30043,0.0969999999999999,948.0,9803.0
1622,30045,0.111,169.0,1519.0
1623,30047,0.155,3683.0,23697.0
1624,30049,0.095,5558.0,58305.0
1625,30051,0.1669999999999999,252.0,1507.0
1626,30053,0.152,2289.0,15013.0
1627,30055,0.109,132.0,1208.0
1628,30057,0.131,857.0,6559.0
1629,30059,0.148,201.0,1362.0
1630,30061,0.1169999999999999,422.0,3618.0
1631,30063,0.09,8901.0,98663.0
1632,30065,0.1169999999999999,441.0,3773.0
1633,30067,0.102,1383.0,13500.0
1634,30069,0.063,23.0,366.0
1635,30071,0.106,334.0,3160.0
1636,30073,0.135,613.0,4535.0
1637,30075,0.135,163.0,1205.0
1638,30077,0.129,514.0,3977.0
1639,30079,0.146,106.0,727.0
1640,30081,0.119,4105.0,34593.0
1641,30083,0.098,919.0,9331.0
1642,30085,0.134,1024.0,7617.0
1643,30087,0.111,668.0,6014.0
1644,30089,0.165,1478.0,8948.0
1645,30091,0.124,328.0,2647.0
1646,30093,0.0969999999999999,2782.0,28560.0
1647,30095,0.09,627.0,6940.0
1648,30097,0.1,268.0,2670.0
1649,30099,0.115,564.0,4896.0
1650,30101,0.124,429.0,3447.0
1651,30103,0.125,66.0,529.0
1652,30105,0.134,738.0,5505.0
1653,30107,0.172,260.0,1508.0
1654,30109,0.124,86.0,695.0
1655,30111,0.092,12607.0,136850.0
1656,31001,0.08,1932.0,24178.0
1657,31003,0.084,395.0,4714.0
1658,31005,0.065,22.0,337.0
1659,31007,0.064,31.0,485.0
1660,31009,0.073,26.0,354.0
1661,31011,0.061,252.0,4106.0
1662,31013,0.109,908.0,8334.0
1663,31015,0.088,104.0,1177.0
1664,31017,0.1,215.0,2150.0
1665,31019,0.079,3219.0,40559.0
1666,31021,0.081,412.0,5074.0
1667,31023,0.071,472.0,6643.0
1668,31025,0.059,1295.0,22045.0
1669,31027,0.073,474.0,6469.0
1670,31029,0.1119999999999999,325.0,2897.0
1671,31031,0.078,330.0,4236.0
1672,31033,0.076,560.0,7343.0
1673,31035,0.087,413.0,4774.0
1674,31037,0.147,1292.0,8812.0
1675,31039,0.1119999999999999,776.0,6899.0
1676,31041,0.073,584.0,8053.0
1677,31043,0.105,1854.0,17636.0
1678,31045,0.079,466.0,5919.0
1679,31047,0.126,2440.0,19376.0
1680,31049,0.071,99.0,1385.0
1681,31051,0.102,429.0,4198.0
1682,31053,0.086,2514.0,29327.0
1683,31055,0.079,39276.0,494246.0
1684,31057,0.098,114.0,1158.0
1685,31059,0.067,280.0,4180.0
1686,31061,0.071,147.0,2063.0
1687,31063,0.078,144.0,1841.0
1688,31065,0.085,287.0,3391.0
1689,31067,0.074,1242.0,16723.0
1690,31069,0.084,109.0,1302.0
1691,31071,0.064,81.0,1263.0
1692,31073,0.087,121.0,1384.0
1693,31075,0.0819999999999999,36.0,440.0
1694,31077,0.091,152.0,1665.0
1695,31079,0.104,5354.0,51478.0
1696,31081,0.061,459.0,7465.0
1697,31083,0.09,195.0,2178.0
1698,31085,0.083,51.0,617.0
1699,31087,0.073,141.0,1937.0
1700,31089,0.089,680.0,7673.0
1701,31091,0.091,44.0,486.0
1702,31093,0.057,287.0,5040.0
1703,31095,0.073,393.0,5383.0
1704,31097,0.068,219.0,3238.0
1705,31099,0.065,343.0,5295.0
1706,31101,0.083,493.0,5942.0
1707,31103,0.094,50.0,533.0
1708,31105,0.121,294.0,2426.0
1709,31107,0.09,543.0,6047.0
1710,31109,0.073,19275.0,265340.0
1711,31111,0.073,1904.0,26236.0
1712,31113,0.071,37.0,520.0
1713,31115,0.048,20.0,417.0
1714,31117,0.0559999999999999,15.0,270.0
1715,31119,0.092,2621.0,28500.0
1716,31121,0.073,438.0,6000.0
1717,31123,0.09,312.0,3471.0
1718,31125,0.066,172.0,2598.0
1719,31127,0.0969999999999999,511.0,5254.0
1720,31129,0.09,262.0,2905.0
1721,31131,0.073,936.0,12830.0
1722,31133,0.093,168.0,1799.0
1723,31135,0.108,232.0,2143.0
1724,31137,0.074,523.0,7098.0
1725,31139,0.06,350.0,5867.0
1726,31141,0.09,2499.0,27652.0
1727,31143,0.0819999999999999,325.0,3959.0
1728,31145,0.081,651.0,8052.0
1729,31147,0.08,464.0,5773.0
1730,31149,0.075,66.0,882.0
1731,31151,0.115,1330.0,11525.0
1732,31153,0.046,7916.0,171684.0
1733,31155,0.053,1000.0,18801.0
1734,31157,0.095,2629.0,27629.0
1735,31159,0.067,901.0,13375.0
1736,31161,0.109,392.0,3581.0
1737,31163,0.077,166.0,2155.0
1738,31165,0.062,48.0,777.0
1739,31167,0.057,260.0,4523.0
1740,31169,0.073,266.0,3646.0
1741,31171,0.085,40.0,468.0
1742,31173,0.073,353.0,4812.0
1743,31175,0.093,283.0,3027.0
1744,31177,0.055,942.0,17192.0
1745,31179,0.067,466.0,6961.0
1746,31181,0.07,181.0,2569.0
1747,31183,0.054,30.0,551.0
1748,31185,0.063,676.0,10646.0
1749,32001,0.103,2129.0,20661.0
1750,32003,0.136,263702.0,1944574.0
1751,32005,0.1,3373.0,33579.0
1752,32007,0.102,4752.0,46364.0
1753,32009,0.188,96.0,510.0
1754,32011,0.069,105.0,1511.0
1755,32013,0.123,1768.0,14406.0
1756,32015,0.113,541.0,4793.0
1757,32017,0.118,379.0,3224.0
1758,32019,0.123,5980.0,48430.0
1759,32021,0.108,342.0,3165.0
1760,32023,0.103,3790.0,36963.0
1761,32027,0.103,401.0,3890.0
1762,32029,0.139,382.0,2758.0
1763,32031,0.129,52211.0,406045.0
1764,32033,0.088,561.0,6370.0
1765,32510,0.142,6210.0,43658.0
1766,33001,0.069,3368.0,49078.0
1767,33003,0.083,3008.0,36171.0
1768,33005,0.059,3412.0,57523.0
1769,33007,0.077,1726.0,22491.0
1770,33009,0.07,4611.0,65474.0
1771,33011,0.066,23033.0,350220.0
1772,33013,0.069,8227.0,119990.0
1773,33015,0.049,12612.0,255910.0
1774,33017,0.0559999999999999,5840.0,104093.0
1775,33019,0.07,2348.0,33365.0
1776,34001,0.087,18789.0,215788.0
1777,34003,0.068,52500.0,771866.0
1778,34005,0.05,18437.0,372285.0
1779,34007,0.085,36563.0,432578.0
1780,34009,0.077,5184.0,67019.0
1781,34011,0.103,12277.0,119069.0
1782,34013,0.106,73992.0,695711.0
1783,34015,0.05,12527.0,248598.0
1784,34017,0.104,62606.0,602433.0
1785,34019,0.044,4460.0,101257.0
1786,34021,0.087,26336.0,301891.0
1787,34023,0.073,50892.0,694547.0
1788,34025,0.061,31531.0,517725.0
1789,34027,0.053,22092.0,414066.0
1790,34029,0.0579999999999999,28970.0,503770.0
1791,34031,0.123,52024.0,423184.0
1792,34033,0.064,3363.0,52185.0
1793,34035,0.053,14946.0,284384.0
1794,34037,0.054,6327.0,118195.0
1795,34039,0.126,59908.0,475595.0
1796,34041,0.06,5260.0,88356.0
1797,35001,0.099,53218.0,539204.0
1798,35003,0.075,161.0,2134.0
1799,35005,0.11,5649.0,51545.0
1800,35006,0.092,1610.0,17525.0
1801,35007,0.102,829.0,8149.0
1802,35009,0.111,4468.0,40191.0
1803,35011,0.129,156.0,1208.0
1804,35013,0.121,21864.0,180321.0
1805,35015,0.107,5467.0,50907.0
1806,35017,0.087,1635.0,18847.0
1807,35019,0.086,239.0,2786.0
1808,35021,0.106,40.0,377.0
1809,35023,0.108,322.0,2993.0
1810,35025,0.133,8231.0,61735.0
1811,35027,0.118,1619.0,13718.0
1812,35028,0.021,341.0,15866.0
1813,35029,0.123,2413.0,19632.0
1814,35031,0.138,6598.0,47828.0
1815,35033,0.064,181.0,2837.0
1816,35035,0.093,4854.0,52192.0
1817,35037,0.102,624.0,6126.0
1818,35039,0.091,2696.0,29688.0
1819,35041,0.111,1665.0,15020.0
1820,35043,0.079,9455.0,119431.0
1821,35045,0.128,11337.0,88836.0
1822,35047,0.086,1647.0,19098.0
1823,35049,0.12,13318.0,110541.0
1824,35051,0.091,650.0,7118.0
1825,35053,0.104,1196.0,11458.0
1826,35055,0.113,2703.0,23848.0
1827,35057,0.09,1039.0,11495.0
1828,35059,0.121,319.0,2628.0
1829,35061,0.108,6668.0,61465.0
1830,36001,0.045,11047.0,243516.0
1831,36003,0.051,1640.0,32413.0
1832,36005,0.073,83167.0,1137321.0
1833,36007,0.052,7719.0,147336.0
1834,36009,0.066,3839.0,58312.0
1835,36011,0.06,3427.0,56722.0
1836,36013,0.0579999999999999,5530.0,95348.0
1837,36015,0.048,3019.0,63063.0
1838,36017,0.048,1708.0,35778.0
1839,36019,0.051,3026.0,59250.0
1840,36021,0.055,2457.0,44556.0
1841,36023,0.047,1631.0,34863.0
1842,36025,0.057,1778.0,31024.0
1843,36027,0.047,10632.0,227881.0
1844,36029,0.043,32293.0,743740.0
1845,36031,0.054,1417.0,26057.0
1846,36033,0.061,2073.0,34194.0
1847,36035,0.0579999999999999,2366.0,41052.0
1848,36037,0.044,1969.0,44827.0
1849,36039,0.05,1738.0,34536.0
1850,36041,0.086,289.0,3365.0
1851,36043,0.047,2177.0,45870.0
1852,36045,0.048,4441.0,92151.0
1853,36047,0.065,138828.0,2142539.0
1854,36049,0.054,1128.0,21035.0
1855,36051,0.043,1928.0,45309.0
1856,36053,0.0409999999999999,2007.0,49190.0
1857,36055,0.042,24517.0,589421.0
1858,36057,0.05,1978.0,39673.0
1859,36059,0.044,48971.0,1112633.0
1860,36061,0.047,59806.0,1263247.0
1861,36063,0.044,7329.0,164800.0
1862,36065,0.045,7908.0,174716.0
1863,36067,0.044,16280.0,368324.0
1864,36069,0.043,3659.0,85450.0
1865,36071,0.055,18429.0,337079.0
1866,36073,0.057,1725.0,30471.0
1867,36075,0.05,4657.0,92236.0
1868,36077,0.05,2033.0,40388.0
1869,36079,0.044,3487.0,78740.0
1870,36081,0.087,159501.0,1830381.0
1871,36083,0.044,5486.0,125117.0
1872,36085,0.05,19984.0,401968.0
1873,36087,0.052,14692.0,281474.0
1874,36089,0.06,4682.0,77764.0
1875,36091,0.037,7101.0,189523.0
1876,36093,0.045,5781.0,127183.0
1877,36095,0.05,1085.0,21576.0
1878,36097,0.055,744.0,13475.0
1879,36099,0.06,1480.0,24505.0
1880,36101,0.047,3428.0,72769.0
1881,36103,0.057,69884.0,1231998.0
1882,36105,0.061,3700.0,61109.0
1883,36107,0.042,1538.0,36877.0
1884,36109,0.047,3479.0,74134.0
1885,36111,0.07,9607.0,137593.0
1886,36113,0.049,2434.0,49293.0
1887,36115,0.054,2455.0,45633.0
1888,36117,0.054,3894.0,71907.0
1889,36119,0.053,42115.0,793375.0
1890,36121,0.046,1331.0,29012.0
1891,36123,0.0969999999999999,1739.0,17985.0
1892,37001,0.126,17569.0,139656.0
1893,37003,0.119,3317.0,27812.0
1894,37005,0.173,1356.0,7837.0
1895,37007,0.125,1949.0,15633.0
1896,37009,0.136,2648.0,19465.0
1897,37011,0.157,1795.0,11434.0
1898,37013,0.122,3974.0,32553.0
1899,37015,0.1169999999999999,1307.0,11176.0
1900,37017,0.14,3024.0,21644.0
1901,37019,0.103,10343.0,100898.0
1902,37021,0.131,27643.0,210858.0
1903,37023,0.135,8987.0,66694.0
1904,37025,0.088,17729.0,201606.0
1905,37027,0.131,8211.0,62734.0
1906,37029,0.094,875.0,9302.0
1907,37031,0.123,6159.0,50242.0
1908,37033,0.125,1972.0,15803.0
1909,37035,0.12,15622.0,130700.0
1910,37037,0.115,6778.0,59177.0
1911,37039,0.135,2696.0,20037.0
1912,37041,0.115,1153.0,10064.0
1913,37043,0.133,1024.0,7719.0
1914,37045,0.11,8671.0,79106.0
1915,37047,0.1369999999999999,5003.0,36435.0
1916,37049,0.11,8447.0,76957.0
1917,37051,0.106,29113.0,274252.0
1918,37053,0.098,2536.0,25789.0
1919,37055,0.11,3170.0,28757.0
1920,37057,0.123,16994.0,138043.0
1921,37059,0.102,3510.0,34275.0
1922,37061,0.157,6022.0,38443.0
1923,37063,0.106,28260.0,266926.0
1924,37065,0.111,4056.0,36539.0
1925,37067,0.115,35601.0,309820.0
1926,37069,0.127,7618.0,59799.0
1927,37071,0.1119999999999999,21544.0,192128.0
1928,37073,0.092,729.0,7943.0
1929,37075,0.165,974.0,5918.0
1930,37077,0.12,5654.0,47128.0
1931,37079,0.179,2390.0,13356.0
1932,37081,0.1009999999999999,43406.0,429895.0
1933,37083,0.122,4247.0,34685.0
1934,37085,0.119,13834.0,116725.0
1935,37087,0.122,5652.0,46492.0
1936,37089,0.136,11712.0,86053.0
1937,37091,0.119,1581.0,13334.0
1938,37093,0.1119999999999999,5138.0,46001.0
1939,37095,0.1889999999999999,529.0,2802.0
1940,37097,0.099,16078.0,162686.0
1941,37099,0.157,4685.0,29852.0
1942,37101,0.127,25321.0,199642.0
1943,37103,0.136,935.0,6873.0
1944,37105,0.138,7325.0,53193.0
1945,37107,0.129,5330.0,41356.0
1946,37109,0.103,7737.0,74983.0
1947,37111,0.136,4634.0,34130.0
1948,37113,0.162,4332.0,26689.0
1949,37115,0.108,1720.0,15967.0
1950,37117,0.126,1962.0,15518.0
1951,37119,0.113,111337.0,983922.0
1952,37121,0.114,1270.0,11188.0
1953,37123,0.162,3133.0,19348.0
1954,37125,0.102,8183.0,80293.0
1955,37127,0.14,10421.0,74381.0
1956,37129,0.109,20143.0,184903.0
1957,37131,0.102,1161.0,11436.0
1958,37133,0.095,15509.0,163928.0
1959,37135,0.081,9489.0,116799.0
1960,37137,0.125,973.0,7799.0
1961,37139,0.099,3057.0,30908.0
1962,37141,0.1169999999999999,6138.0,52584.0
1963,37143,0.115,1075.0,9383.0
1964,37145,0.109,3353.0,30713.0
1965,37147,0.105,14810.0,141575.0
1966,37149,0.123,1657.0,13421.0
1967,37151,0.134,15817.0,117915.0
1968,37153,0.125,4139.0,33197.0
1969,37155,0.152,12623.0,83061.0
1970,37157,0.125,8942.0,71498.0
1971,37159,0.114,13593.0,118744.0
1972,37161,0.123,6088.0,49590.0
1973,37163,0.166,7772.0,46732.0
1974,37165,0.111,2593.0,23406.0
1975,37167,0.126,6340.0,50453.0
1976,37169,0.104,3605.0,34620.0
1977,37171,0.134,7468.0,55847.0
1978,37173,0.1939999999999999,2010.0,10351.0
1979,37175,0.136,3008.0,22096.0
1980,37177,0.157,379.0,2415.0
1981,37179,0.105,22316.0,213498.0
1982,37181,0.131,4265.0,32674.0
1983,37183,0.085,86021.0,1006550.0
1984,37185,0.15,1856.0,12345.0
1985,37187,0.122,931.0,7618.0
1986,37189,0.121,4626.0,38338.0
1987,37191,0.136,12606.0,92458.0
1988,37193,0.135,6720.0,49915.0
1989,37195,0.129,7934.0,61466.0
1990,37197,0.134,3938.0,29342.0
1991,37199,0.128,1748.0,13693.0
1992,38001,0.079,118.0,1493.0
1993,38003,0.062,489.0,7843.0
1994,38005,0.067,282.0,4240.0
1995,38007,0.077,60.0,781.0
1996,38009,0.079,366.0,4611.0
1997,38011,0.095,207.0,2185.0
1998,38013,0.075,124.0,1664.0
1999,38015,0.059,4597.0,78090.0
2000,38017,0.072,11535.0,160311.0
2001,38019,0.059,155.0,2606.0
2002,38021,0.087,329.0,3781.0
2003,38023,0.074,120.0,1626.0
2004,38025,0.1009999999999999,327.0,3230.0
2005,38027,0.078,138.0,1761.0
2006,38029,0.0819999999999999,189.0,2305.0
2007,38031,0.079,202.0,2556.0
2008,38033,0.072,88.0,1220.0
2009,38035,0.064,3774.0,58606.0
2010,38037,0.06,92.0,1539.0
2011,38039,0.062,96.0,1541.0
2012,38041,0.079,139.0,1770.0
2013,38043,0.075,132.0,1753.0
2014,38045,0.099,293.0,2968.0
2015,38047,0.062,84.0,1356.0
2016,38049,0.055,222.0,4045.0
2017,38051,0.0819999999999999,143.0,1741.0
2018,38053,0.084,1036.0,12296.0
2019,38055,0.073,521.0,7147.0
2020,38057,0.066,426.0,6415.0
2021,38059,0.067,1837.0,27547.0
2022,38061,0.118,887.0,7489.0
2023,38063,0.068,147.0,2149.0
2024,38065,0.0559999999999999,77.0,1374.0
2025,38067,0.079,395.0,5015.0
2026,38069,0.052,150.0,2882.0
2027,38071,0.076,658.0,8640.0
2028,38073,0.073,321.0,4394.0
2029,38075,0.074,129.0,1751.0
2030,38077,0.072,897.0,12405.0
2031,38079,0.104,873.0,8366.0
2032,38081,0.051,148.0,2904.0
2033,38083,0.091,77.0,843.0
2034,38085,0.07,192.0,2736.0
2035,38087,0.062,29.0,471.0
2036,38089,0.075,2088.0,27822.0
2037,38091,0.057,75.0,1314.0
2038,38093,0.067,1053.0,15739.0
2039,38095,0.095,141.0,1484.0
2040,38097,0.064,394.0,6118.0
2041,38099,0.108,870.0,8055.0
2042,38101,0.065,3714.0,57457.0
2043,38103,0.066,185.0,2807.0
2044,38105,0.099,3350.0,33762.0
2045,39001,0.089,1973.0,22217.0
2046,39003,0.068,5424.0,79576.0
2047,39005,0.077,3140.0,40681.0
2048,39007,0.094,7014.0,74952.0
2049,39009,0.084,3821.0,45449.0
2050,39011,0.054,1989.0,36905.0
2051,39013,0.073,3499.0,48231.0
2052,39015,0.075,2647.0,35144.0
2053,39017,0.066,20921.0,319316.0
2054,39019,0.086,1777.0,20625.0
2055,39021,0.066,2044.0,31162.0
2056,39023,0.078,8268.0,106389.0
2057,39025,0.062,10750.0,172083.0
2058,39027,0.059,1972.0,33258.0
2059,39029,0.091,6927.0,75852.0
2060,39031,0.099,2872.0,29079.0
2061,39033,0.075,2435.0,32397.0
2062,39035,0.07,68319.0,973794.0
2063,39037,0.074,3023.0,40791.0
2064,39039,0.065,1975.0,30266.0
2065,39041,0.04,7781.0,192491.0
2066,39043,0.064,3625.0,56867.0
2067,39045,0.061,8177.0,134039.0
2068,39047,0.085,1991.0,23377.0
2069,39049,0.0819999999999999,91985.0,1120170.0
2070,39051,0.062,2110.0,33816.0
2071,39053,0.083,1902.0,22840.0
2072,39055,0.092,6820.0,74252.0
2073,39057,0.053,7003.0,132536.0
2074,39059,0.083,2509.0,30281.0
2075,39061,0.062,41310.0,668066.0
2076,39063,0.065,3870.0,59961.0
2077,39065,0.085,2038.0,23844.0
2078,39067,0.088,972.0,11106.0
2079,39069,0.06,1320.0,21986.0
2080,39071,0.086,3012.0,34925.0
2081,39073,0.085,1882.0,22247.0
2082,39075,0.348,13088.0,37587.0
2083,39077,0.08,3773.0,47341.0
2084,39079,0.085,2259.0,26692.0
2085,39081,0.065,3099.0,47925.0
2086,39083,0.087,4177.0,48146.0
2087,39085,0.062,11284.0,180557.0
2088,39087,0.07,3165.0,45407.0
2089,39089,0.06,8924.0,147748.0
2090,39091,0.064,2366.0,37161.0
2091,39093,0.073,18288.0,249305.0
2092,39095,0.069,23855.0,344697.0
2093,39097,0.071,2319.0,32537.0
2094,39099,0.064,10858.0,170271.0
2095,39101,0.068,3250.0,47779.0
2096,39103,0.06,8908.0,147618.0
2097,39105,0.088,1518.0,17291.0
2098,39107,0.066,2249.0,34005.0
2099,39109,0.059,5216.0,88933.0
2100,39111,0.078,793.0,10121.0
2101,39113,0.075,31932.0,423619.0
2102,39115,0.089,950.0,10728.0
2103,39117,0.076,2177.0,28491.0
2104,39119,0.068,4717.0,69416.0
2105,39121,0.087,730.0,8435.0
2106,39123,0.066,1923.0,28990.0
2107,39125,0.08,1197.0,14992.0
2108,39127,0.077,2220.0,28989.0
2109,39129,0.067,3138.0,46824.0
2110,39131,0.072,1581.0,21985.0
2111,39133,0.063,7959.0,127235.0
2112,39135,0.06,1955.0,32328.0
2113,39137,0.0579999999999999,1602.0,27827.0
2114,39139,0.072,6778.0,93680.0
2115,39141,0.068,3953.0,58493.0
2116,39143,0.061,2853.0,46647.0
2117,39145,0.074,4192.0,56324.0
2118,39147,0.063,2673.0,42304.0
2119,39149,0.069,2716.0,39087.0
2120,39151,0.065,18934.0,293294.0
2121,39153,0.066,28096.0,426672.0
2122,39155,0.086,13193.0,153267.0
2123,39157,0.086,6303.0,73042.0
2124,39159,0.042,2368.0,55846.0
2125,39161,0.06,1369.0,22879.0
2126,39163,0.089,899.0,10125.0
2127,39165,0.044,9229.0,208530.0
2128,39167,0.075,3376.0,44828.0
2129,39169,0.126,11549.0,91589.0
