,geoid,uninsured_rate,uninsured_count,total_population
719,18041,0.075,1370.0,18363.0
720,18043,0.069,4550.0,66068.0
721,18045,0.078,1032.0,13210.0
722,18047,0.073,1346.0,18484.0
723,18049,0.094,1517.0,16067.0
724,18051,0.067,1794.0,26839.0
725,18053,0.072,3516.0,48871.0
726,18055,0.084,2072.0,24570.0
727,18057,0.046,14366.0,315462.0
728,18059,0.059,4032.0,68718.0
729,18061,0.068,2187.0,31941.0
730,18063,0.059,8961.0,152726.0
731,18065,0.072,2599.0,36096.0
732,18067,0.07,4675.0,66505.0
733,18069,0.07,2043.0,29230.0
734,18071,0.086,3243.0,37784.0
735,18073,0.079,2124.0,26935.0
736,18075,0.089,1450.0,16245.0
737,18077,0.074,1816.0,24536.0
738,18079,0.073,1665.0,22669.0
739,18081,0.067,9261.0,138637.0
740,18083,0.078,2177.0,27758.0
741,18085,0.098,6373.0,64846.0
742,18087,0.3329999999999999,11534.0,34613.0
743,18089,0.077,31221.0,404616.0
744,18091,0.079,6694.0,84342.0
745,18093,0.08,2851.0,35659.0
746,18095,0.08,8118.0,102004.0
747,18097,0.098,79985.0,818829.0
748,18099,0.126,4711.0,37375.0
749,18101,0.087,657.0,7579.0
750,18103,0.087,2266.0,25937.0
751,18105,0.062,6800.0,109249.0
752,18107,0.083,2526.0,30304.0
753,18109,0.075,4411.0,58723.0
754,18111,0.096,1047.0,10920.0
755,18113,0.102,3959.0,38667.0
756,18115,0.079,369.0,4699.0
757,18117,0.085,1315.0,15434.0
758,18119,0.089,1509.0,16890.0
759,18121,0.119,1423.0,11919.0
760,18123,0.063,890.0,14017.0
761,18125,0.078,746.0,9560.0
762,18127,0.069,9753.0,141095.0
763,18129,0.0579999999999999,1141.0,19746.0
764,18131,0.092,899.0,9732.0
765,18133,0.07,1887.0,26920.0
766,18135,0.089,1710.0,19246.0
767,18137,0.073,1711.0,23448.0
768,18139,0.088,1180.0,13358.0
769,18141,0.08,17388.0,216210.0
770,18143,0.086,1739.0,20198.0
771,18145,0.077,2809.0,36304.0
772,18147,0.069,1090.0,15759.0
773,18149,0.086,1582.0,18430.0
774,18151,0.076,1926.0,25461.0
775,18153,0.072,1063.0,14670.0
776,18155,0.093,752.0,8045.0
777,18157,0.087,13211.0,151090.0
778,18159,0.074,882.0,11957.0
779,18161,0.0819999999999999,450.0,5517.0
780,18163,0.079,11311.0,142997.0
781,18165,0.074,902.0,12260.0
782,18167,0.093,7480.0,80207.0
783,18169,0.081,1909.0,23443.0
784,18171,0.057,382.0,6680.0
785,18173,0.052,2756.0,53209.0
786,18175,0.08,1811.0,22760.0
787,18177,0.085,4421.0,52305.0
788,18179,0.065,1499.0,22910.0
789,18181,0.1,1918.0,19228.0
790,18183,0.066,1847.0,27825.0
791,19001,0.05,290.0,5779.0
792,19003,0.051,138.0,2703.0
793,19005,0.077,816.0,10606.0
794,19007,0.0559999999999999,511.0,9099.0
795,19009,0.0559999999999999,234.0,4170.0
796,19011,0.045,929.0,20671.0
797,19013,0.052,5425.0,103572.0
798,19015,0.046,971.0,21038.0
799,19017,0.036,689.0,18959.0
800,19019,0.054,896.0,16734.0
801,19021,0.0969999999999999,1585.0,16327.0
802,19023,0.048,517.0,10870.0
803,19025,0.0559999999999999,386.0,6902.0
804,19027,0.046,734.0,16033.0
805,19029,0.066,663.0,9987.0
806,19031,0.045,657.0,14455.0
807,19033,0.05,1594.0,31969.0
808,19035,0.054,458.0,8532.0
809,19037,0.064,576.0,9029.0
810,19039,0.067,519.0,7759.0
811,19041,0.049,625.0,12689.0
812,19043,0.066,846.0,12747.0
813,19045,0.048,1774.0,36772.0
814,19047,0.098,1275.0,13049.0
815,19049,0.038,3580.0,94517.0
816,19051,0.144,1073.0,7465.0
817,19053,0.0579999999999999,329.0,5638.0
818,19055,0.053,728.0,13811.0
819,19057,0.05,1503.0,29820.0
820,19059,0.0559999999999999,719.0,12926.0
821,19061,0.046,3537.0,76951.0
822,19063,0.079,537.0,6824.0
823,19065,0.0559999999999999,803.0,14328.0
824,19067,0.051,606.0,11828.0
825,19069,0.077,583.0,7613.0
826,19071,0.047,227.0,4860.0
827,19073,0.0579999999999999,381.0,6626.0
828,19075,0.043,418.0,9725.0
829,19077,0.06,483.0,8102.0
830,19079,0.052,608.0,11613.0
831,19081,0.057,461.0,8056.0
832,19083,0.062,754.0,12189.0
833,19085,0.0579999999999999,678.0,11697.0
834,19087,0.052,747.0,14459.0
835,19089,0.068,516.0,7548.0
836,19091,0.0559999999999999,415.0,7442.0
837,19093,0.0559999999999999,298.0,5350.0
838,19095,0.044,585.0,13163.0
839,19097,0.052,786.0,15043.0
840,19099,0.048,1384.0,28979.0
841,19101,0.078,861.0,11012.0
842,19103,0.05,6432.0,128220.0
843,19105,0.049,761.0,15383.0
844,19107,0.05,386.0,7653.0
845,19109,0.054,579.0,10737.0
846,19111,0.048,1186.0,24856.0
847,19113,0.043,8021.0,186285.0
848,19115,0.069,586.0,8446.0
849,19117,0.054,360.0,6719.0
850,19119,0.0579999999999999,573.0,9818.0
851,19121,0.046,643.0,14027.0
852,19123,0.051,885.0,17306.0
853,19125,0.0409999999999999,1058.0,26089.0
854,19127,0.069,2207.0,31960.0
855,19129,0.042,482.0,11559.0
856,19131,0.066,542.0,8240.0
857,19133,0.0559999999999999,358.0,6362.0
858,19135,0.048,289.0,5984.0
859,19137,0.0559999999999999,442.0,7894.0
860,19139,0.054,1847.0,34246.0
861,19141,0.059,639.0,10880.0
862,19143,0.072,334.0,4612.0
863,19145,0.0579999999999999,602.0,10422.0
864,19147,0.051,336.0,6635.0
865,19149,0.046,946.0,20550.0
866,19151,0.078,416.0,5307.0
867,19153,0.055,23278.0,424730.0
868,19155,0.057,4238.0,74345.0
869,19157,0.045,592.0,13129.0
870,19159,0.063,227.0,3584.0
871,19161,0.057,420.0,7305.0
872,19163,0.0579999999999999,8190.0,141753.0
873,19165,0.06,533.0,8887.0
874,19167,0.06,1672.0,27961.0
875,19169,0.046,3500.0,75638.0
876,19171,0.065,852.0,13155.0
877,19173,0.067,305.0,4532.0
878,19175,0.0559999999999999,511.0,9102.0
879,19177,0.083,465.0,5569.0
880,19179,0.067,1850.0,27649.0
881,19181,0.038,1690.0,44200.0
882,19183,0.07,1256.0,17939.0
883,19185,0.059,295.0,4973.0
884,19187,0.057,1560.0,27187.0
885,19189,0.0559999999999999,442.0,7839.0
886,19191,0.042,575.0,13832.0
887,19193,0.071,6158.0,86617.0
888,19195,0.054,306.0,5666.0
889,19197,0.054,524.0,9635.0
890,20001,0.111,1073.0,9642.0
891,20003,0.13,797.0,6134.0
892,20005,0.084,986.0,11677.0
893,20007,0.121,373.0,3070.0
894,20009,0.134,2641.0,19668.0
895,20011,0.1009999999999999,1152.0,11379.0
896,20013,0.122,882.0,7221.0
897,20015,0.083,4585.0,55114.0
898,20017,0.092,164.0,1789.0
899,20019,0.139,354.0,2547.0
900,20021,0.111,1697.0,15250.0
901,20023,0.15,285.0,1897.0
902,20025,0.079,121.0,1534.0
903,20027,0.094,568.0,6054.0
904,20029,0.087,581.0,6708.0
905,20031,0.09,574.0,6395.0
906,20033,0.09,111.0,1228.0
907,20035,0.102,2709.0,26548.0
908,20037,0.107,3431.0,32119.0
909,20039,0.11,208.0,1893.0
910,20041,0.093,1358.0,14584.0
911,20043,0.093,520.0,5597.0
912,20045,0.0969999999999999,9383.0,96529.0
913,20047,0.136,289.0,2131.0
914,20049,0.125,223.0,1778.0
915,20051,0.111,2528.0,22738.0
916,20053,0.0969999999999999,385.0,3982.0
917,20055,0.174,5649.0,32505.0
918,20057,0.1639999999999999,4799.0,29271.0
919,20059,0.088,1845.0,20990.0
920,20061,0.084,2653.0,31652.0
921,20063,0.1,208.0,2076.0
922,20065,0.121,212.0,1756.0
923,20067,0.175,1062.0,6083.0
924,20069,0.179,863.0,4824.0
925,20071,0.1169999999999999,116.0,992.0
926,20073,0.111,487.0,4375.0
927,20075,0.1989999999999999,407.0,2046.0
928,20077,0.118,488.0,4120.0
929,20079,0.11,2907.0,26397.0
930,20081,0.212,621.0,2929.0
931,20083,0.113,154.0,1362.0
932,20085,0.104,1083.0,10463.0
933,20087,0.09,1315.0,14559.0
934,20089,0.1169999999999999,229.0,1965.0
935,20091,0.059,30791.0,518120.0
936,20093,0.165,525.0,3179.0
937,20095,0.103,591.0,5734.0
938,20097,0.118,199.0,1688.0
939,20099,0.109,1721.0,15742.0
940,20101,0.126,147.0,1167.0
941,20103,0.08,5120.0,64385.0
942,20105,0.104,222.0,2137.0
943,20107,0.105,799.0,7637.0
944,20109,0.107,231.0,2154.0
945,20111,0.135,3474.0,25824.0
946,20113,0.096,2188.0,22687.0
947,20115,0.111,961.0,8660.0
948,20117,0.103,790.0,7667.0
949,20119,0.161,510.0,3165.0
950,20121,0.076,2141.0,28240.0
951,20123,0.114,501.0,4381.0
952,20125,0.113,2732.0,24166.0
953,20127,0.105,419.0,3973.0
954,20129,0.152,314.0,2066.0
955,20131,0.081,656.0,8120.0
956,20133,0.098,1188.0,12090.0
957,20135,0.135,266.0,1976.0
958,20137,0.105,354.0,3383.0
959,20139,0.1,1243.0,12477.0
960,20141,0.103,265.0,2571.0
961,20143,0.078,351.0,4523.0
962,20145,0.1,404.0,4047.0
963,20147,0.123,443.0,3589.0
964,20149,0.075,1650.0,22110.0
965,20151,0.111,752.0,6798.0
966,20153,0.105,192.0,1824.0
967,20155,0.1009999999999999,4723.0,46947.0
968,20157,0.0969999999999999,328.0,3371.0
969,20159,0.107,756.0,7096.0
970,20161,0.102,5574.0,54411.0
971,20163,0.131,460.0,3510.0
972,20165,0.115,254.0,2203.0
973,20167,0.091,453.0,4997.0
974,20169,0.099,4180.0,42276.0
975,20171,0.176,700.0,3973.0
976,20173,0.123,53936.0,436746.0
977,20175,0.182,3384.0,18568.0
978,20177,0.1009999999999999,14257.0,140781.0
979,20179,0.074,138.0,1853.0
980,20181,0.134,596.0,4434.0
981,20183,0.085,211.0,2480.0
982,20185,0.131,406.0,3093.0
983,20187,0.149,239.0,1605.0
984,20189,0.19,821.0,4329.0
985,20191,0.102,1822.0,17944.0
986,20193,0.126,768.0,6113.0
987,20195,0.108,219.0,2021.0
988,20197,0.077,414.0,5348.0
989,20199,0.086,99.0,1145.0
990,20201,0.119,499.0,4189.0
991,20203,0.158,258.0,1629.0
992,20205,0.104,690.0,6608.0
993,20207,0.095,221.0,2327.0
994,20209,0.151,21216.0,140294.0
995,21001,0.074,1049.0,14231.0
996,21003,0.064,1117.0,17359.0
997,21005,0.059,1198.0,20212.0
998,21007,0.065,383.0,5913.0
999,21009,0.077,2814.0,36352.0
1000,21011,0.063,661.0,10531.0
1001,21013,0.07,1281.0,18396.0
1002,21015,0.047,5575.0,118368.0
1003,21017,0.075,1197.0,16012.0
1004,21019,0.06,2220.0,36722.0
1005,21021,0.06,1338.0,22241.0
1006,21023,0.062,428.0,6918.0
1007,21025,0.067,706.0,10612.0
1008,21027,0.0819999999999999,1346.0,16494.0
1009,21029,0.049,3382.0,69417.0
1010,21031,0.093,919.0,9885.0
1011,21033,0.068,665.0,9777.0
1012,21035,0.071,2031.0,28409.0
1013,21037,0.048,3666.0,75832.0
1014,21039,0.083,315.0,3776.0
1015,21041,0.068,616.0,9025.0
1016,21043,0.075,1546.0,20493.0
1017,21045,0.092,1130.0,12261.0
1018,21047,0.074,4280.0,57979.0
1019,21049,0.054,1614.0,29923.0
1020,21051,0.083,1264.0,15148.0
1021,21053,0.0819999999999999,591.0,7165.0
1022,21055,0.077,525.0,6848.0
1023,21057,0.074,340.0,4574.0
1024,21059,0.062,5127.0,83222.0
1025,21061,0.079,766.0,9641.0
1026,21063,0.051,237.0,4668.0
1027,21065,0.078,884.0,11264.0
1028,21067,0.076,19910.0,262646.0
1029,21069,0.077,950.0,12360.0
1030,21071,0.071,1996.0,27930.0
1031,21073,0.064,2621.0,40667.0
1032,21075,0.068,304.0,4439.0
1033,21077,0.066,491.0,7452.0
1034,21079,0.087,1240.0,14173.0
1035,21081,0.066,1413.0,21537.0
1036,21083,0.073,2134.0,29425.0
1037,21085,0.075,1578.0,21090.0
1038,21087,0.079,712.0,8960.0
1039,21089,0.061,1674.0,27331.0
1040,21091,0.059,429.0,7325.0
1041,21093,0.059,5531.0,93264.0
1042,21095,0.066,1341.0,20289.0
1043,21097,0.062,963.0,15526.0
1044,21099,0.079,1264.0,16004.0
1045,21101,0.069,2394.0,34876.0
1046,21103,0.077,982.0,12824.0
1047,21105,0.072,233.0,3231.0
1048,21107,0.068,2441.0,35838.0
1049,21109,0.074,787.0,10568.0
1050,21111,0.063,39520.0,627608.0
1051,21113,0.075,3328.0,44288.0
1052,21115,0.067,1182.0,17683.0
1053,21117,0.054,7741.0,143509.0
1054,21119,0.072,749.0,10458.0
1055,21121,0.073,1749.0,23898.0
1056,21123,0.091,1113.0,12291.0
1057,21125,0.072,3683.0,51298.0
1058,21127,0.077,997.0,13032.0
1059,21129,0.067,327.0,4854.0
1060,21131,0.054,419.0,7821.0
1061,21133,0.071,1155.0,16298.0
1062,21135,0.076,777.0,10283.0
1063,21137,0.076,1492.0,19702.0
1064,21139,0.057,398.0,6951.0
1065,21141,0.066,1482.0,22397.0
1066,21143,0.085,447.0,5229.0
1067,21145,0.066,3478.0,52745.0
1068,21147,0.08,991.0,12332.0
1069,21149,0.07,515.0,7306.0
1070,21151,0.061,4693.0,77160.0
1071,21153,0.076,691.0,9076.0
1072,21155,0.062,991.0,16011.0
1073,21157,0.062,1515.0,24360.0
1074,21159,0.066,505.0,7619.0
1075,21161,0.073,990.0,13528.0
1076,21163,0.063,1579.0,25198.0
1077,21165,0.067,330.0,4900.0
1078,21167,0.065,1196.0,18468.0
1079,21169,0.064,528.0,8299.0
1080,21171,0.081,740.0,9116.0
1081,21173,0.066,1543.0,23417.0
1082,21175,0.086,828.0,9640.0
1083,21177,0.069,1583.0,23014.0
1084,21179,0.054,2124.0,39129.0
1085,21181,0.071,458.0,6489.0
1086,21183,0.079,1495.0,18988.0
1087,21185,0.036,2045.0,56101.0
1088,21187,0.076,687.0,8991.0
1089,21189,0.064,197.0,3085.0
1090,21191,0.068,819.0,12054.0
1091,21193,0.066,1454.0,21989.0
1092,21195,0.07,3085.0,43783.0
1093,21197,0.062,661.0,10600.0
1094,21199,0.079,4128.0,52166.0
1095,21201,0.067,114.0,1710.0
1096,21203,0.068,881.0,12895.0
1097,21205,0.062,1126.0,18248.0
1098,21207,0.075,1069.0,14197.0
1099,21209,0.045,2263.0,50598.0
1100,21211,0.07,2787.0,39697.0
1101,21213,0.059,946.0,16097.0
1102,21215,0.054,922.0,17108.0
1103,21217,0.064,1297.0,20352.0
1104,21219,0.126,1289.0,10193.0
1105,21221,0.083,915.0,11003.0
1106,21223,0.067,471.0,7028.0
1107,21225,0.069,702.0,10213.0
1108,21227,0.092,10693.0,115783.0
1109,21229,0.067,645.0,9657.0
1110,21231,0.079,1173.0,14932.0
1111,21233,0.092,921.0,10056.0
1112,21235,0.067,1983.0,29414.0
1113,21237,0.076,381.0,5042.0
1114,21239,0.0579999999999999,1225.0,20974.0
1115,22001,0.084,3928.0,46988.0
1116,22003,0.072,1161.0,16082.0
1117,22005,0.065,7218.0,111429.0
1118,22007,0.0969999999999999,1559.0,16088.0
1119,22009,0.093,2717.0,29168.0
1120,22011,0.089,2654.0,29800.0
1121,22013,0.072,695.0,9720.0
1122,22015,0.083,8861.0,106799.0
1123,22017,0.0819999999999999,14767.0,179348.0
1124,22019,0.081,13354.0,165764.0
1125,22021,0.089,633.0,7090.0
1126,22023,0.066,262.0,3968.0
1127,22025,0.084,530.0,6346.0
1128,22027,0.096,853.0,8912.0
1129,22029,0.093,1253.0,13538.0
1130,22031,0.081,1725.0,21312.0
1131,22033,0.076,27292.0,358442.0
1132,22035,0.088,362.0,4118.0
1133,22037,0.066,862.0,12966.0
1134,22039,0.0819999999999999,2083.0,25483.0
1135,22041,0.094,1444.0,15300.0
1136,22043,0.079,1229.0,15646.0
1137,22045,0.086,4811.0,55765.0
1138,22047,0.079,1667.0,21227.0
1139,22049,0.074,821.0,11148.0
1140,22051,0.109,36943.0,338879.0
1141,22053,0.083,2184.0,26181.0
1142,22055,0.087,17895.0,206466.0
1143,22057,0.0819999999999999,6319.0,77037.0
1144,22059,0.089,932.0,10414.0
1145,22061,0.08,2869.0,35696.0
1146,22063,0.071,8983.0,126561.0
1147,22065,0.069,475.0,6896.0
1148,22067,0.079,1437.0,18252.0
1149,22069,0.075,2089.0,28032.0
1150,22071,0.08,22812.0,286032.0
1151,22073,0.076,9552.0,125560.0
1152,22075,0.085,1559.0,18387.0
1153,22077,0.077,1182.0,15357.0
1154,22079,0.079,8094.0,102037.0
1155,22081,0.077,445.0,5780.0
1156,22083,0.089,1348.0,15130.0
1157,22085,0.1,1676.0,16819.0
1158,22087,0.09,3404.0,37962.0
1159,22089,0.055,2300.0,42191.0
1160,22091,0.083,687.0,8241.0
1161,22093,0.06,905.0,15185.0
1162,22095,0.069,2239.0,32326.0
1163,22097,0.085,5652.0,66215.0
1164,22099,0.079,3298.0,41897.0
1165,22101,0.093,3525.0,37849.0
1166,22103,0.08,17701.0,220567.0
1167,22105,0.084,9333.0,110779.0
1168,22107,0.103,280.0,2721.0
1169,22109,0.095,8196.0,85849.0
1170,22111,0.074,1164.0,15695.0
1171,22113,0.081,3838.0,47113.0
1172,22115,0.076,2975.0,39303.0
1173,22117,0.074,2560.0,34463.0
1174,22119,0.08,2232.0,27774.0
1175,22121,0.0579999999999999,1315.0,22803.0
1176,22123,0.09,672.0,7460.0
1177,22125,0.053,405.0,7704.0
1178,22127,0.08,738.0,9199.0
1179,23001,0.081,7126.0,87847.0
1180,23003,0.104,5115.0,49114.0
1181,23005,0.067,16134.0,241165.0
1182,23007,0.089,1934.0,21772.0
1183,23009,0.115,4650.0,40444.0
1184,23011,0.081,7867.0,96927.0
1185,23013,0.103,2937.0,28600.0
1186,23015,0.1009999999999999,2548.0,25272.0
1187,23017,0.11,4982.0,45164.0
1188,23019,0.088,10397.0,118099.0
1189,23021,0.091,1132.0,12463.0
1190,23023,0.078,2203.0,28255.0
1191,23025,0.0969999999999999,3768.0,38886.0
1192,23027,0.104,3081.0,29519.0
1193,23029,0.1159999999999999,2600.0,22366.0
1194,23031,0.071,11873.0,167549.0
1195,24001,0.061,2960.0,48441.0
1196,24003,0.052,25423.0,490282.0
1197,24005,0.06,40013.0,668068.0
1198,24009,0.044,3455.0,79041.0
1199,24011,0.087,2384.0,27415.0
1200,24013,0.043,6130.0,141937.0
1201,24015,0.054,4676.0,86661.0
1202,24017,0.049,7065.0,143674.0
1203,24019,0.07,1740.0,24856.0
1204,24021,0.052,12367.0,239535.0
1205,24023,0.084,1803.0,21471.0
1206,24025,0.046,10064.0,217031.0
1207,24027,0.043,12048.0,280417.0
1208,24029,0.071,913.0,12880.0
1209,24031,0.077,66678.0,863347.0
1210,24033,0.109,83913.0,769147.0
1211,24035,0.06,2455.0,40937.0
1212,24037,0.053,5185.0,97166.0
1213,24039,0.061,948.0,15443.0
1214,24041,0.075,1973.0,26274.0
1215,24043,0.076,9303.0,121821.0
1216,24045,0.08,6733.0,83770.0
1217,24047,0.071,2686.0,37991.0
1218,24510,0.066,30030.0,456931.0
1219,25001,0.03,4588.0,154006.0
1220,25003,0.0279999999999999,2579.0,92053.0
1221,25005,0.034,15754.0,468796.0
1222,25007,0.0409999999999999,630.0,15288.0
1223,25009,0.035,22514.0,646068.0
1224,25011,0.026,1355.0,52815.0
1225,25013,0.033,12022.0,367311.0
1226,25015,0.025,2749.0,109487.0
1227,25017,0.024,31210.0,1307400.0
1228,25019,0.038,451.0,11973.0
1229,25021,0.024,13748.0,584808.0
1230,25023,0.024,10240.0,421037.0
1231,25025,0.031,19020.0,621905.0
1232,25027,0.032,22465.0,696156.0
1233,26001,0.071,469.0,6622.0
1234,26003,0.06,334.0,5559.0
1235,26005,0.057,5663.0,98852.0
1236,26007,0.062,1323.0,21406.0
1237,26009,0.068,1169.0,17279.0
1238,26011,0.064,710.0,11012.0
1239,26013,0.066,357.0,5416.0
1240,26015,0.055,2788.0,50782.0
1241,26017,0.057,4586.0,80445.0
1242,26019,0.068,890.0,13120.0
1243,26021,0.069,8223.0,118421.0
1244,26023,0.0819999999999999,2877.0,34931.0
1245,26025,0.062,6578.0,106900.0
1246,26027,0.069,2714.0,39452.0
1247,26029,0.062,1181.0,19055.0
1248,26031,0.075,1380.0,18313.0
1249,26033,0.075,1837.0,24536.0
1250,26035,0.083,1930.0,23243.0
1251,26037,0.044,2859.0,64814.0
1252,26039,0.061,598.0,9820.0
1253,26041,0.063,1706.0,27040.0
1254,26043,0.051,990.0,19575.0
1255,26045,0.048,4125.0,86110.0
1256,26047,0.065,1643.0,25470.0
1257,26049,0.052,16789.0,323056.0
1258,26051,0.077,1434.0,18578.0
1259,26053,0.061,615.0,10081.0
1260,26055,0.057,4268.0,74436.0
1261,26057,0.051,1467.0,28690.0
1262,26059,0.066,2305.0,34997.0
1263,26061,0.063,1728.0,27579.0
1264,26063,0.07,1597.0,22698.0
1265,26065,0.0579999999999999,13193.0,227821.0
1266,26067,0.0579999999999999,2876.0,49948.0
1267,26069,0.064,1133.0,17660.0
1268,26071,0.077,610.0,7945.0
1269,26073,0.066,3442.0,52014.0
1270,26075,0.0559999999999999,6861.0,121850.0
1271,26077,0.051,10862.0,214164.0
1272,26079,0.073,1039.0,14173.0
1273,26081,0.055,30301.0,553597.0
1274,26083,0.048,68.0,1405.0
1275,26085,0.076,598.0,7863.0
1276,26087,0.057,3956.0,69953.0
1277,26089,0.066,995.0,15034.0
1278,26091,0.054,4076.0,75052.0
1279,26093,0.038,6004.0,157651.0
1280,26095,0.064,248.0,3891.0
1281,26097,0.108,800.0,7396.0
1282,26099,0.055,39276.0,710385.0
1283,26101,0.07,1206.0,17107.0
1284,26103,0.059,2936.0,49819.0
1285,26105,0.055,1201.0,21686.0
1286,26107,0.068,2166.0,31863.0
1287,26109,0.063,1058.0,16854.0
1288,26111,0.048,3197.0,66697.0
1289,26113,0.081,960.0,11881.0
1290,26115,0.049,6112.0,124589.0
1291,26117,0.073,3670.0,50252.0
1292,26119,0.077,494.0,6430.0
1293,26121,0.051,7067.0,139790.0
1294,26123,0.07,2818.0,39988.0
1295,26125,0.047,48105.0,1028005.0
1296,26127,0.074,1534.0,20857.0
1297,26129,0.074,1107.0,15027.0
1298,26131,0.071,260.0,3677.0
1299,26133,0.067,1195.0,17923.0
1300,26135,0.0969999999999999,580.0,5949.0
1301,26137,0.067,1327.0,19856.0
1302,26139,0.046,11342.0,244802.0
1303,26141,0.064,566.0,8826.0
1304,26143,0.067,1047.0,15561.0
1305,26145,0.055,7988.0,145187.0
1306,26147,0.049,6189.0,127481.0
1307,26149,0.077,3776.0,49165.0
1308,26151,0.067,2062.0,30987.0
1309,26153,0.072,416.0,5743.0
1310,26155,0.055,3008.0,54334.0
1311,26157,0.059,2407.0,41034.0
1312,26159,0.073,4408.0,60650.0
1313,26161,0.043,12509.0,291542.0
1314,26163,0.057,82316.0,1437633.0
1315,26165,0.069,1863.0,26895.0
1316,27001,0.068,720.0,10517.0
1317,27003,0.052,16071.0,309844.0
1318,27005,0.07,1887.0,26918.0
1319,27007,0.079,2776.0,34930.0
1320,27009,0.054,1931.0,35436.0
1321,27011,0.062,234.0,3770.0
1322,27013,0.052,2905.0,56342.0
1323,27015,0.05,969.0,19340.0
1324,27017,0.054,1538.0,28375.0
1325,27019,0.033,3075.0,94414.0
1326,27021,0.077,1700.0,22075.0
1327,27023,0.068,641.0,9464.0
1328,27025,0.045,2136.0,46995.0
1329,27027,0.048,2606.0,54313.0
1330,27029,0.091,612.0,6712.0
1331,27031,0.071,276.0,3878.0
1332,27033,0.071,614.0,8636.0
1333,27035,0.061,3131.0,50989.0
1334,27037,0.044,16562.0,372329.0
1335,27039,0.043,763.0,17636.0
1336,27041,0.048,1430.0,29808.0
1337,27043,0.069,723.0,10554.0
1338,27045,0.077,1282.0,16586.0
1339,27047,0.083,1931.0,23324.0
1340,27049,0.052,1973.0,37807.0
1341,27051,0.062,287.0,4660.0
1342,27053,0.052,54716.0,1047707.0
1343,27055,0.042,603.0,14386.0
1344,27057,0.075,1207.0,15991.0
1345,27059,0.0579999999999999,2050.0,35373.0
1346,27061,0.06,1991.0,33039.0
1347,27063,0.055,417.0,7560.0
1348,27065,0.069,880.0,12812.0
1349,27067,0.065,2230.0,34405.0
1350,27069,0.046,137.0,2994.0
1351,27071,0.061,510.0,8370.0
1352,27073,0.054,260.0,4811.0
1353,27075,0.063,501.0,7896.0
1354,27077,0.052,149.0,2857.0
1355,27079,0.048,1144.0,23619.0
1356,27081,0.0559999999999999,234.0,4187.0
1357,27083,0.055,1112.0,20305.0
1358,27085,0.053,1559.0,29200.0
1359,27087,0.08,321.0,4020.0
1360,27089,0.066,446.0,6775.0
1361,27091,0.059,862.0,14675.0
1362,27093,0.061,1116.0,18427.0
1363,27095,0.066,1448.0,21899.0
1364,27097,0.054,1449.0,26833.0
1365,27099,0.072,2311.0,32215.0
1366,27101,0.071,413.0,5856.0
1367,27103,0.047,1224.0,26114.0
1368,27105,0.11,1948.0,17687.0
1369,27107,0.069,341.0,4975.0
1370,27109,0.0409999999999999,5607.0,135240.0
1371,27111,0.066,2946.0,44742.0
1372,27113,0.034,371.0,10971.0
1373,27115,0.068,1485.0,21693.0
1374,27117,0.073,537.0,7327.0
1375,27119,0.0559999999999999,1357.0,24141.0
1376,27121,0.044,378.0,8503.0
1377,27123,0.067,29534.0,439032.0
1378,27125,0.054,160.0,2960.0
1379,27127,0.069,813.0,11864.0
1380,27129,0.084,945.0,11218.0
1381,27131,0.061,3023.0,49701.0
1382,27133,0.047,352.0,7514.0
1383,27135,0.053,653.0,12225.0
1384,27137,0.0579999999999999,8880.0,153223.0
1385,27139,0.044,5926.0,134605.0
1386,27141,0.047,4031.0,86493.0
1387,27143,0.062,743.0,11958.0
1388,27145,0.052,6719.0,128676.0
1389,27147,0.05,1494.0,29978.0
1390,27149,0.054,399.0,7341.0
1391,27151,0.091,671.0,7406.0
1392,27153,0.0819999999999999,1591.0,19346.0
1393,27155,0.061,147.0,2396.0
1394,27157,0.047,774.0,16474.0
1395,27159,0.063,716.0,11318.0
1396,27161,0.0559999999999999,808.0,14504.0
1397,27163,0.039,9023.0,228600.0
1398,27165,0.104,890.0,8597.0
1399,27167,0.0409999999999999,207.0,5058.0
1400,27169,0.0559999999999999,2095.0,37292.0
1401,27171,0.044,5551.0,127593.0
1402,27173,0.066,482.0,7298.0
1403,28001,0.154,3158.0,20499.0
1404,28003,0.139,3772.0,27090.0
1405,28005,0.154,1409.0,9127.0
1406,28007,0.141,1929.0,13716.0
1407,28009,0.18,1072.0,5947.0
1408,28011,0.142,3135.0,22132.0
1409,28013,0.171,1710.0,9997.0
1410,28015,0.152,1011.0,6653.0
1411,28017,0.145,1888.0,13030.0
1412,28019,0.128,773.0,6059.0
1413,28021,0.12,710.0,5921.0
1414,28023,0.133,1548.0,11663.0
1415,28025,0.125,1762.0,14116.0
1416,28027,0.144,2248.0,15572.0
1417,28029,0.129,2698.0,20966.0
1418,28031,0.129,1893.0,14684.0
1419,28033,0.106,17404.0,163509.0
1420,28035,0.119,7273.0,61215.0
1421,28037,0.138,812.0,5894.0
1422,28039,0.138,2922.0,21100.0
1423,28041,0.1169999999999999,1024.0,8746.0
1424,28043,0.139,2312.0,16588.0
1425,28045,0.125,4443.0,35686.0
1426,28047,0.141,24109.0,171107.0
1427,28049,0.129,21861.0,168888.0
1428,28051,0.1369999999999999,1649.0,12010.0
1429,28053,0.155,880.0,5689.0
1430,28055,0.23,126.0,549.0
