poverty_rate_pct,total_population_poverty,fips
22.3,3633,28017
19.3,1519,28019
33.2,2568,28021
22.3,3366,28023
21.9,3958,28025
35.9,7043,28027
25.6,6845,28029
21.3,3774,28031
9.8,18722,28033
22.4,16194,28035
20.0,1514,28037
15.4,3815,28039
22.7,2454,28041
20.0,4133,28043
15.0,6839,28045
19.3,39771,28047
22.6,47221,28049
34.5,5242,28051
32.3,2339,28053
42.3,329,28055
13.3,2985,28057
15.7,22460,28059
20.3,3240,28061
34.1,2298,28063
31.3,3432,28065
18.3,11855,28067
27.7,2163,28069
17.8,9234,28071
15.1,9837,28073
23.7,16097,28075
20.7,2410,28077
21.5,4456,28079
13.5,11046,28081
34.4,8835,28083
20.6,7059,28085
19.3,10777,28087
10.9,11823,28089
21.4,4994,28091
19.4,6219,28093
15.3,5045,28095
24.2,2285,28097
23.3,6533,28099
19.5,3922,28101
28.0,2751,28103
23.6,10762,28105
24.5,7896,28107
17.6,9833,28109
18.9,2133,28111
25.7,9923,28113
17.6,5466,28115
16.8,3951,28117
31.4,1749,28119
10.3,15716,28121
22.8,6264,28123
35.1,1203,28125
16.4,4117,28127
17.3,2411,28129
18.2,3164,28131
32.3,6688,28133
31.1,3214,28135
18.5,5004,28137
16.0,3335,28139
14.9,2724,28141
27.9,2610,28143
13.8,3852,28145
19.2,2614,28147
19.6,8250,28149
27.3,11375,28151
26.1,5115,28153
19.2,1887,28155
31.3,2238,28157
21.9,3734,28159
18.1,2176,28161
37.1,7948,28163
28.2,6334,29001
8.0,1418,29003
12.4,629,29005
17.7,4127,29007
16.6,5728,29009
15.2,1762,29011
16.5,2605,29013
14.7,2937,29015
11.9,1228,29017
16.7,29565,29019
17.6,13932,29021
19.6,8078,29023
12.5,1088,29025
10.6,4379,29027
12.5,5405,29029
14.0,11048,29031
14.3,1185,29033
19.5,1017,29035
8.2,8972,29037
16.4,2351,29039
13.1,934,29041
8.4,7730,29043
13.0,858,29045
7.7,19491,29047
12.7,2655,29049
9.8,7108,29051
11.1,1773,29053
15.3,3406,29055
18.4,1373,29057
15.9,2755,29059
15.3,1266,29061
12.7,1169,29063
17.9,2550,29065
18.5,2188,29067
25.9,6882,29069
8.8,9199,29071
14.0,2031,29073
14.8,908,29075
15.0,44048,29077
18.0,1710,29079
16.4,1321,29081
14.0,3098,29083
20.8,1747,29085
11.9,496,29087
15.6,1460,29089
19.2,7640,29091
19.2,1748,29093
15.0,105642,29095
18.1,21971,29097
9.0,20356,29099
13.6,6941,29101
15.6,577,29103
15.0,5375,29105
11.0,3568,29107
13.3,5072,29109
13.6,1204,29111
9.9,6143,29113
13.5,1564,29115
14.5,1896,29117
15.8,3689,29119
14.0,2074,29121
18.1,2228,29123
15.5,1290,29125
12.4,3378,29127
15.1,509,29129
12.6,3142,29131
24.8,2710,29133
11.4,1655,29135
13.7,1162,29137
14.9,1660,29139
19.3,4121,29141
17.3,2653,29143
14.8,8726,29145
17.4,3332,29147
20.8,1786,29149
8.3,1088,29151
21.1,1869,29153
30.0,4356,29155
11.5,2138,29157
13.1,5526,29159
15.7,6676,29161
15.0,2438,29163
8.3,9020,29165
17.7,5592,29167
12.3,5331,29169
16.4,752,29171
9.4,967,29173
16.8,3777,29175
12.6,2876,29177
21.8,1268,29179
22.2,2361,29181
5.2,21209,29183
19.8,1855,29185
10.1,1801,29186
18.9,11489,29187
10.5,101623,29189
15.3,3188,29195
15.2,599,29197
11.6,527,29199
16.8,6247,29201
21.4,1523,29203
15.2,875,29205
15.1,4201,29207
12.9,4113,29209
15.6,891,29211
13.5,7332,29213
19.3,4533,29215
17.6,3336,29217
8.3,3063,29219
19.6,4376,29221
25.4,2693,29223
15.7,6229,29225
16.4,315,29227
22.9,4317,29229
21.3,59041,29510
11.7,1091,30001
22.8,2877,30003
17.3,1185,30005
8.6,662,30007
9.2,1018,30009
13.2,179,30011
13.8,11401,30013
15.9,930,30015
10.8,1249,30017
9.9,159,30019
11.9,995,30021
14.0,1282,30023
10.0,299,30025
12.3,1396,30027
10.8,11987,30029
9.5,11442,30031
14.7,176,30033
25.8,3474,30035
19.6,160,30037
11.0,381,30039
18.4,2873,30041
8.0,1007,30043
11.9,250,30045
18.2,5923,30047
9.2,6649,30049
18.0,343,30051
17.3,3686,30053
14.0,237,30055
9.6,885,30057
15.0,295,30059
12.5,628,30061
9.2,10920,30063
16.0,824,30065
10.3,1812,30067
12.8,67,30069
15.1,630,30071
20.2,1197,30073
11.7,198,30075
15.7,844,30077
13.4,146,30079
11.3,5325,30081
9.9,1104,30083
23.6,2430,30085
17.8,1424,30087
17.3,2298,30089
12.7,446,30091
16.0,5658,30093
9.6,871,30095
10.2,375,30097
13.2,821,30099
17.5,752,30101
12.4,94,30103
11.7,863,30105
19.6,387,30107
14.1,125,30109
9.3,15385,30111
10.9,3279,31001
12.1,751,31003
14.1,61,31005
11.7,77,31007
17.7,80,31009
9.6,506,31011
11.5,1212,31013
14.4,246,31015
12.1,345,31017
13.0,6265,31019
11.5,764,31021
8.7,721,31023
6.0,1600,31025
8.2,674,31027
9.5,347,31029
12.0,648,31031
12.0,1130,31033
9.9,591,31035
9.2,953,31037
9.5,835,31039
11.1,1147,31041
11.7,2424,31043
16.2,1213,31045
12.1,2864,31047
12.2,232,31049
9.6,512,31051
10.6,3843,31053
12.2,69886,31055
13.1,205,31057
9.2,495,31059
12.8,363,31061
15.3,383,31063
13.6,617,31065
10.2,2171,31067
16.8,303,31069
12.2,210,31071
9.5,169,31073
10.8,62,31075
10.9,240,31077
11.5,7017,31079
7.9,738,31081
10.5,315,31083
16.1,136,31085
14.5,370,31087
12.8,1273,31089
9.1,62,31091
8.4,536,31093
10.6,743,31095
13.4,560,31097
8.1,536,31099
11.4,936,31101
20.9,164,31103
12.8,414,31105
15.6,1280,31107
12.5,38884,31109
11.9,3923,31111
10.7,72,31113
16.4,98,31115
15.1,56,31117
13.1,4489,31119
9.2,697,31121
14.0,619,31123
11.4,371,31125
13.8,911,31127
10.9,435,31129
9.9,1576,31131
13.2,328,31133
10.7,299,31135
9.5,831,31137
9.4,681,31139
9.9,3361,31141
7.8,397,31143
11.7,1199,31145
12.8,960,31147
14.1,172,31149
9.0,1237,31151
5.8,11259,31153
7.4,1687,31155
15.3,5280,31157
7.6,1253,31159
14.6,709,31161
13.1,384,31163
16.1,181,31165
8.2,461,31167
11.4,547,31169
13.5,90,31171
19.7,1256,31173
12.8,516,31175
7.1,1493,31177
13.3,1135,31179
11.3,368,31181
14.7,115,31183
11.0,1488,31185
10.1,2556,32001
13.3,304986,32003
8.4,4170,32005
8.9,4760,32007
14.7,109,32009
10.7,199,32011
9.7,1663,32013
10.5,602,32015
12.4,530,32017
11.0,6757,32019
16.3,727,32021
14.8,7936,32023
15.1,755,32027
7.2,299,32029
10.3,50322,32031
11.3,912,32033
13.1,7235,32510
8.7,5552,33001
9.4,4843,33003
8.7,6432,33005
12.7,3810,33007
10.2,8774,33009
6.6,27790,33011
7.4,11090,33013
5.4,17191,33015
9.0,11209,33017
9.9,4273,33019
11.4,30748,34001
7.0,66461,34003
6.6,29915,34005
12.4,64621,34007
9.6,9063,34009
15.5,22152,34011
15.6,128727,34013
7.6,22578,34015
14.2,98969,34017
4.1,5227,34019
10.6,38810,34021
8.2,69157,34023
6.3,40420,34025
4.4,22171,34027
11.2,72554,34029
12.4,62652,34031
10.7,6898,34033
5.1,17692,34035
5.9,8578,34037
9.6,54080,34039
7.0,7628,34041
14.0,92866,35001
19.8,753,35003
19.6,12152,35005
29.6,7313,35006
18.5,2148,35007
17.5,8131,35009
18.8,317,35011
23.2,50613,35013
13.3,7904,35015
19.7,5330,35017
23.8,883,35019
16.6,104,35021
25.2,988,35023
18.5,12954,35025
17.4,3517,35027
3.7,704,35028
26.4,6570,35029
31.9,22063,35031
21.0,872,35033
19.6,12722,35035
23.6,1996,35037
18.1,7214,35039
17.6,3142,35041
10.3,15683,35043
22.4,26630,35045
23.4,6061,35047
12.0,18396,35049
22.4,2516,35051
24.6,3749,35053
18.4,6319,35055
20.3,3071,35057
18.9,665,35059
18.8,14404,35061
14.0,41781,36001
18.5,7659,36003
27.6,372320,36005
19.5,35947,36007
16.2,12031,36009
13.0,9386,36011
17.6,21515,36013
15.3,12033,36015
11.9,5452,36017
13.6,10047,36019
11.1,6648,36021
15.1,6401,36023
14.6,6229,36025
9.0,25435,36027
13.2,122456,36029
12.9,4576,36031
15.7,6905,36033
12.5,6454,36035
10.0,5613,36037
11.2,5115,36039
10.7,546,36041
12.3,7195,36043
14.0,15329,36045
19.8,508254,36047
13.7,3627,36049
10.5,6013,36051
10.8,6748,36053
13.9,100844,36055
13.7,6694,36057
5.6,75800,36059
17.2,266257,36061
14.4,29821,36063
15.8,34520,36065
13.6,61353,36067
9.6,10547,36069
14.4,57032,36071
11.2,4268,36073
17.4,19649,36075
13.3,7081,36077
6.3,6116,36079
13.1,295825,36081
11.2,17178,36083
11.2,54478,36085
14.4,48087,36087
17.5,17074,36089
6.5,15356,36091
11.6,17868,36093
10.1,2888,36095
11.5,2006,36097
13.6,4264,36099
12.8,11667,36101
6.8,100921,36103
16.4,12527,36105
10.5,4950,36107
16.0,14405,36109
16.2,28283,36111
10.1,6569,36113
10.6,6150,36115
11.2,10101,36117
9.3,90385,36119
12.1,4468,36121
15.0,3504,36123
12.7,21639,37001
13.8,4854,37003
15.6,1730,37005
22.4,4538,37007
14.4,3861,37009
14.8,2288,37011
17.7,7815,37013
23.8,3758,37015
18.5,5392,37017
8.5,12872,37019
12.3,32755,37021
12.6,10770,37023
8.0,18756,37025
16.2,12850,37027
7.4,819,37029
12.1,8260,37031
16.6,3515,37033
12.3,19702,37035
8.9,7015,37037
15.1,4403,37039
16.3,2222,37041
13.6,1566,37043
16.7,16448,37045
20.9,9902,37047
13.9,13551,37049
15.9,50909,37051
8.9,2753,37053
7.9,2960,37055
12.5,21311,37057
11.4,4985,37059
20.2,9784,37061
11.1,35109,37063
20.8,9969,37065
14.7,55366,37067
10.9,7968,37069
12.0,27520,37071
14.2,1452,37073
14.8,1167,37075
11.4,6631,37077
25.3,4313,37079
16.4,85573,37081
19.6,9123,37083
13.3,18068,37085
11.6,7163,37087
12.3,14418,37089
22.8,4146,37091
14.6,7761,37093
20.8,812,37095
9.4,18210,37097
17.6,6916,37099
10.0,23285,37101
17.1,1560,37103
15.8,10200,37105
21.3,11408,37107
9.0,8267,37109
16.1,7020,37111
12.4,4662,37113
15.0,3121,37115
20.4,4340,37117
10.3,115511,37119
15.7,2356,37121
16.4,4139,37123
9.8,10220,37125
14.5,13636,37127
11.7,26876,37129
19.6,3229,37131
12.4,22869,37133
13.3,18594,37135
15.5,1799,37137
15.4,5922,37139
10.5,6779,37141
13.4,1751,37143
13.8,5397,37145
19.5,32848,37147
13.0,2546,37149
14.2,20479,37151
22.6,9410,37153
26.1,29466,37155
17.0,15436,37157
14.9,21651,37159
16.4,10500,37161
20.1,11707,37163
24.1,7420,37165
12.9,8046,37167
10.5,4683,37169
17.3,12242,37171
13.5,1846,37173
13.4,4362,37175
19.7,639,37177
7.1,17565,37179
20.1,8368,37181
7.5,86727,37183
20.7,3695,37185
21.1,2252,37187
21.0,10007,37189
18.0,20467,37191
19.1,12348,37193
19.7,15293,37195
12.1,4478,37197
14.8,2766,37199
12.5,256,38001
11.5,1177,38003
25.3,1441,38005
10.0,102,38007
9.5,587,38009
9.0,257,38011
9.6,207,38013
9.8,9332,38015
11.8,21797,38017
8.9,313,38019
12.8,604,38021
10.9,233,38023
11.4,450,38025
11.6,261,38027
12.2,388,38029
9.2,303,38031
14.8,253,38033
13.4,9118,38035
20.3,448,38037
12.0,260,38039
12.1,276,38041
14.9,356,38043
9.9,398,38045
14.8,265,38047
12.0,614,38049
14.5,344,38051
8.6,1188,38053
10.1,969,38055
7.2,587,38057
10.0,3291,38059
10.1,934,38061
10.9,315,38063
9.7,179,38065
9.6,635,38067
11.6,442,38069
13.0,1437,38071
7.8,425,38073
8.6,188,38075
9.6,1504,38077
25.7,3020,38079
8.0,301,38081
17.2,220,38083
33.0,1196,38085
12.1,81,38087
9.3,2980,38089
7.8,139,38091
10.9,2162,38093
10.0,204,38095
8.6,654,38097
10.7,1097,38099
9.8,6529,38101
12.5,481,38103
8.0,3009,38105
19.8,5354,39001
12.9,12570,39003
10.6,5393,39005
17.4,16280,39007
21.6,11625,39009
8.4,3790,39011
17.2,10591,39013
16.3,7019,39015
11.7,44146,39017
11.6,3055,39019
9.8,3753,39021
15.1,19944,39023
9.0,18724,39025
12.2,4970,39027
15.5,15017,39029
15.1,5448,39031
15.2,6206,39033
16.6,201450,39035
10.9,5539,39037
10.7,4023,39039
4.6,10385,39041
11.4,8335,39043
8.8,13961,39045
14.7,4166,39047
15.1,195678,39049
8.1,3393,39051
20.0,5676,39053
6.4,5997,39055
9.4,15145,39057
15.2,5719,39059
15.6,124767,39061
8.6,6286,39063
15.0,4269,39065
13.9,1962,39067
9.0,2444,39069
14.8,6339,39071
15.2,4194,39073
8.0,3505,39075
12.9,7438,39077
18.4,5912,39079
18.8,11626,39081
12.2,7287,39083
8.9,20444,39085
17.1,9583,39087
10.2,18074,39089
12.9,5858,39091
12.8,39513,39093
17.9,74533,39095
10.0,3926,39097
19.2,41912,39099
16.9,10029,39101
6.8,12288,39103
18.3,3969,39105
8.3,3447,39107
9.8,10693,39109
13.9,1823,39111
14.3,74391,39113
17.0,2292,39115
10.8,3783,39117
13.7,11524,39119
15.9,1835,39121
9.9,3917,39123
10.0,1861,39125
15.5,5445,39127
9.6,5369,39129
19.7,5252,39131
12.4,19299,39133
10.5,4221,39135
6.5,2206,39137
15.2,17953,39139
13.7,9783,39141
12.1,6996,39143
21.8,15113,39145
12.0,6258,39147
9.3,4402,39149
13.2,48044,39151
12.6,66303,39153
16.2,31959,39155
11.5,10432,39157
5.2,3331,39159
9.3,2634,39161
20.9,2607,39163
5.5,13373,39165
15.3,8812,39167
10.2,11468,39169
12.3,4368,39171
12.1,15268,39173
9.1,1929,39175
20.7,4014,40001
17.9,797,40003
20.0,2523,40005
12.4,613,40007
19.3,3771,40009
16.9,1401,40011
16.4,7726,40013
19.1,4294,40015
8.7,14428,40017
15.5,7436,40019
18.5,8578,40021
24.4,3451,40023
17.0,381,40025
13.3,37908,40027
23.3,1221,40029
15.9,17939,40031
18.7,1014,40033
20.6,2740,40035
14.7,10554,40037
15.8,4169,40039
17.5,7158,40041
14.1,611,40043
15.1,544,40045
15.6,9431,40047
16.8,4272,40049
15.0,8226,40051
14.4,581,40053
22.8,1062,40055
26.1,617,40057
10.7,331,40059
20.5,2372,40061
22.8,2649,40063
17.0,4032,40065
21.3,1132,40067
20.8,2080,40069
16.0,6820,40071
12.0,1803,40073
22.8,1872,40075
20.7,1930,40077
19.0,8966,40079
15.3,5189,40081
12.0,6069,40083
13.5,1363,40085
10.0,4499,40087
20.9,6395,40089
20.9,4013,40091
12.2,900,40093
15.5,2413,40095
17.8,6977,40097
13.5,1783,40099
19.1,11939,40101
12.0,1278,40103
15.7,1476,40105
23.8,2395,40107
16.0,125992,40109
19.2,6844,40111
14.1,6270,40113
19.8,5806,40115
16.9,2618,40117
19.4,14232,40119
17.1,7068,40121
14.1,5262,40123
19.2,13444,40125
22.1,2344,40127
16.3,538,40129
10.3,10019,40131
25.0,5672,40133
21.2,8282,40135
19.4,8361,40137
12.7,2543,40139
21.1,1446,40141
15.4,102568,40143
9.2,7946,40145
14.0,7268,40147
17.4,1825,40149
17.2,1300,40151
14.7,2744,40153
15.5,2570,41001
17.8,16365,41003
8.2,34381,41005
12.9,5342,41007
11.2,5957,41009
16.5,10552,41011
10.6,2786,41013
13.9,3266,41015
9.6,19627,41017
16.9,18753,41019
11.2,223,41021
15.5,1106,41023
14.8,1095,41025
10.1,2408,41027
12.5,27349,41029
12.0,2911,41031
18.0,15571,41033
15.5,10752,41035
16.5,1291,41037
15.1,56320,41039
15.5,7756,41041
12.8,16554,41043
19.8,5681,41045
13.6,45903,41047
13.4,1637,41049
12.1,94900,41051
12.7,11158,41053
13.3,259,41055
12.0,3256,41057
11.8,8917,41059
14.9,3841,41061
12.0,908,41063
16.0,4160,41065
7.6,45303,41067
15.9,228,41069
10.7,11015,41071
8.6,8731,42001
11.3,135204,42003
12.5,7982,42005
10.2,16640,42007
12.6,5913,42009
10.8,45310,42011
13.1,15337,42013
12.4,7360,42015
5.9,37561,42017
8.9,16947,42019
16.2,20467,42021
13.0,571,42023
10.2,6600,42025
16.0,22171,42027
5.6,29965,42029
13.7,4821,42031
11.7,8635,42033
12.9,4650,42035
13.9,8498,42037
13.9,10976,42039
7.9,20090,42041
12.3,34778,42043
9.7,53893,42045
10.0,3009,42047
14.9,38149,42049
17.2,21097,42051
25.5,1038,42053
8.6,13339,42055
11.2,1608,42057
13.0,4164,42059
13.0,5036,42061
14.0,10759,42063
13.3,5738,42065
11.1,2555,42067
13.1,27211,42069
9.1,48929,42071
12.7,10521,42073
11.3,15850,42075
11.3,41650,42077
15.2,47930,42079
12.0,12939,42081
15.4,5725,42083
12.5,12979,42085
14.7,6660,42087
12.3,20227,42089
6.6,55916,42091
9.6,1680,42093
10.6,32077,42095
14.0,12222,42097
8.7,3968,42099
21.5,325746,42101
9.0,5417,42103
15.0,2399,42105
12.2,16576,42107
9.8,3635,42109
14.3,9781,42111
13.1,739,42113
11.2,4219,42115
12.2,4822,42117
11.4,4022,42119
13.8,6772,42121
13.5,5002,42123
11.5,23615,42125
12.8,6205,42127
9.7,33697,42129
11.6,2952,42131
9.1,41364,42133
6.9,3277,44001
7.4,12518,44003
7.2,5831,44005
14.0,88238,44007
6.5,7993,44009
17.0,4011,45001
17.0,29144,45003
36.7,2423,45005
15.3,31607,45007
28.4,3471,45009
21.2,4222,45011
10.0,18794,45013
9.0,21513,45015
15.2,2127,45017
11.6,47690,45019
17.3,9482,45021
17.9,5678,45023
19.6,8439,45025
20.3,6008,45027
20.3,7753,45029
20.9,12842,45031
30.3,8272,45033
10.7,17484,45035
16.4,4048,45037
18.1,3644,45039
20.4,27332,45041
15.2,9713,45043
10.1,54179,45045
18.4,12235,45047
21.9,3665,45049
12.5,46928,45051
17.2,5310,45053
12.3,8257,45055
10.6,10876,45057
18.0,11924,45059
27.9,4098,45061
11.0,33295,45063
17.0,1531,45065
31.6,8923,45067
28.7,6709,45069
17.4,6384,45071
16.7,13261,45073
24.6,19422,45075
16.0,19849,45077
16.2,63715,45079
15.8,2963,45081
14.6,49261,45083
14.4,14610,45085
18.4,4852,45087
26.3,7479,45089
8.3,23957,45091
11.1,296,46003
12.9,2448,46005
30.7,1008,46007
14.5,817,46009
13.3,4298,46011
11.0,4064,46013
14.8,765,46015
39.7,733,46017
12.3,1312,46019
12.4,166,46021
21.5,1918,46023
13.5,497,46025
20.0,2550,46027
10.9,3090,46029
42.4,1615,46031
9.3,831,46033
13.7,2680,46035
15.2,816,46037
8.5,366,46039
25.4,1298,46041
12.1,320,46043
10.1,394,46045
15.1,1083,46047
18.0,351,46049
10.9,793,46051
16.2,627,46053
12.9,232,46055
8.2,508,46057
9.7,300,46059
9.3,312,46061
11.9,158,46063
9.6,1619,46065
12.7,888,46067
12.3,141,46069
28.8,799,46071
14.9,237,46073
14.9,131,46075
10.0,514,46077
10.0,1040,46079
10.8,2842,46081
5.3,3755,46083
22.3,812,46085
9.6,538,46087
16.3,365,46089
12.5,530,46091
7.8,2299,46093
35.0,644,46095
12.1,269,46097
9.2,18266,46099
11.6,725,46101
42.3,5529,46102
14.3,15784,46103
15.5,427,46105
9.8,235,46107
17.4,1727,46109
13.6,316,46111
12.1,722,46115
8.4,252,46117
7.6,111,46119
39.5,3598,46121
19.8,1053,46123
8.3,724,46125
6.0,1020,46127
15.1,785,46129
11.2,2420,46135
38.9,929,46137
13.1,10167,47001
12.6,6431,47003
16.7,2649,47005
22.6,2907,47007
9.7,13365,47009
13.1,14210,47011
20.4,7956,47013
10.7,1563,47015
16.0,4353,47017
18.3,10052,47019
8.6,3582,47021
15.1,2460,47023
20.2,6259,47025
20.5,1546,47027
22.5,8235,47029
16.9,9937,47031
16.6,2264,47033
14.0,8833,47035
14.0,95816,47037
16.9,1915,47039
15.6,3245,47041
11.1,6135,47043
17.1,6131,47045
10.4,4486,47047
23.3,4428,47049
13.2,5530,47051
14.9,7424,47053
15.9,4708,47055
16.5,3956,47057
17.1,11835,47059
21.3,2887,47061
15.1,9734,47063
11.8,43066,47065
27.1,1819,47067
22.2,4824,47069
23.7,6278,47071
14.6,8385,47073
20.7,3571,47075
16.9,4634,47077
15.5,4941,47079
14.5,3489,47081
13.7,1101,47083
12.8,2381,47085
19.1,2254,47087
11.1,6138,47089
22.3,3686,47091
11.6,55899,47093
34.2,1622,47095
19.5,4449,47097
13.6,6112,47099
14.4,1841,47101
13.9,4966,47103
10.2,5881,47105
14.9,8003,47107
17.3,4424,47109
14.7,3793,47111
14.9,14152,47113
13.9,4000,47115
11.0,3905,47117
10.4,11092,47119
16.6,2176,47121
14.9,7002,47123
11.2,25722,47125
10.0,664,47127
16.9,3253,47129
16.9,5068,47131
15.1,3444,47133
16.9,1438,47135
16.1,810,47137
15.4,2717,47139
19.1,15140,47141
14.4,4752,47143
13.2,7203,47145
9.1,6825,47147
9.4,33552,47149
21.5,4675,47151
17.5,2889,47153
11.6,11335,47155
16.6,150180,47157
12.6,2551,47159
13.1,1814,47161
15.3,24274,47163
7.5,15086,47165
13.9,8453,47167
16.7,1609,47169
15.1,2624,47171
16.2,3281,47173
15.3,969,47175
15.0,6223,47177
14.1,18496,47179
19.7,2792,47181
18.0,5568,47183
16.4,4567,47185
4.1,10671,47187
7.2,11221,47189
19.3,8553,48001
12.2,2223,48003
15.9,13520,48005
17.4,4263,48007
9.0,789,48009
10.2,184,48011
16.2,8191,48013
15.0,4625,48015
16.3,1084,48017
11.7,2580,48019
12.3,12789,48021
13.9,473,48023
28.7,6613,48025
14.2,53701,48027
15.6,314925,48029
8.4,1031,48031
11.5,67,48033
12.4,2277,48035
18.8,16274,48037
10.1,38062,48039
22.2,49079,48041
14.0,1239,48043
15.4,220,48045
28.0,1804,48047
17.4,6377,48049
15.4,2839,48051
9.0,4642,48053
14.5,6652,48055
15.9,3071,48057
13.7,1932,48059
22.6,95070,48061
18.1,2290,48063
8.6,495,48065
17.4,4902,48067
16.7,1197,48069
8.3,4236,48071
16.8,8284,48073
20.0,1101,48075
10.7,1108,48077
26.3,657,48079
15.4,501,48081
18.0,1401,48083
4.8,55552,48085
16.9,431,48087
14.5,2944,48089
7.1,13044,48091
16.6,2276,48093
20.2,466,48095
12.5,5277,48097
12.2,8818,48099
20.2,263,48101
11.4,506,48103
15.8,457,48105
22.0,1084,48107
20.1,432,48109
11.1,801,48111
14.2,364132,48113
22.2,2339,48115
16.9,3071,48117
16.6,888,48119
7.8,75587,48121
19.8,3599,48123
16.2,279,48125
25.1,2057,48127
17.9,537,48129
27.0,2426,48131
14.9,2567,48133
16.2,25752,48135
20.7,291,48137
9.0,18830,48139
21.0,179428,48141
12.9,5198,48143
21.4,3247,48145
13.7,4662,48147
10.8,2651,48149
16.9,612,48151
21.3,1106,48153
17.0,174,48155
7.9,69965,48157
13.7,1444,48159
15.7,2874,48161
24.6,3706,48163
14.7,3239,48165
13.5,47446,48167
26.6,1073,48169
9.6,2613,48171
9.1,106,48173
14.5,1025,48175
15.4,3011,48177
16.7,3244,48179
11.1,15629,48181
16.2,19744,48183
15.5,4386,48185
9.5,17172,48187
21.5,6435,48189
23.1,643,48191
13.7,1118,48193
11.3,574,48195
16.3,572,48197
13.2,7590,48199
16.4,775281,48201
15.7,10570,48203
9.0,389,48205
20.4,996,48207
9.9,25751,48209
11.2,350,48211
13.0,10798,48213
27.4,240721,48215
15.6,5714,48217
14.9,3104,48219
9.8,6447,48221
12.8,4779,48223
20.1,3924,48225
17.0,4813,48227
35.7,863,48229
12.9,13548,48231
11.9,2359,48233
8.6,131,48235
15.8,1237,48237
15.2,2233,48239
19.4,6202,48241
13.3,254,48243
18.8,44645,48245
26.9,1263,48247
24.8,9541,48249
10.0,19258,48251
22.0,3224,48253
19.5,2296,48255
8.6,14630,48257
7.0,3384,48259
7.6,27,48261
11.8,82,48263
12.5,6477,48265
16.9,745,48267
10.3,24,48269
21.0,563,48271
26.7,7761,48273
19.3,613,48275
15.0,7422,48277
17.8,2235,48279
13.0,2928,48281
29.0,1485,48283
12.5,2521,48285
12.3,2170,48287
14.0,2265,48289
19.9,19323,48291
18.7,3972,48293
13.6,383,48295
19.2,1892,48297
12.8,2857,48299
3.9,2,48301
17.3,52929,48303
15.6,883,48305
18.6,1370,48307
16.0,40862,48309
12.6,72,48311
16.7,1915,48313
17.9,1695,48315
13.7,710,48317
12.5,497,48319
19.9,7106,48321
21.9,12535,48323
11.8,6070,48325
20.6,398,48327
11.6,19792,48329
16.6,4189,48331
15.0,646,48333
21.5,1451,48335
14.8,3084,48337
8.5,57427,48339
11.5,2392,48341
18.5,2218,48343
18.3,188,48345
23.3,14076,48347
22.9,12232,48349
18.1,2162,48351
18.3,2605,48353
17.3,59461,48355
11.7,1118,48357
12.3,194,48359
13.8,11655,48361
15.7,4549,48363
13.7,3063,48365
7.8,12854,48367
13.9,1327,48369
17.9,2300,48371
18.7,9204,48373
19.5,21130,48375
23.0,1354,48377
13.9,1770,48379
8.5,12193,48381
11.3,355,48383
16.6,457,48385
19.3,2200,48387
22.9,2589,48389
17.5,1145,48391
9.5,76,48393
17.6,2993,48395
4.7,5809,48397
16.0,1550,48399
17.4,8322,48401
16.8,1670,48403
19.9,1522,48405
16.8,4748,48407
17.2,11937,48409
18.9,978,48411
16.0,370,48413
15.2,2326,48415
12.6,398,48417
20.5,4878,48419
12.1,334,48421
11.8,27902,48423
9.0,868,48425
32.8,21456,48427
18.9,1602,48429
12.1,167,48431
15.8,181,48433
13.8,443,48435
19.9,1244,48437
10.6,225849,48439
16.2,22632,48441
18.2,126,48443
20.6,2228,48445
12.9,199,48447
16.0,4934,48449
13.1,15080,48451
10.1,131687,48453
15.9,2205,48455
17.5,3166,48457
15.6,6553,48459
15.6,482,48461
24.9,5983,48463
21.3,9706,48465
13.6,8488,48467
15.5,13969,48469
20.0,11970,48471
14.3,7974,48473
14.6,1581,48475
13.5,4606,48477
20.9,55124,48479
14.6,6017,48481
15.3,727,48483
15.5,18368,48485
16.6,2025,48487
29.0,5082,48489
6.2,41275,48491
10.5,5481,48493
14.0,1009,48495
8.2,6023,48497
13.0,5895,48499
14.1,1038,48501
15.7,2792,48503
32.8,4508,48505
29.1,2709,48507
9.9,685,49001
8.1,4923,49003
12.2,16598,49005
13.5,2748,49007
7.3,74,49009
6.4,23448,49011
13.8,2760,49013
11.6,1168,49015
9.3,479,49017
10.9,1051,49019
12.7,7723,49021
7.6,946,49023
9.2,734,49025
10.5,1380,49027
4.0,514,49029
14.5,215,49031
8.8,231,49033
7.7,90158,49035
22.8,3208,49037
15.2,4096,49039
10.1,2185,49041
5.4,2316,49043
6.5,5151,49045
11.9,4402,49047
8.1,55585,49049
5.0,1808,49051
9.7,18880,49053
11.5,305,49055
8.5,22590,49057
8.8,3037,50001
11.0,3986,50003
12.1,3632,50005
9.8,15769,50007
12.1,722,50009
8.6,4316,50011
8.6,642,50013
9.2,2361,50015
10.3,3032,50017
13.8,3713,50019
12.4,7261,50021
9.3,5382,50023
10.9,4821,50025
8.7,4992,50027
16.0,5236,51001
8.4,9024,51003
13.5,1966,51005
11.3,1510,51007
12.8,3953,51009
12.0,1996,51011
6.8,15822,51013
8.2,6185,51015
12.6,500,51017
8.4,6770,51019
13.4,731,51021
7.0,2373,51023
20.8,2880,51025
26.9,4865,51027
18.4,2732,51029
12.7,6910,51031
